1 1 1:0.35 2:0.34 4:0.54 5:0.4 7:0.6 8:0.6 10:0.6 11:0.6 13:0.45 		thật tuyệt_vời vì chủ_quyền đất_nước tôi sẵn_sàng đóng_góp và hy_sinh xương_máu để bảo_vệ 
118 2 78:0.27 551:0.42 575:0.42 690:0.6 		qui_định khó hiểu quá
119 2 686:0.48 691:0.6 692:0.6 693:0.6 		bảo_hiểm_y_tế lại rơi vào vòng luẩn_quẩn rồi
120 2 638:0.48 649:0.45 695:0.54 		quy_định thời_gian là chưa phù_hợp
121 2 64:0.43 78:0.27 220:0.37 262:0.37 304:0.48 450:0.48 552:0.45 597:0.72 609:0.51 614:0.43 697:0.6 698:0.6 699:0.51 		quá nhiều điều phức_tạp kêu_gọi người_dân đóng bảo_hiểm 100 nhưng   làm_khó người_bệnh thất_vọng và không tin nổi vào bảo_hiểm
122 2 78:0.27 128:0.28 569:0.4 686:0.48 700:0.51 701:0.6 		ôi bảo_hiểm_y_tế ngao_ngán quá đi thôi 
123 2 216:0.54 219:0.54 403:0.54 702:0.6 703:0.6 704:0.6 705:0.6 706:0.6 		nói_tóm_lại điều_luật này không sát tình_hình thực_tế không hợp_tình không hợp hoàn_cảnh
124 2 21:0.21 136:0.31 189:0.76 447:0.91 543:0.51 569:0.64 598:0.48 606:0.54 614:0.43 622:0.54 686:0.48 700:0.51 707:0.6 708:0.45 709:0.6 711:0.6 712:0.6 713:0.45 		bảo_hiểm_y_tế còn nhiều nhiêu_khê lắm cứ lòng_vòng chuyển tuyến bệnh_viện tuyến dưới không tìm ra bệnh đến khi lên đến tuyến trên thì ôi thôi rồi giai_đoạn cuối chỉ khổ cho người_bệnh thôi 
125 2 136:0.31 670:0.54 714:0.6 715:0.6 716:0.6 717:0.6 718:0.6 719:0.6 		chờ kq xn máu đã 3h rồi còn gì rõ chán
126 2 685:0.51 720:0.51 		bó_tay cạn_lời
127 2 50:0.45 708:0.72 721:0.6 		thật_sự đau_đầu lắm lắm 
128 2 1:0.35 128:0.28 457:0.81 598:0.48 616:0.86 649:0.45 669:0.76 713:0.45 722:0.54 723:0.86 724:0.6 725:0.6 		thật khổ với cái quy_định này đã đi cấp_cứu vì bệnh thì ít có trường_hợp dưới 4 tiếng chỉ có trường_hợp cấp_cứu vì tai_nạn thì may_ra dưới 4 tiếng 
129 2 112:0.37 122:0.37 126:0.54 262:0.37 276:0.35 320:0.43 326:0.36 421:0.43 436:0.36 592:0.39 597:0.45 627:0.48 669:0.76 726:0.6 727:0.48 		  đã là bảo_hiểm cấp_cứu ai mà chọn giờ cấp_cứu được không biết các bác nhà mình nghĩ sao về vấn_đề này nửa 
130 2 78:0.27 551:0.42 552:0.45 728:0.54 729:0.54 730:0.6 		không hiểu nổi trung quốc quá vô_lối
131 2 78:0.27 222:0.51 731:0.6 732:0.6 733:0.6 		quá phẫn_nộ hành_động coi_thường pháp_luật 
132 2 142:0.42 530:0.51 734:0.86 735:0.6 736:0.6 737:0.54 		đánh nhau là gây_rối đánh phụ_nữ là không_thể chấp_nhận 
133 2 90:0.54 142:0.42 530:0.51 734:0.54 737:0.54 		không_thể chấp_nhận việc đánh phụ_nữ như_thế được 
134 2 36:0.48 66:0.28 132:0.31 276:0.35 308:0.57 315:0.39 335:0.69 738:0.6 739:0.54 740:0.6 741:0.54 742:0.76 743:0.54 744:0.6 745:0.6 746:0.6 		ai đồng_ý xóa lịch âm và gộp tết cổ_truyền và tết tây làm một thì kệ chứ em nói thật_là em không đồng_ý như_vậy
135 2 21:0.21 49:0.27 142:0.42 171:0.51 189:0.48 197:0.39 214:0.54 241:0.54 315:0.39 414:0.43 739:0.54 741:0.54 742:0.48 743:0.54 747:0.48 748:0.6 749:0.6 750:0.54 751:0.6 752:0.6 753:0.6 754:0.6 756:0.6 758:0.6 759:0.6 760:0.54 		tôi nói không với việc đổi gộp lịch nét truyền_thống văn_hoá đón tết_âm_lịch không_thể mai_một trong tôi dù tôi đã hơn_nữa đời người nơi đất_khách_quê_người tôi đang cố_gắng dạy cho con tôi nhớ đến ngày tết cổ_truyền đây 
136 2 20:0.51 121:0.42 306:0.51 502:0.81 531:0.51 557:0.39 645:0.43 761:0.6 762:0.6 763:0.6 764:0.6 765:0.6 766:0.6 767:0.6 768:0.6 769:0.6 		không cần_thiết muốn nhanh đầu_tư sân_bay tàu_bay là nhanh có quốc_lộ 1 rồi bay gio xe chạy cũng rần_rần xây thêm phí
137 2 42:0.4 132:0.31 428:0.48 484:0.45 551:0.42 649:0.45 720:0.51 770:0.6 771:0.6 772:0.6 773:0.54 		đọc luật một hồi kết_quả chẳng hiểu là quyền_hạn được quy_định ntn nữa bó_tay
138 2 78:0.27 551:0.42 575:0.42 608:0.54 774:0.6 		quá rườm_rà và cực_kỳ khó hiểu 
139 2 775:0.6 		không ổn 
140 2 262:0.37 276:0.35 279:0.31 364:0.45 699:0.51 776:0.6 777:0.6 		thất_vọng ai sẽ là trục ở châu_á đây ?  
141 2 262:0.37 699:0.51 778:0.6 779:0.6 		tôi đã bảo rồi mà thất_vọng trum  
142 2 569:0.4 780:0.6 		thế_là thôi rồi
143 2 21:0.21 49:0.27 97:0.4 128:0.28 145:0.43 335:0.43 781:0.42 782:0.54 783:0.54 784:0.6 785:0.6 		em phản_đối hôn_nhân đồng_tính vì nó đi ngược_lại cái tạo_hóa đã tạo ra cho mỗi người 
144 2 21:0.33 33:0.54 39:0.37 49:0.86 50:0.45 67:0.42 91:0.34 103:0.54 122:0.37 127:0.66 136:0.49 197:0.62 211:0.31 253:0.45 258:0.54 261:0.45 270:0.48 275:0.39 279:0.49 299:0.54 315:0.39 321:0.51 450:0.48 569:0.4 610:0.51 781:0.42 782:0.54 783:1.41 787:0.6 788:0.86 789:0.86 790:1.2 791:0.6 792:0.6 793:0.86 794:0.95 795:0.6 796:1.2 797:0.54 798:0.6 799:0.6 800:0.6 801:0.95 802:0.6 803:0.95 804:0.54 805:0.6 806:0.6 807:0.6 808:0.6 809:0.6 810:0.6 811:0.6 812:0.6 813:0.95 814:0.6 815:0.6 816:0.6 817:0.6 818:0.6 819:0.6 820:0.6 821:0.6 823:0.6 824:0.6 825:0.6 826:0.6 		nếu phản_đối hôn_nhân đồng_tính tôi là người đầu_tiên làm_việc này thật_sự mà nói 100 người đồng_tính hiện_nay thì được bao_nhiêu người là bị đồng_tính từ nhỏ ? còn bao_nhiêu người là bị dụ_dỗ ? tôi khẳng_định là hơn 95 số người bị đồng_tính là bị dụ_dỗ nhiều người trẻ mới lớn còn bị lơ_mơ về giới_tính hay những người yếu bản_lĩnh bị dụ_dỗ và đã trả thành_đồng tính giới_tính thứ_ba đang gây rất nhiều bức_xúc cho xã_hội hiện_nay nếu_không lên_tiếng cản_ngăn rồi_đây khoảng 10 20 năm nữa thôi giới_tính thứ_ba sẽ chiếm tỉ_lệ rất lớn trong xã_hội chúng_ta mà những người đồng_tính nhiều nhất lại hoạt_động chủ_yếu trong giới nghệ_sĩ như ca_sĩ diễn_viên bọn họ rất dễ khiến cho giới trẻ lầm tưởng và noi theo chúng_ta phải chặn ngay_lập_tức hiện_tượng tệ_hại này 
145 2 83:0.54 122:0.37 781:0.42 827:0.6 828:0.6 829:0.6 830:0.6 831:0.6 832:0.6 		tôi phản_đối nếu hợp_pháp_hoá thì sẽ ảnh_hưởng nghiêm_trọng đền sự tồn_vong của giống_nòi về sau_này 
146 2 833:0.6 834:0.6 		đang ảo_tưởng à 
147 2 13:0.91 21:0.21 49:0.27 145:0.43 247:0.51 259:0.64 308:0.57 315:0.39 484:0.45 569:0.4 682:0.54 804:0.54 835:0.6 836:0.6 837:0.6 838:0.6 839:0.6 840:0.6 841:0.6 		cáu này cần phải tìm_hiểu cho kỹ nếu đã là bảo_vệ vệ thì bảo_vệ khỏi cái gì người bán_dâm có đồng_ý với cách này không nếu_không thì nó là bắt nhốt nói bảo_vệ chỉ là để lách luật thôi tôi không đồng_ý với cách này
148 2 211:0.31 259:0.4 		cách này không hay
149 2 42:0.4 49:0.63 66:0.28 76:0.59 78:0.43 112:0.37 128:0.57 145:0.43 195:0.43 259:0.64 453:0.43 497:0.54 518:0.48 545:0.45 557:0.39 591:0.48 596:0.42 727:0.48 842:0.6 843:0.6 844:0.86 845:0.6 846:0.6 847:0.6 848:0.6 849:0.6 850:0.48 851:0.6 852:0.6 853:0.6 854:0.86 		đọc song thấy buồn quá ước_mơ có được chiếc xe ô_tô của những người trung_lưu việt ngày_càng xa_vời mình dám chắc người đi ô_tô sẽ có cách nghĩ cách làm nhìn xa khác với người đi xe_máy và người đi xe_đạp cứ đà này thấy khả_năng phát_triển nó cứ mờ_mịt quá trời_ơi trời_ơi 
150 2 42:0.4 50:0.72 74:0.54 131:0.66 189:0.48 275:0.39 301:0.54 331:0.48 414:0.43 496:0.54 557:0.39 591:0.48 645:0.43 855:0.6 856:0.54 857:0.6 858:0.6 859:0.6 860:0.6 861:0.6 862:0.95 863:0.54 864:0.54 865:0.6 867:0.6 		ấp_ủ bao năm cố gòng gánh mua 1 con xe tầm 400 trả_góp đọc xog bài báo thật_sự rất nản đến bao_giờ oto được xem như mua chiec xe_máy như bây_giờ thật_sự rất nản 
151 2 21:0.21 544:0.51 864:0.54 868:0.6 869:0.6 		tin_buồn cho thị_trường oto nước_nhà 
152 2 49:0.27 131:0.42 195:0.43 196:0.43 364:0.45 580:0.54 596:0.42 727:0.48 844:0.54 870:0.54 871:0.6 		nghĩ tới việc mua được ô_tô ở việt _ nam mà buồn cả người haiz 
153 2 132:0.31 872:0.6 873:0.6 		một mớ hỗn_độn 
154 2 96:0.42 122:0.37 252:0.48 300:0.45 392:0.51 402:0.48 414:0.43 874:0.36 875:0.48 876:0.42 877:0.48 878:0.6 879:0.6 880:0.6 881:0.54 		sinh_viên hết được miễn giảm vé tàu_hỏa nghe mà nghẹn lòng xin_lỗi bố_mẹ đợt lễ này con không về 
155 2 21:0.21 43:0.45 112:0.59 122:0.59 128:0.28 131:0.84 136:0.31 142:0.42 168:0.54 276:0.35 279:0.31 300:0.72 304:0.48 421:0.69 439:0.48 445:0.66 511:0.48 592:0.39 680:0.54 683:0.48 722:0.86 850:0.48 874:0.57 876:0.66 877:0.48 882:0.51 883:0.76 884:0.6 885:0.81 886:0.95 887:0.6 888:0.54 889:0.42 890:0.6 891:0.95 892:0.54 		tại_sao sinh_viên không được miễn_giảm mua vé tàu_hỏa chứ mỗi khi về quê là mình thường đi tàu nhà không có điều_kiện nên vẫn mua vé tàu cho tiết_kiệm mà cũng đâu phải ít sinh_viên đâu bạn_bè mình quê xa khi được về nhà ai cũng mua nếu không_thể giảm nhiều xin hãy giảm ít giờ học_phí tăng cao kinh_khủng tiết_kiệm khoản này khoản kia để còn đóng học chứ ?
156 2 21:0.21 97:0.4 136:0.31 335:0.43 436:0.36 511:0.48 708:0.45 874:0.36 893:0.6 894:0.6 895:0.54 896:0.6 897:0.6 898:0.6 		thiết_nghĩ đời_sống sinh_viên của con_em nhà_nông còn vất_vả lắm sao lại không tạo điều_kiện cho các em ấy 
157 2 67:0.42 596:0.42 713:0.45 874:0.36 899:0.6 900:0.45 		buồn vg là sinh_viên nghèo lại càng khổ hơn rồi 
158 2 49:0.27 76:0.37 91:0.34 119:0.48 136:0.31 211:0.31 282:0.45 553:0.48 747:0.48 874:0.36 882:0.51 902:0.6 903:1.2 904:0.6 905:0.6 		tôi thấy vô_lý khi còn phân_loại khuyết_tật là khuyết_tật nặng mới được sinh_viên và người khuyết_tật là những đối_tượng hợp_lý để được miễn_giảm không nên sữa đổi điều này không hay 
159 2 310:0.51 592:0.39 874:0.36 900:0.45 		sinh_viên đã nghèo rồi mà giờ không được hỗ_trợ nữa 
160 2 122:0.37 308:0.36 876:0.42 877:0.48 		chuyện về vé tàu_hỏa là không đồng_ý
161 2 21:0.33 76:0.37 152:0.54 335:0.69 511:0.48 640:0.54 850:0.48 874:0.36 883:0.48 895:0.54 907:0.6 908:0.54 909:0.6 910:0.48 911:0.6 912:0.95 		sinh_viên phần_lớn xa quê và là con_em nông_dân công_nhân không có điều_kiện thế_mà không giảm_giá cho các em í @ @ thấy tội cho các em
162 2 66:0.28 101:0.37 136:0.31 147:0.51 550:0.54 683:0.48 900:0.45 913:0.6 914:0.6 915:0.6 916:0.95 917:0.95 918:0.6 919:0.6 920:0.6 		những mặt_hàng nông_nghiệp như phân thuốc_trừ_sâu bình ỗn được chứ dân đang nghèo mùa_màng thất_bát tại_sao còn đưa gạo làm bình ỗn
163 2 21:0.21 38:0.4 358:0.54 399:0.54 436:0.57 876:0.42 910:0.48 921:0.6 922:0.6 923:0.6 924:0.54 925:0.6 		những cái tốt sao hok duy_trì mà_lại hủy_bỏ là sao giảm_giá vé cho sv là việc_làm thiết_thực mà 
164 2 21:0.21 122:0.37 155:0.51 228:0.48 254:0.45 300:0.45 347:0.45 357:0.54 364:0.45 392:0.51 436:0.36 462:0.51 742:0.48 773:0.54 874:0.36 875:0.48 876:0.66 881:0.54 883:0.76 885:0.51 888:0.54 889:0.42 900:0.45 910:0.48 924:1.27 926:0.6 927:0.6 928:0.6 929:0.54 930:0.6 931:0.6 932:1.2 		sinh_viên không được miễn giá vé tàu ntn là không thỏa_đáng đa_số sv đều ở quê ra tp học_tập đa_phần sv là gđ nông nghèo không giảm_giá tàu_xe cho sv về quê các đợt lễ tết và không được học_phí thì tăng vé tàu_xe không giảm thế sv chúng_tôi sao mà đủ tiền tàu_xe 
165 2 132:0.31 252:0.48 308:0.36 627:0.48 874:0.36 876:0.42 882:0.51 885:0.51 933:0.6 934:0.6 		đồng_ý hết nhưng sinh_viên không được miễn_giảm vé tàu là một vấn_đề cần phải xem_xét lại vì_sao 
166 2 15:0.45 21:0.21 78:0.27 128:0.28 136:0.31 275:0.39 279:0.49 439:0.48 445:0.42 683:0.48 797:0.54 875:0.96 929:0.54 935:0.6 937:0.6 938:0.6 939:0.6 940:0.6 941:0.6 942:0.6 943:0.6 944:0.6 		ơ trước năm 45 là chống pháp đa_phần tuổi đã cao sức đã yếu còn đi đâu nữa mà miễn với không miễn ? tại_sao không miễn giãm cho tất_cả các thời_kỳ ? buồn_cười quá 
167 2 21:0.21 38:0.4 96:0.42 279:0.31 326:0.57 340:0.42 349:0.51 436:0.36 583:0.54 596:0.42 708:0.45 793:0.54 850:0.48 874:0.36 883:0.48 900:0.45 945:0.6 946:0.6 947:0.6 948:0.6 949:0.6 		buồn thiết chứ không đội mũ_bảo_hiểm cho những bạn trẻ là tốt nên bắt_buộc sinh_viên xa quê nghèo lắm các bác ạ sao các bác nỡ lòng nào ? 
168 2 5:0.4 39:0.37 49:0.27 68:0.43 113:0.51 127:0.42 184:0.42 251:0.54 296:0.54 300:0.45 310:0.51 453:0.69 502:0.51 560:0.51 695:0.54 723:0.54 728:0.54 729:0.54 742:0.48 874:0.72 875:0.76 876:0.66 877:0.48 910:0.48 950:0.6 951:0.6 952:0.6 953:0.6 954:0.6 955:0.6 956:0.6 958:0.95 959:0.6 960:0.6 961:0.6 962:0.6 963:0.6 964:0.6 965:0.6 966:0.6 967:0.6 968:0.6 		sinh_viên không được miễn giảm vé tàu_hỏa là chính_sách chưa phù_hợp để phát_triển đất_nước sinh_viên là những người cần được ưu_tiên hỗ_trợ phát_triển nước gần chúng_ta nhất trung quốc sinh_viên được miễn giảm_giá vé tầu vào hai lần là đi_về nghỉ_hè và nghỉ tết đề_nghị tăng_cường an_ninh tại các khu_vực bến_xe bến_tàu phòng_chống trộm_cắp cướp_giật lắp thiết_bị ghi_hình ghi tiếng và báo_động nhanh tại các khu_vực này 
169 2 249:0.51 262:0.37 340:0.42 969:0.54 970:0.54 971:0.54 972:0.51 973:0.6 974:0.6 		  thay_đổi mã vùng điện_thoại cố_định không khoa_học tí nào
170 2 21:0.21 253:0.45 275:0.39 554:0.48 747:0.48 972:0.51 975:0.6 976:0.6 977:0.6 978:0.6 979:0.6 		mệt nhất_là chuyện đổi số điện_thoại mới_đầu năm đã hao_tài_tốn_của cho việc in_ấn giấy_tờ rồi 
171 2 21:0.21 76:0.37 211:0.31 253:0.45 269:0.48 340:0.42 637:0.54 747:0.48 980:0.6 981:0.6 982:0.54 		tôi thấy đổi số đt và cho mang thai hộ là không hay chút nào 
172 2 42:0.4 76:0.37 249:0.51 326:0.36 340:0.42 969:0.54 970:0.86 971:0.54 972:0.51 983:0.6 984:0.6 985:0.6 986:0.6 987:0.6 		mã vùng điện_thoại thay_đổi kiểu gì mà đọc vào chả thấy khoa_học không biết_mấy bác phân_chia mã theo quy_luật nào nữa
173 2 123:0.54 129:0.51 131:0.42 199:0.43 254:0.45 335:0.43 445:0.42 595:0.54 889:0.42 988:0.6 989:0.6 990:0.6 991:0.6 		xong tăng lương thì tiền đâu em mua rau thịt ăn đây lại mỳ tôm qua_ngày vậy
174 2 708:0.45 713:0.45 		khổ lắm
175 2 348:0.54 992:0.6 993:0.6 		vô_cùng ngang_ngược và trơ_tráo 
176 2 4:0.54 21:0.21 43:0.45 91:0.34 112:0.75 197:0.39 235:0.54 275:0.39 372:0.54 421:0.69 553:0.48 554:0.48 565:0.51 587:0.51 590:0.54 638:0.48 994:0.6 995:0.6 996:0.6 997:0.6 998:0.6 999:0.6 1000:0.6 		vô_lý nhất_là mình có nhà hợp_pháp chủ_quyền tên của mình mà phải tạm_trú trong nhà mình 2 năm mới được nhập hộ_khẩu thời_gian đó thì biết_bao_nhiêu rắc_rối cho con_cháu xin việc học_hành quyền_lợi bị hạn_chế 
177 2 78:0.27 128:0.28 596:0.42 		buồn quá đi 
178 2 78:0.27 96:0.42 199:0.43 889:0.42 1001:0.6 1002:0.54 1003:0.6 1004:0.6 1005:0.54 		lương thấp quá xăng thì cứ tăng vù_vù nãn lòng công_chức 
179 2 21:0.21 121:0.42 220:0.37 276:0.35 279:0.31 545:0.45 645:0.43 713:0.45 854:0.54 889:0.97 1002:0.54 1006:0.6 1007:0.6 1008:0.6 1009:0.6 1010:0.95 1011:0.6 		trời_ơi tăng cái nọ lại tăng thêm 1 loạt các thứ khác ? xăng tăng điện tăng kêu lỗ cái khổ của người_dân thì ai kêu cho đây 
180 2 76:0.37 199:0.43 402:0.48 428:0.48 596:0.42 615:0.54 653:0.48 889:0.42 1005:0.54 1013:0.6 1015:0.6 1016:0.6 1017:0.54 1018:0.6 		nghe lương tăng mà thấy buồn bởi chẳng thấm_tháp gì so với chi_tiêu tối thiếu hàng tháng của các gia_đình công_chức 
181 2 66:0.28 199:0.43 254:0.45 410:0.48 414:0.43 462:0.51 544:0.51 560:0.51 1019:0.6 1020:0.6 1021:0.6 1022:0.6 1023:0.6 		lương và giá_cả thị_trường làm thế_nào để đủ tiền nuôi hai đứa con mà không phải vay nợ 
182 2 199:0.43 327:0.45 455:0.51 889:0.42 		lương ơi đừng tăng nữa 
183 2 279:0.49 363:0.34 553:0.48 587:0.81 591:0.48 645:0.43 908:0.54 1024:0.6 1025:0.6 1026:0.86 1027:0.95 1028:0.95 1029:0.6 1030:0.6 1031:0.6 1032:0.54 		vô_lý hình_ảnh rạp công_nhân sau khi đập 2 bậc thềm nhưng thay vào đó là 1 dãy xe_máy đậu trên vỉa_hè ? vậy mục_đích của việc đập 2 bậc thềm là gì ?
184 2 211:0.31 261:0.45 363:0.34 545:0.45 674:0.43 781:0.42 1033:0.51 		tôi phản_đối lấy vỉa_hè kinh_doanh hay làm_việc khác
185 2 91:0.54 359:0.45 445:0.42 592:0.39 657:0.54 700:0.51 1034:0.6 1035:0.6 1036:0.6 1037:0.6 		ôi không được đâu mới khó_khăn mới dẹp được giờ mà bày ra là tùm_lum liền hà 
186 2 1:0.35 484:0.45 485:0.81 551:0.42 575:0.42 781:0.42 1038:0.6 1039:0.6 1040:0.54 1041:0.6 		quyết_định thật khó hiểu tôi phản_đối việc này vi_phạm luật giao_thông đường_bộ đã cấm là cấm 
187 2 21:0.33 45:0.23 66:0.28 136:0.49 262:0.37 279:0.31 290:0.86 363:0.54 429:0.54 436:0.36 548:0.54 557:0.62 569:0.4 653:0.48 674:0.69 750:0.54 788:0.54 1042:0.6 1043:0.6 1044:0.54 1045:0.6 1046:0.6 1047:0.54 		  nếu cho kinh_doanh vỉa_hè rồi lại lộn_xộn thôi văn_hoá vỉa_hè sẽ tồn_tại mãi thế_này sao ? tận_dụng làm chỗ đỗ xe thì còn có_lý vì chỗ để xe hiện_nay rất thiếu còn cho thuê kinh_doanh là tôi không ủng_hộ 
188 2 91:0.34 552:0.45 863:0.54 1044:0.54 1048:0.54 1049:0.6 		lại bát_nháo thế_này bao_giờ mới khá nổi 
189 2 21:0.33 136:0.31 363:0.34 546:0.54 1033:0.51 1047:0.54 1050:0.54 1051:0.6 1052:0.6 1053:0.6 1054:0.6 1055:0.6 1056:0.6 		đã dọn_dẹp vỉa_hè để lấy lại không_gian đi_lại cho rộng_rãi vậy_mà còn đề suất cho thuê gì nữa vậy trời 
190 2 21:0.21 49:0.27 128:0.28 276:0.35 308:0.36 359:0.45 362:0.48 674:0.69 1057:0.6 1058:0.6 		cho kinh_doanh rồi ai quản_lý nỗi nếu người kinh_doanh lấn_chiếm dẹp đi không đồng_ý
191 2 21:0.21 109:0.51 359:0.72 455:0.51 556:0.54 720:0.51 1059:0.6 1060:0.6 		dẹp rồi lại cho bán trở_lại bó_tay vậy_thì đừng có dẹp làm_gì 
192 2 21:0.21 67:0.42 91:0.54 157:0.54 268:0.54 320:0.43 363:0.34 674:0.43 760:0.54 1061:0.6 1062:0.54 		không biết nói_gì hơn mới được mấy ngày mà đã có đề_xuất mới dứt_khoát không cho kinh_doanh vỉa_hè 
193 2 685:0.51 		cạn_lời
194 2 15:0.45 21:0.21 49:0.54 66:0.28 76:0.37 78:0.43 94:0.54 96:0.42 121:0.42 128:0.28 136:0.49 190:0.37 220:0.37 253:0.45 261:0.45 275:0.39 339:0.51 363:0.54 365:0.54 380:0.54 436:0.36 440:0.54 461:0.51 627:0.48 674:0.43 727:0.48 781:0.42 892:0.86 982:0.54 1032:0.54 1048:0.54 1062:0.54 1063:0.6 1064:0.6 1065:0.6 1066:0.6 1067:0.6 1068:0.6 1069:0.6 1070:0.6 1071:0.6 1072:0.6 1073:0.6 1074:0.6 1075:0.6 1076:0.54 1077:0.6 1078:0.54 1079:0.6 1080:0.6 1081:0.6 		phản_đối đề_xuất kinh_doanh trên vỉa_hè khi ý_thức người_dân còn quá kém kèm theo lòng tham tâm_lý số đông khi sử_dụng hộ này chật quá để thêm vật_dụng ra ngoài nghĩ cũng không sao người này thấy người kia để được cũng làm theo người người_làm theo cán_bộ đi kiểm_tra rất mỏng còn rất nhiều vấn_đề phát_sinh vỉa_hè phải dùng đúng mục_đích cho làm_việc này việc kia sẽ sinh_ra tiêu_cực mỹ_quan đô_thị và tất_cả sẽ mất kiểm_soát bát_nháo cho_đến vài chục năm sau 
195 2 321:0.51 324:0.43 359:0.72 363:0.34 382:0.54 436:0.36 551:0.42 575:0.42 645:0.43 856:0.54 1033:0.51 1082:0.6 1083:0.6 1084:0.6 1085:0.54 1086:0.6 1087:0.6 1088:0.6 1089:0.6 		không hiểu sao lại nảy ra ý_định này đã dẹp là dẹp hẳn luôn tốn bao công_sức để lấy lại vỉa_hè rồi loanh_quanh sẽ khó mà trở_thành 1 góc nhỏ của singapo 
196 2 121:0.42 363:0.34 592:0.62 789:0.54 1026:0.54 1050:0.54 1085:0.54 1090:0.6 1091:0.6 1092:0.6 1093:0.6 1094:0.6 1095:0.6 		bao_nhiêu công_sức tiền_của để đập phá dọn_dẹp lại vỉa_hè giờ mà thêm cái qđ này nữa khác_gì bữa giờ ném_tiền_qua_cửa_sổ 
197 2 78:0.27 121:0.42 178:0.54 181:0.54 363:0.34 411:0.72 514:0.51 1096:0.6 1097:0.6 1098:0.6 		vỉa_hè rộng quá thì mở_rộng thêm đường giải_quyết ùn ứ tắc đường 
198 2 49:0.27 61:0.45 96:0.42 128:0.28 276:0.35 279:0.31 292:0.54 308:0.36 362:0.48 1099:0.6 1100:0.6 1101:0.6 1102:0.54 1103:0.6 1104:0.6 		ai bảo_đảm sẽ không tái_diễn cảnh lấn_chiếm lòng lề_đường nữa ? và người đi bộ lại phải xuống lòng_đường tôi không đồng_ý dự_thảo này 
199 2 485:0.81 575:0.42 1040:0.54 1076:0.54 1078:0.54 1102:0.54 1105:0.6 		không nên rất khó kiểm_soát tiêu_cực đã cấm là cấm hẵn lề_đường để giao_thông 
200 2 21:0.42 49:0.27 66:0.45 109:0.51 116:0.86 320:0.43 363:0.34 410:0.48 461:0.51 557:0.39 781:0.42 870:0.54 1017:0.54 1106:0.6 1107:0.95 1108:0.6 1109:0.6 1110:0.6 		phản_đối sử_dụng vỉa_hè 3m kẻ sơn cho bán hàng rong đã làm thì làm cho tới nơi trước kẻ sơn cho để xe rồi kết_cục thế_nào mọi người đều đã biết
