1 1 1:0.09 2:0.08 4:0.13 5:0.1 7:0.15 8:0.15 10:0.15 11:0.15 13:0.11 		thật tuyệt_vời vì chủ_quyền đất_nước tôi sẵn_sàng đóng_góp và hy_sinh xương_máu để bảo_vệ 
120 2 636:0.32 647:0.3 693:0.36 		quy_định thời_gian là chưa phù_hợp
121 2 64:0.07 78:0.04 220:0.06 262:0.06 306:0.08 452:0.08 550:0.07 595:0.15 607:0.08 612:0.07 695:0.1 696:0.1 697:0.08 		quá nhiều điều phức_tạp kêu_gọi người_dân đóng bảo_hiểm 100 nhưng   làm_khó người_bệnh thất_vọng và không tin nổi vào bảo_hiểm
122 2 78:0.15 128:0.15 567:0.22 684:0.26 698:0.28 699:0.33 		ôi bảo_hiểm_y_tế ngao_ngán quá đi thôi 
123 2 216:0.18 219:0.18 405:0.18 700:0.2 701:0.2 702:0.2 703:0.2 704:0.2 		nói_tóm_lại điều_luật này không sát tình_hình thực_tế không hợp_tình không hợp hoàn_cảnh
124 2 21:0.02 136:0.03 189:0.11 449:0.15 541:0.05 567:0.09 596:0.05 604:0.06 612:0.04 620:0.06 684:0.05 698:0.05 705:0.06 706:0.05 707:0.06 709:0.06 710:0.06 711:0.05 		bảo_hiểm_y_tế còn nhiều nhiêu_khê lắm cứ lòng_vòng chuyển tuyến bệnh_viện tuyến dưới không tìm ra bệnh đến khi lên đến tuyến trên thì ôi thôi rồi giai_đoạn cuối chỉ khổ cho người_bệnh thôi 
125 2 136:0.09 668:0.16 712:0.18 713:0.18 714:0.18 715:0.18 716:0.18 717:0.18 		chờ kq xn máu đã 3h rồi còn gì rõ chán
126 2 683:0.84 718:0.84 		bó_tay cạn_lời
127 2 50:0.5 706:1.01 719:0.66 		thật_sự đau_đầu lắm lắm 
128 2 1:0.05 128:0.04 459:0.16 596:0.07 614:0.17 647:0.07 667:0.15 711:0.07 720:0.08 721:0.17 722:0.09 723:0.09 		thật khổ với cái quy_định này đã đi cấp_cứu vì bệnh thì ít có trường_hợp dưới 4 tiếng chỉ có trường_hợp cấp_cứu vì tai_nạn thì may_ra dưới 4 tiếng 
129 2 112:0.05 122:0.05 126:0.08 262:0.05 278:0.05 322:0.06 328:0.05 423:0.06 438:0.05 590:0.05 595:0.06 625:0.07 667:0.14 724:0.09 725:0.07 		  đã là bảo_hiểm cấp_cứu ai mà chọn giờ cấp_cứu được không biết các bác nhà mình nghĩ sao về vấn_đề này nửa 
130 2 78:0.12 549:0.19 550:0.21 726:0.25 727:0.25 728:0.28 		không hiểu nổi trung quốc quá vô_lối
131 2 78:0.18 222:0.33 729:0.4 730:0.4 731:0.4 		quá phẫn_nộ hành_động coi_thường pháp_luật 
132 2 142:0.19 528:0.24 732:0.51 733:0.28 734:0.28 735:0.25 		đánh nhau là gây_rối đánh phụ_nữ là không_thể chấp_nhận 
133 2 90:0.25 142:0.19 528:0.24 732:0.25 735:0.25 		không_thể chấp_nhận việc đánh phụ_nữ như_thế được 
134 2 36:0.08 66:0.05 132:0.05 278:0.05 310:0.12 317:0.06 337:0.14 736:0.1 737:0.09 738:0.1 739:0.09 740:0.16 741:0.09 742:0.1 743:0.1 744:0.1 		ai đồng_ý xóa lịch âm và gộp tết cổ_truyền và tết tây làm một thì kệ chứ em nói thật_là em không đồng_ý như_vậy
135 2 21:0.02 49:0.02 142:0.04 171:0.04 189:0.04 197:0.03 214:0.05 241:0.05 317:0.03 416:0.04 737:0.05 739:0.05 740:0.04 741:0.05 745:0.04 746:0.05 747:0.05 748:0.05 749:0.05 750:0.05 751:0.05 752:0.05 754:0.05 756:0.05 757:0.05 758:0.05 		tôi nói không với việc đổi gộp lịch nét truyền_thống văn_hoá đón tết_âm_lịch không_thể mai_một trong tôi dù tôi đã hơn_nữa đời người nơi đất_khách_quê_người tôi đang cố_gắng dạy cho con tôi nhớ đến ngày tết cổ_truyền đây 
136 2 20:0.08 121:0.06 308:0.08 505:0.16 529:0.08 555:0.06 643:0.06 759:0.09 760:0.09 761:0.09 762:0.09 763:0.09 764:0.09 765:0.09 766:0.09 767:0.09 		không cần_thiết muốn nhanh đầu_tư sân_bay tàu_bay là nhanh có quốc_lộ 1 rồi bay gio xe chạy cũng rần_rần xây thêm phí
137 2 42:0.09 132:0.07 430:0.11 486:0.1 549:0.09 647:0.1 718:0.12 768:0.14 769:0.14 770:0.14 771:0.12 		đọc luật một hồi kết_quả chẳng hiểu là quyền_hạn được quy_định ntn nữa bó_tay
138 2 78:0.15 549:0.23 573:0.23 606:0.3 772:0.33 		quá rườm_rà và cực_kỳ khó hiểu 
139 2 773:1.0 		không ổn 
140 2 262:0.12 278:0.11 281:0.1 366:0.15 697:0.16 774:0.2 775:0.2 		thất_vọng ai sẽ là trục ở châu_á đây ?  
141 2 262:0.15 697:0.21 776:0.25 777:0.25 		tôi đã bảo rồi mà thất_vọng trum  
142 2 567:0.44 778:0.66 		thế_là thôi rồi
143 2 21:0.04 49:0.05 97:0.08 128:0.05 145:0.09 337:0.09 779:0.08 780:0.11 781:0.11 782:0.12 783:0.12 		em phản_đối hôn_nhân đồng_tính vì nó đi ngược_lại cái tạo_hóa đã tạo ra cho mỗi người 
144 2 21:0.01 33:0.02 39:0.01 49:0.08 50:0.01 67:0.01 91:0.01 103:0.02 122:0.01 127:0.03 136:0.02 197:0.02 211:0.01 253:0.01 258:0.02 261:0.01 270:0.01 277:0.01 281:0.02 301:0.02 317:0.01 323:0.01 452:0.01 567:0.01 608:0.01 779:0.01 780:0.02 781:0.1 785:0.02 786:0.04 787:0.04 788:0.06 789:0.02 790:0.02 791:0.04 792:0.04 793:0.02 794:0.06 795:0.02 796:0.02 797:0.02 798:0.02 799:0.04 800:0.02 801:0.04 802:0.02 803:0.02 804:0.02 805:0.02 806:0.02 807:0.02 808:0.02 809:0.02 810:0.02 811:0.04 812:0.02 813:0.02 814:0.02 815:0.02 816:0.02 817:0.02 818:0.02 819:0.02 821:0.02 822:0.02 823:0.02 824:0.02 		nếu phản_đối hôn_nhân đồng_tính tôi là người đầu_tiên làm_việc này thật_sự mà nói 100 người đồng_tính hiện_nay thì được bao_nhiêu người là bị đồng_tính từ nhỏ ? còn bao_nhiêu người là bị dụ_dỗ ? tôi khẳng_định là hơn 95 số người bị đồng_tính là bị dụ_dỗ nhiều người trẻ mới lớn còn bị lơ_mơ về giới_tính hay những người yếu bản_lĩnh bị dụ_dỗ và đã trả thành_đồng tính giới_tính thứ_ba đang gây rất nhiều bức_xúc cho xã_hội hiện_nay nếu_không lên_tiếng cản_ngăn rồi_đây khoảng 10 20 năm nữa thôi giới_tính thứ_ba sẽ chiếm tỉ_lệ rất lớn trong xã_hội chúng_ta mà những người đồng_tính nhiều nhất lại hoạt_động chủ_yếu trong giới nghệ_sĩ như ca_sĩ diễn_viên bọn họ rất dễ khiến cho giới trẻ lầm tưởng và noi theo chúng_ta phải chặn ngay_lập_tức hiện_tượng tệ_hại này 
145 2 83:0.12 122:0.08 779:0.09 825:0.13 826:0.13 827:0.13 828:0.13 829:0.13 830:0.13 		tôi phản_đối nếu hợp_pháp_hoá thì sẽ ảnh_hưởng nghiêm_trọng đền sự tồn_vong của giống_nòi về sau_này 
146 2 831:0.66 832:0.66 		đang ảo_tưởng à 
147 2 13:0.13 21:0.02 49:0.02 145:0.04 247:0.04 259:0.08 310:0.07 317:0.03 486:0.04 567:0.03 680:0.05 802:0.05 833:0.05 834:0.05 835:0.05 836:0.05 837:0.05 838:0.05 839:0.05 		cáu này cần phải tìm_hiểu cho kỹ nếu đã là bảo_vệ vệ thì bảo_vệ khỏi cái gì người bán_dâm có đồng_ý với cách này không nếu_không thì nó là bắt nhốt nói bảo_vệ chỉ là để lách luật thôi tôi không đồng_ý với cách này
148 2 211:0.25 259:0.34 		cách này không hay
149 2 42:0.03 49:0.09 66:0.02 76:0.06 78:0.04 112:0.03 128:0.06 145:0.03 195:0.03 259:0.06 455:0.03 499:0.04 521:0.04 543:0.03 555:0.03 589:0.03 594:0.03 725:0.03 840:0.04 841:0.04 842:0.08 843:0.04 844:0.04 845:0.04 846:0.04 847:0.04 848:0.03 849:0.04 850:0.04 851:0.04 852:0.08 		đọc song thấy buồn quá ước_mơ có được chiếc xe ô_tô của những người trung_lưu việt ngày_càng xa_vời mình dám chắc người đi ô_tô sẽ có cách nghĩ cách làm nhìn xa khác với người đi xe_máy và người đi xe_đạp cứ đà này thấy khả_năng phát_triển nó cứ mờ_mịt quá trời_ơi trời_ơi 
150 2 42:0.04 50:0.1 74:0.06 131:0.09 189:0.05 277:0.04 303:0.06 333:0.05 416:0.04 498:0.06 555:0.04 589:0.05 643:0.04 853:0.06 854:0.06 855:0.06 856:0.06 857:0.06 858:0.06 859:0.06 860:0.13 861:0.06 862:0.06 863:0.06 865:0.06 		ấp_ủ bao năm cố gòng gánh mua 1 con xe tầm 400 trả_góp đọc xog bài báo thật_sự rất nản đến bao_giờ oto được xem như mua chiec xe_máy như bây_giờ thật_sự rất nản 
151 2 21:0.13 542:0.33 862:0.36 866:0.4 867:0.4 		tin_buồn cho thị_trường oto nước_nhà 
152 2 49:0.06 131:0.09 195:0.09 196:0.09 366:0.1 578:0.12 594:0.09 725:0.1 842:0.12 868:0.12 869:0.13 		nghĩ tới việc mua được ô_tô ở việt _ nam mà buồn cả người haiz 
153 2 132:0.34 870:0.66 871:0.66 		một mớ hỗn_độn 
154 2 96:0.07 122:0.06 252:0.08 302:0.07 394:0.08 404:0.08 416:0.07 872:0.06 873:0.08 874:0.07 875:0.08 876:0.1 877:0.1 878:0.1 879:0.09 		sinh_viên hết được miễn giảm vé tàu_hỏa nghe mà nghẹn lòng xin_lỗi bố_mẹ đợt lễ này con không về 
155 2 21:0.01 43:0.02 112:0.04 122:0.04 128:0.01 131:0.08 136:0.02 142:0.02 168:0.03 278:0.02 281:0.02 302:0.05 306:0.03 423:0.05 441:0.03 447:0.05 514:0.03 590:0.02 678:0.03 681:0.03 720:0.06 848:0.03 872:0.04 874:0.05 875:0.03 880:0.03 881:0.06 882:0.03 883:0.06 884:0.07 885:0.03 886:0.03 887:0.02 888:0.03 889:0.07 890:0.03 		tại_sao sinh_viên không được miễn_giảm mua vé tàu_hỏa chứ mỗi khi về quê là mình thường đi tàu nhà không có điều_kiện nên vẫn mua vé tàu cho tiết_kiệm mà cũng đâu phải ít sinh_viên đâu bạn_bè mình quê xa khi được về nhà ai cũng mua nếu không_thể giảm nhiều xin hãy giảm ít giờ học_phí tăng cao kinh_khủng tiết_kiệm khoản này khoản kia để còn đóng học chứ ?
156 2 21:0.03 97:0.07 136:0.05 337:0.08 438:0.06 514:0.08 706:0.08 872:0.06 891:0.11 892:0.11 893:0.1 894:0.11 895:0.11 896:0.11 		thiết_nghĩ đời_sống sinh_viên của con_em nhà_nông còn vất_vả lắm sao lại không tạo điều_kiện cho các em ấy 
157 2 67:0.13 594:0.13 711:0.15 872:0.12 897:0.2 898:0.15 		buồn vg là sinh_viên nghèo lại càng khổ hơn rồi 
158 2 49:0.03 76:0.04 91:0.04 119:0.06 136:0.04 211:0.03 284:0.05 551:0.06 745:0.06 872:0.04 880:0.06 900:0.07 901:0.23 902:0.07 903:0.07 		tôi thấy vô_lý khi còn phân_loại khuyết_tật là khuyết_tật nặng mới được sinh_viên và người khuyết_tật là những đối_tượng hợp_lý để được miễn_giảm không nên sữa đổi điều này không hay 
159 2 312:0.16 590:0.13 872:0.12 898:0.15 		sinh_viên đã nghèo rồi mà giờ không được hỗ_trợ nữa 
160 2 122:0.17 310:0.17 874:0.19 875:0.22 		chuyện về vé tàu_hỏa là không đồng_ý
161 2 21:0.06 76:0.05 152:0.08 337:0.13 514:0.07 638:0.08 848:0.07 872:0.05 881:0.07 893:0.08 905:0.09 906:0.08 907:0.09 908:0.07 909:0.09 910:0.19 		sinh_viên phần_lớn xa quê và là con_em nông_dân công_nhân không có điều_kiện thế_mà không giảm_giá cho các em í @ @ thấy tội cho các em
162 2 66:0.05 101:0.06 136:0.05 147:0.08 548:0.09 681:0.08 898:0.07 911:0.1 912:0.1 913:0.1 914:0.2 915:0.2 916:0.1 917:0.1 918:0.1 		những mặt_hàng nông_nghiệp như phân thuốc_trừ_sâu bình ỗn được chứ dân đang nghèo mùa_màng thất_bát tại_sao còn đưa gạo làm bình ỗn
163 2 21:0.04 38:0.08 360:0.11 401:0.11 438:0.15 874:0.08 908:0.1 919:0.12 920:0.12 921:0.12 922:0.11 923:0.12 		những cái tốt sao hok duy_trì mà_lại hủy_bỏ là sao giảm_giá vé cho sv là việc_làm thiết_thực mà 
164 2 21:0.01 122:0.03 155:0.04 228:0.04 254:0.03 302:0.03 349:0.03 359:0.04 366:0.03 394:0.04 438:0.02 464:0.04 740:0.03 771:0.04 872:0.02 873:0.03 874:0.06 879:0.04 881:0.07 883:0.04 886:0.04 887:0.03 898:0.03 908:0.03 922:0.17 924:0.04 925:0.04 926:0.04 927:0.04 928:0.04 929:0.04 930:0.14 		sinh_viên không được miễn giá vé tàu ntn là không thỏa_đáng đa_số sv đều ở quê ra tp học_tập đa_phần sv là gđ nông nghèo không giảm_giá tàu_xe cho sv về quê các đợt lễ tết và không được học_phí thì tăng vé tàu_xe không giảm thế sv chúng_tôi sao mà đủ tiền tàu_xe 
165 2 132:0.06 252:0.09 310:0.07 625:0.09 872:0.07 874:0.08 880:0.09 883:0.09 931:0.11 932:0.11 		đồng_ý hết nhưng sinh_viên không được miễn_giảm vé tàu là một vấn_đề cần phải xem_xét lại vì_sao 
166 2 15:0.05 21:0.02 78:0.03 128:0.03 136:0.03 277:0.04 281:0.06 441:0.05 447:0.04 681:0.05 795:0.06 873:0.16 927:0.06 933:0.06 935:0.06 936:0.06 937:0.06 938:0.06 939:0.06 940:0.06 941:0.06 942:0.06 		ơ trước năm 45 là chống pháp đa_phần tuổi đã cao sức đã yếu còn đi đâu nữa mà miễn với không miễn ? tại_sao không miễn giãm cho tất_cả các thời_kỳ ? buồn_cười quá 
167 2 21:0.02 38:0.04 96:0.05 281:0.03 328:0.08 342:0.05 438:0.04 501:0.06 581:0.06 594:0.05 706:0.05 791:0.06 848:0.05 872:0.04 881:0.05 898:0.05 943:0.07 944:0.07 945:0.07 946:0.07 947:0.07 		buồn thiết chứ không đội mũ_bảo_hiểm cho những bạn trẻ là tốt nên bắt_buộc sinh_viên xa quê nghèo lắm các bác ạ sao các bác nỡ lòng nào ? 
168 2 5:0.02 39:0.02 49:0.01 68:0.02 113:0.03 127:0.02 184:0.02 251:0.03 298:0.03 302:0.02 312:0.03 455:0.05 505:0.03 558:0.03 693:0.03 721:0.03 726:0.03 727:0.03 740:0.02 872:0.06 873:0.05 874:0.05 875:0.02 908:0.02 948:0.03 949:0.03 950:0.03 951:0.03 952:0.03 953:0.03 954:0.03 956:0.07 957:0.03 958:0.03 959:0.03 960:0.03 961:0.03 962:0.03 963:0.03 964:0.03 965:0.03 966:0.03 		sinh_viên không được miễn giảm vé tàu_hỏa là chính_sách chưa phù_hợp để phát_triển đất_nước sinh_viên là những người cần được ưu_tiên hỗ_trợ phát_triển nước gần chúng_ta nhất trung quốc sinh_viên được miễn giảm_giá vé tầu vào hai lần là đi_về nghỉ_hè và nghỉ tết đề_nghị tăng_cường an_ninh tại các khu_vực bến_xe bến_tàu phòng_chống trộm_cắp cướp_giật lắp thiết_bị ghi_hình ghi tiếng và báo_động nhanh tại các khu_vực này 
169 2 249:0.16 262:0.12 342:0.13 967:0.18 968:0.18 969:0.18 970:0.16 971:0.2 972:0.2 		  thay_đổi mã vùng điện_thoại cố_định không khoa_học tí nào
170 2 21:0.04 253:0.1 277:0.08 552:0.1 745:0.1 970:0.11 973:0.13 974:0.13 975:0.13 976:0.13 977:0.13 		mệt nhất_là chuyện đổi số điện_thoại mới_đầu năm đã hao_tài_tốn_của cho việc in_ấn giấy_tờ rồi 
171 2 21:0.04 76:0.08 211:0.06 253:0.1 269:0.1 275:0.12 276:0.11 342:0.09 635:0.12 745:0.1 978:0.13 		tôi thấy đổi số đt và cho mang thai hộ là không hay chút nào 
172 2 42:0.06 76:0.06 249:0.08 328:0.06 342:0.06 967:0.09 968:0.18 969:0.09 970:0.08 979:0.1 980:0.1 981:0.1 982:0.1 983:0.1 		mã vùng điện_thoại thay_đổi kiểu gì mà đọc vào chả thấy khoa_học không biết_mấy bác phân_chia mã theo quy_luật nào nữa
173 2 123:0.1 129:0.09 131:0.08 199:0.08 254:0.08 337:0.08 447:0.08 593:0.1 887:0.08 984:0.11 985:0.11 986:0.11 987:0.11 		xong tăng lương thì tiền đâu em mua rau thịt ăn đây lại mỳ tôm qua_ngày vậy
174 2 706:0.75 711:0.75 		khổ lắm
175 2 350:0.45 988:0.5 989:0.5 		vô_cùng ngang_ngược và trơ_tráo 
176 2 4:0.05 21:0.02 43:0.04 91:0.03 112:0.11 197:0.04 235:0.05 277:0.04 374:0.05 423:0.09 551:0.05 552:0.05 563:0.05 585:0.05 588:0.05 636:0.05 990:0.06 991:0.06 992:0.06 993:0.06 994:0.06 995:0.06 996:0.06 		vô_lý nhất_là mình có nhà hợp_pháp chủ_quyền tên của mình mà phải tạm_trú trong nhà mình 2 năm mới được nhập hộ_khẩu thời_gian đó thì biết_bao_nhiêu rắc_rối cho con_cháu xin việc học_hành quyền_lợi bị hạn_chế 
177 2 78:0.3 128:0.31 594:0.46 		buồn quá đi 
178 2 78:0.08 96:0.12 199:0.13 887:0.12 997:0.18 998:0.16 999:0.18 1000:0.18 1001:0.16 		lương thấp quá xăng thì cứ tăng vù_vù nãn lòng công_chức 
179 2 21:0.03 121:0.06 220:0.05 278:0.05 281:0.04 543:0.06 643:0.06 711:0.06 852:0.07 887:0.24 998:0.07 1002:0.08 1003:0.08 1004:0.08 1005:0.08 1006:0.17 1007:0.08 		trời_ơi tăng cái nọ lại tăng thêm 1 loạt các thứ khác ? xăng tăng điện tăng kêu lỗ cái khổ của người_dân thì ai kêu cho đây 
180 2 76:0.05 199:0.06 404:0.07 430:0.07 594:0.06 613:0.08 651:0.07 887:0.06 1001:0.08 1009:0.09 1011:0.09 1012:0.09 1013:0.08 1014:0.09 		nghe lương tăng mà thấy buồn bởi chẳng thấm_tháp gì so với chi_tiêu tối thiếu hàng tháng của các gia_đình công_chức 
181 2 66:0.05 199:0.08 254:0.08 412:0.08 416:0.08 464:0.09 542:0.09 558:0.09 1015:0.11 1016:0.11 1017:0.11 1018:0.11 1019:0.11 		lương và giá_cả thị_trường làm thế_nào để đủ tiền nuôi hai đứa con mà không phải vay nợ 
182 2 199:0.28 329:0.3 457:0.33 887:0.27 		lương ơi đừng tăng nữa 
183 2 281:0.07 365:0.04 551:0.05 585:0.12 589:0.05 643:0.05 906:0.06 1020:0.07 1021:0.07 1022:0.13 1023:0.14 1024:0.14 1025:0.07 1026:0.07 1027:0.07 1028:0.06 		vô_lý hình_ảnh rạp công_nhân sau khi đập 2 bậc thềm nhưng thay vào đó là 1 dãy xe_máy đậu trên vỉa_hè ? vậy mục_đích của việc đập 2 bậc thềm là gì ?
184 2 211:0.12 261:0.18 365:0.14 543:0.18 672:0.18 779:0.17 1029:0.21 		tôi phản_đối lấy vỉa_hè kinh_doanh hay làm_việc khác
185 2 91:0.15 361:0.1 447:0.09 590:0.08 655:0.12 698:0.11 1030:0.13 1031:0.13 1032:0.13 1033:0.13 		ôi không được đâu mới khó_khăn mới dẹp được giờ mà bày ra là tùm_lum liền hà 
186 2 1:0.07 486:0.1 487:0.22 549:0.09 573:0.09 779:0.09 1034:0.13 1035:0.13 1036:0.12 1037:0.13 		quyết_định thật khó hiểu tôi phản_đối việc này vi_phạm luật giao_thông đường_bộ đã cấm là cấm 
187 2 21:0.04 45:0.02 66:0.02 136:0.06 262:0.03 281:0.03 292:0.1 365:0.06 431:0.05 438:0.03 546:0.05 555:0.07 567:0.03 651:0.04 672:0.08 748:0.05 786:0.05 1038:0.05 1039:0.05 1040:0.05 1041:0.05 1042:0.05 1043:0.05 		  nếu cho kinh_doanh vỉa_hè rồi lại lộn_xộn thôi văn_hoá vỉa_hè sẽ tồn_tại mãi thế_này sao ? tận_dụng làm chỗ đỗ xe thì còn có_lý vì chỗ để xe hiện_nay rất thiếu còn cho thuê kinh_doanh là tôi không ủng_hộ 
188 2 91:0.16 550:0.21 861:0.25 1040:0.25 1044:0.25 1045:0.28 		lại bát_nháo thế_này bao_giờ mới khá nổi 
189 2 21:0.07 136:0.05 365:0.06 544:0.09 1029:0.08 1043:0.09 1046:0.09 1047:0.1 1048:0.1 1049:0.1 1050:0.1 1051:0.1 1052:0.1 		đã dọn_dẹp vỉa_hè để lấy lại không_gian đi_lại cho rộng_rãi vậy_mà còn đề suất cho thuê gì nữa vậy trời 
190 2 21:0.05 49:0.07 128:0.07 278:0.09 310:0.09 361:0.11 364:0.12 672:0.22 1053:0.15 1054:0.15 		cho kinh_doanh rồi ai quản_lý nỗi nếu người kinh_doanh lấn_chiếm dẹp đi không đồng_ý
191 2 21:0.06 109:0.15 361:0.27 457:0.15 554:0.16 718:0.15 1055:0.18 1056:0.18 		dẹp rồi lại cho bán trở_lại bó_tay vậy_thì đừng có dẹp làm_gì 
192 2 21:0.04 67:0.08 91:0.14 157:0.11 268:0.11 322:0.09 365:0.07 672:0.09 758:0.11 1057:0.12 1058:0.11 		không biết nói_gì hơn mới được mấy ngày mà đã có đề_xuất mới dứt_khoát không cho kinh_doanh vỉa_hè 
193 2 683:1.69 		cạn_lời
194 2 15:0.02 21:0.01 49:0.04 66:0.01 76:0.01 78:0.02 94:0.02 96:0.02 121:0.02 128:0.01 136:0.03 190:0.01 220:0.01 253:0.02 261:0.02 276:0.02 277:0.01 341:0.02 365:0.03 367:0.02 382:0.02 438:0.01 442:0.02 463:0.02 625:0.02 672:0.02 725:0.02 779:0.02 890:0.05 1028:0.02 1044:0.02 1058:0.02 1059:0.02 1060:0.02 1061:0.02 1062:0.02 1063:0.02 1064:0.02 1065:0.02 1066:0.02 1067:0.02 1068:0.02 1069:0.02 1070:0.02 1071:0.02 1072:0.02 1073:0.02 1074:0.02 1075:0.02 1076:0.02 1077:0.02 		phản_đối đề_xuất kinh_doanh trên vỉa_hè khi ý_thức người_dân còn quá kém kèm theo lòng tham tâm_lý số đông khi sử_dụng hộ này chật quá để thêm vật_dụng ra ngoài nghĩ cũng không sao người này thấy người kia để được cũng làm theo người người_làm theo cán_bộ đi kiểm_tra rất mỏng còn rất nhiều vấn_đề phát_sinh vỉa_hè phải dùng đúng mục_đích cho làm_việc này việc kia sẽ sinh_ra tiêu_cực mỹ_quan đô_thị và tất_cả sẽ mất kiểm_soát bát_nháo cho_đến vài chục năm sau 
195 2 323:0.05 326:0.04 361:0.1 365:0.03 384:0.06 438:0.04 549:0.04 573:0.04 643:0.04 854:0.06 1029:0.05 1078:0.06 1079:0.06 1080:0.06 1081:0.06 1082:0.06 1083:0.06 1084:0.06 1085:0.06 		không hiểu sao lại nảy ra ý_định này đã dẹp là dẹp hẳn luôn tốn bao công_sức để lấy lại vỉa_hè rồi loanh_quanh sẽ khó mà trở_thành 1 góc nhỏ của singapo 
196 2 121:0.07 365:0.06 590:0.13 787:0.09 1022:0.09 1046:0.09 1081:0.09 1086:0.1 1087:0.1 1088:0.1 1089:0.1 1090:0.1 1091:0.1 		bao_nhiêu công_sức tiền_của để đập phá dọn_dẹp lại vỉa_hè giờ mà thêm cái qđ này nữa khác_gì bữa giờ ném_tiền_qua_cửa_sổ 
197 2 78:0.08 121:0.12 178:0.16 181:0.16 365:0.1 413:0.27 517:0.15 1092:0.18 1093:0.18 1094:0.18 		vỉa_hè rộng quá thì mở_rộng thêm đường giải_quyết ùn ứ tắc đường 
198 2 49:0.04 61:0.06 96:0.06 128:0.04 278:0.05 281:0.04 294:0.07 310:0.05 364:0.06 1095:0.08 1096:0.08 1097:0.08 1098:0.07 1099:0.08 1100:0.08 		ai bảo_đảm sẽ không tái_diễn cảnh lấn_chiếm lòng lề_đường nữa ? và người đi bộ lại phải xuống lòng_đường tôi không đồng_ý dự_thảo này 
199 2 487:0.26 573:0.1 1036:0.13 1072:0.13 1074:0.13 1098:0.13 1101:0.15 		không nên rất khó kiểm_soát tiêu_cực đã cấm là cấm hẵn lề_đường để giao_thông 
200 2 21:0.08 49:0.03 66:0.07 109:0.06 116:0.14 322:0.05 365:0.04 412:0.06 463:0.06 555:0.05 779:0.05 868:0.07 1013:0.07 1102:0.07 1103:0.15 1104:0.07 1105:0.07 1106:0.07 		phản_đối sử_dụng vỉa_hè 3m kẻ sơn cho bán hàng rong đã làm thì làm cho tới nơi trước kẻ sơn cho để xe rồi kết_cục thế_nào mọi người đều đã biết
