1 1 1:0.09398836758205759 2:0.09131435962725405 4:0.1538461595773697 5:0.10753385082687394 7:0.17700231395261756 8:0.17700231395261756 10:0.17700231395261756 11:0.17700231395261756 13:0.12323538853918059 		thật tuyệt_vời vì chủ_quyền đất_nước tôi sẵn_sàng đóng_góp và hy_sinh xương_máu để bảo_vệ 
99 1 43:0.17800666702935994 45:0.07906056819772689 122:0.026020599331673895 186:0.11199476967274316 408:0.042553190141916275 454:0.1538461595773697 520:0.20000000298023224 521:0.10728874889246401 522:0.11764705926179886 523:0.13535470613152858 524:0.13535470613152858 525:0.13535470613152858 		rất nhân_văn xin ủng_hộ chủ_trương của đà nẵng và mong những cô_gái lầm_đường_lạc_lối sớm về với cộng_đồng 
100 1 2:0.09131435962725405 39:0.14455888948415668 195:0.04912511881703208 196:0.04912511881703208 230:0.17800666702935994 256:0.042553190141916275 503:0.07407407462596893 521:0.10728874889246401 522:0.11764705926179886 526:0.15340200771146983 527:0.15340200771146983 		phải công_nhận là trên cả tuyệt_vời đà nẵng là thành_phố đáng sống nhất việt nam cơ_mà 
101 2 142:0.044119151360549176 528:0.9119543621886493 		không_thể chấp_nhận
102 2 39:0.14455888948415668 132:0.021938199769804143 197:0.043444755790975544 220:0.06505150075254194 277:0.08417421685360227 319:0.10728874889246401 349:0.2288657232779464 404:0.03614829681996146 435:0.07295634734439048 529:0.07295634734439048 530:0.09204119776927812 531:0.09204119776927812 532:0.09204119776927812 533:0.09204119776927812 534:0.09204119776927812 535:0.09204119776927812 536:0.09204119776927812 537:0.09204119776927812 538:0.09204119776927812 539:0.09204119776927812 		người_dân chúng_tôi muốn nghe một lời giải_thích hoặc đính_chính của ngành đường_sắt nếu đây là một sự_thật thì quả_là một ý_tưởng siêu rồ_dại nhất trong năm 2016
103 2 128:0.01957621349820366 129:0.07295634734439048 184:0.03639829933007615 262:0.1301030015050839 438:0.05038549112835653 447:0.09099574696924809 540:0.10957285897733357 541:0.08685279801667839 542:0.08685279801667839 543:0.15257714487320523 544:0.095238097012043 545:0.10957285897733357 546:0.095238097012043 547:0.10957285897733357 548:0.095238097012043 		  sao không chủ_động tìm thị_trường các nước khác mà suất khẩu đi ăn mãi được đâu mà_còn các mặt_hàng khác nữa chứ 
104 2 549:0.4853106649660409 550:0.5340200130243569 		không hiểu nổi 
105 2 13:0.12323538853918059 21:0.02575880096955866 300:0.054054055362939835 308:0.049294831582219735 430:0.1415808379141059 551:0.13069000520212182 552:0.13069000520212182 553:0.3540046279052351 554:0.1538461595773697 		cái vô_lý nhất_là phí bảo_vệ môi_trường thu nhiều và chẳng làm_gì cho môi_trường cả 
106 2 1:0.09398836758205759 21:0.02575880096955866 118:0.0339793993272216 121:0.029118638379307088 128:0.01957621349820366 131:0.029118638379307088 132:0.021938199769804143 136:0.021411620841456914 247:0.038806567374963574 254:0.03408638171486776 278:0.07636554581558352 284:0.26701000651217843 322:0.08958110202273428 555:0.13467874897263335 556:0.12159392130010342 557:0.12159392130010342 558:0.06079696065005171 559:0.15340200771146983 560:0.07670100385573492 563:0.06079696065005171 564:0.07670100385573492 		xe chính chủ thật không hợp_lý hai vợ chông tôi có một chiếc xe lúc tôi đi lúc vợ đi không biết để tên ai chính chủ cũng không biết làm_sao cho khỏi bị phạt tiền không có tiền mua thêm xe còn bị phạt nữa
107 2 447:0.09099574696924809 529:0.07295634734439048 552:0.13069000520212182 555:0.13467874897263335 556:0.12159392130010342 557:0.12159392130010342 565:0.13535470613152858 566:0.11764705926179886 567:0.08223176552233942 568:0.10728874889246401 569:0.11764705926179886 		rầu nhất_là cái vụ xe không chính chủ thôi nhiều khi đâu phải muốn sang_tên là sang đâu 
108 2 79:0.07015033816627667 118:0.0339793993272216 132:0.021938199769804143 261:0.16020600152005166 262:0.1301030015050839 264:0.13467874897263335 269:0.14564182173391552 281:0.06855687581300353 412:0.03614829681996146 543:0.15257714487320523 555:0.13467874897263335 568:0.10728874889246401 569:0.11764705926179886 570:0.059000769888871735 571:0.059000769888871735 572:0.059000769888871735 573:0.03733158898695286 575:0.11800153977774347 576:0.059000769888871735 577:0.059000769888871735 578:0.05128205195069313 579:0.059000769888871735 580:0.059000769888871735 581:0.05128205195069313 582:0.059000769888871735 583:0.059000769888871735 584:0.05128205195069313 		không đồng_tình với việc phạt hành_vi không sang_tên xe mô_tô xe_gắn_máy khó có_thể chứng_minh được lỗi này ví _ dụ như tôi mượn xe của một ông bạn giàu_có dư xe để mang sang tỉnh khác làm_việc thì chứng_minh thế_nào đây ?  
109 2 50:0.14564182173391552 128:0.01957621349820366 211:0.052287874478832784 278:0.07636554581558352 281:0.06855687581300353 284:0.26701000651217843 555:0.13467874897263335 556:0.12159392130010342 557:0.12159392130010342 563:0.06079696065005171 566:0.11764705926179886 568:0.10728874889246401 573:0.03733158898695286 585:0.11767152709810212 586:0.07422677184154657 587:0.07422677184154657 588:0.06451612710952759 589:0.05480548237750861 590:0.043444755790975544 591:0.07422677184154657 592:0.07422677184154657 		thật_sự là cái vụ sang_tên chính chủ không được hợp_lý 2 chị_em có cái xe lúc chị đi lúc tôi đi để tên ai cũng khó hay hộ_khẩu với xe_máy giờ là 2 vật bất_ly_thân ? ?
110 2 567:0.08223176552233942 593:1.0 		thôi xong
111 2 21:0.02575880096955866 61:0.16020600152005166 62:0.18239087515556565 68:0.4659800167779655 76:0.14455888948415668 91:0.045657179813627026 101:0.026020599331673895 119:0.0339793993272216 128:0.01957621349820366 142:0.044119151360549176 162:0.05000000074505806 186:0.11199476967274316 197:0.043444755790975544 342:0.06330139037507893 366:0.08431894754022312 449:0.10012874945799764 508:0.07407407462596893 517:0.06755217548023991 518:0.2857142984867096 584:0.05128205195069313 594:0.021730327128498688 595:0.02391134259741935 596:0.0760732835873096 597:0.03434373047893958 598:0.06868746095787916 599:0.03434373047893958 600:0.03434373047893958 601:0.02985074557363987 602:0.02985074557363987 603:0.03434373047893958 604:0.02985074557363987 605:0.03434373047893958 606:0.02985074557363987 607:0.027222517640464395 608:0.027222517640464395 609:0.03434373047893958 610:0.03434373047893958 611:0.03434373047893958 612:0.022729532735164686 613:0.02985074557363987 614:0.05970149114727974 615:0.03434373047893958 616:0.03434373047893958 617:0.03434373047893958 618:0.03434373047893958 619:0.02985074557363987 620:0.02985074557363987 621:0.03434373047893958 622:0.03434373047893958 		rất buồn với chính_sách bảo_hiểm những bệnh nặng như các bệnh ung_thư v v các bệnh mà tuyến huyện tuyến tỉnh trình_độ bác_sĩ ở đây không_thể điều_trị và chữa được nhưng bệnh_viện rất khoát không cho đi mà nếu đi được thì thủ_tục cực_kỳ phức_tạp gây ra muôn_vàn những khổ_cực cho người_nhà người_bệnh gia_đình nào có trong trường_hợp này mới thấy cơ_cực thậm trí có những trường_hợp sắp chết mới cho người_ta chuyển viện tuyến trên tôi rất mong bộ y_tế vào_cuộc giải_quyết giúp dân
112 2 49:0.08898279326901264 112:0.026020599331673895 423:0.03240167405300876 623:0.10004478428365239 624:0.10004478428365239 625:0.07386826243399135 626:0.10004478428365239 627:0.08695652335882187 628:0.10004478428365239 629:0.10004478428365239 630:0.10004478428365239 631:0.10004478428365239 632:0.10004478428365239 633:0.20008956856730478 634:0.10004478428365239 		cố_chấp giữ lại có vấn_đề gì hãng sẽ không chịu trách_nhiệm vì đã thông_báo thu_hồi rồi lỡ xui hại mình hại người cháy nhà 
113 2 21:0.02575880096955866 54:0.1818181872367859 91:0.045657179813627026 97:0.05376692541343697 122:0.026020599331673895 136:0.021411620841456914 205:0.06451612710952759 284:0.26701000651217843 319:0.10728874889246401 328:0.17994819466773954 342:0.06330139037507893 596:0.0760732835873096 601:0.02985074557363987 602:0.02985074557363987 612:0.022729532735164686 635:0.043478261679410934 636:0.11080239048640879 637:0.050022392141826195 638:0.043478261679410934 639:0.10004478428365239 640:0.10004478428365239 641:0.050022392141826195 643:0.06621211987300626 644:0.050022392141826195 645:0.050022392141826195 646:0.10004478428365239 647:0.034827391764535975 648:0.043478261679410934 649:0.050022392141826195 650:0.050022392141826195 651:0.03693413121699567 652:0.050022392141826195 653:0.050022392141826195 654:0.050022392141826195 		không hợp_lý chút nào thời_gian điều_trị còn phụ_thuộc phần_lớn vào phương_pháp kĩ_thuật của bác_sĩ và máy_móc y_học nữa cùng 1 loại bệnh nếu điều_trị bằng các phương_pháp và kĩ_thuật máy_móc khác_nhau cũng sẽ khác_nhau về thời_gian điều_trị quy_định mới này có_thể tạo cơ_hội cho 1 bộ_phận y bác sỹ thiếu y_đức sẽ sách_nhiễu người_bệnh hoặc kéo_dài thời_gian 
114 2 21:0.02575880096955866 49:0.08898279326901264 62:0.18239087515556565 68:0.4659800167779655 78:0.10231319380510993 97:0.05376692541343697 128:0.01957621349820366 132:0.021938199769804143 143:0.06060606241226196 155:0.055269962991939835 278:0.07636554581558352 281:0.06855687581300353 326:0.7614393643566587 341:0.07930038079783679 390:0.054054055362939835 435:0.07295634734439048 459:0.09599519673507777 590:0.043444755790975544 595:0.02391134259741935 607:0.027222517640464395 608:0.027222517640464395 612:0.022729532735164686 636:0.11080239048640879 648:0.043478261679410934 651:0.03693413121699567 655:0.042553190141916275 656:0.04895808346387109 657:0.04895808346387109 658:0.04895808346387109 659:0.04895808346387109 660:0.04895808346387109 661:0.04895808346387109 662:0.04895808346387109 663:0.04895808346387109 664:0.04895808346387109 665:0.04895808346387109 		chính_sách bảo_hiểm quá phức_tạp gây khó_khăn cho người_bệnh đã thế lại thiếu ổn_định và thực_tiễn ai đi đếm thời_gian 4 giờ đó ? tạo cơ_hội cho cán_bộ ngành y_tế và bảo_hiểm trục_lợi đây mà gọi_là bảo_hiểm ah ? chính_sách cho thì được không cho không được không có một ràng_buộc rõ_ràng giữa người nhận bảo_hiểm và người được bảo_hiểm và phần thiệt luôn là người được bảo_hiểm
115 2 21:0.02575880096955866 39:0.14455888948415668 42:0.15532666878750026 49:0.08898279326901264 66:0.12778454882117465 68:0.4659800167779655 91:0.045657179813627026 95:0.23076923191547394 101:0.026020599331673895 128:0.01957621349820366 136:0.021411620841456914 137:0.03999999910593033 278:0.07636554581558352 306:0.045918109337176646 452:0.13069000520212182 486:0.16020600152005166 550:0.5340200130243569 590:0.043444755790975544 595:0.02391134259741935 619:0.02985074557363987 627:0.08695652335882187 647:0.034827391764535975 666:0.04261166690385168 667:0.09438722316635176 668:0.03703703731298447 669:0.04261166690385168 670:0.04261166690385168 671:0.04261166690385168 672:0.028201458149252744 673:0.04261166690385168 674:0.04261166690385168 675:0.04261166690385168 676:0.04261166690385168 677:0.04261166690385168 678:0.03703703731298447 679:0.04261166690385168 680:0.03703703731298447 681:0.03146240772211725 682:0.04261166690385168 		lúc nguy_hiểm nhất người_ta mới cần cấp_cứu vậy rồi chờ khám rồi mới được vào cấp_cứu thì toi_mạng rồi còn gì luật gì mà kì_cục vậy kinh_doanh trên tính_mạng con_người riết rồi dân ai cũng sợ cái chính_sách dở_hơi này đọc mà tức chịu không nổi hs đi học ép đóng bảo_hiểm 100 người đi làm bắt đóng bảo_hiểm 100 vậy tại_sao bảo_hiểm lại quy_định cho khung giờ cấp_cứu 
116 2 270:0.1544518231790246 590:0.043444755790975544 667:0.09438722316635176 683:0.3647817503111313 		cấp_cứu mà tính giờ cạn_lời 
117 2 259:0.24265533248302046 281:0.06855687581300353 438:0.05038549112835653 541:0.08685279801667839 612:0.022729532735164686 684:0.16989700296526447 686:0.2301030029952 687:0.2301030029952 		bảo_hiểm_y_tế sao cứ tìm cách bắt_chẹt người_bệnh hoài vậy ?
118 2 78:0.10231319380510993 549:0.4853106649660409 573:0.03733158898695286 688:0.5752574989159953 		qui_định khó hiểu quá
119 2 684:0.16989700296526447 689:0.3287185855040054 690:0.3287185855040054 691:0.3287185855040054 		bảo_hiểm_y_tế lại rơi vào vòng luẩn_quẩn rồi
120 2 636:0.11080239048640879 647:0.034827391764535975 693:0.4000000059604645 		quy_định thời_gian là chưa phù_hợp
121 2 64:0.19035984108916468 78:0.10231319380510993 220:0.06505150075254194 262:0.1301030015050839 306:0.045918109337176646 452:0.13069000520212182 550:0.5340200130243569 595:0.02391134259741935 607:0.027222517640464395 612:0.022729532735164686 695:0.12110684277936794 696:0.12110684277936794 697:0.09599519673507777 		quá nhiều điều phức_tạp kêu_gọi người_dân đóng bảo_hiểm 100 nhưng   làm_khó người_bệnh thất_vọng và không tin nổi vào bảo_hiểm
122 2 78:0.10231319380510993 128:0.01957621349820366 567:0.08223176552233942 684:0.16989700296526447 698:0.30398479645566906 699:0.3835050107066698 		ôi bảo_hiểm_y_tế ngao_ngán quá đi thôi 
123 2 216:0.10000000149011612 219:0.10000000149011612 405:0.042553190141916275 700:0.2301030029952 701:0.2301030029952 702:0.2301030029952 703:0.2301030029952 704:0.2301030029952 		nói_tóm_lại điều_luật này không sát tình_hình thực_tế không hợp_tình không hợp hoàn_cảnh
124 2 21:0.02575880096955866 136:0.021411620841456914 189:0.13069000520212182 449:0.10012874945799764 541:0.08685279801667839 567:0.08223176552233942 596:0.0760732835873096 604:0.02985074557363987 612:0.022729532735164686 620:0.02985074557363987 684:0.16989700296526447 698:0.30398479645566906 705:0.07934586162386126 706:0.0552434477710284 707:0.07934586162386126 709:0.07934586162386126 710:0.07934586162386126 711:0.0552434477710284 		bảo_hiểm_y_tế còn nhiều nhiêu_khê lắm cứ lòng_vòng chuyển tuyến bệnh_viện tuyến dưới không tìm ra bệnh đến khi lên đến tuyến trên thì ôi thôi rồi giai_đoạn cuối chỉ khổ cho người_bệnh thôi 
125 2 136:0.021411620841456914 668:0.03703703731298447 712:0.2091845512945472 713:0.2091845512945472 714:0.2091845512945472 715:0.2091845512945472 716:0.2091845512945472 717:0.2091845512945472 		chờ kq xn máu đã 3h rồi còn gì rõ chán
126 2 683:0.3647817503111313 718:0.9119543621886493 		bó_tay cạn_lời
127 2 50:0.14564182173391552 706:0.0552434477710284 719:0.7670100214133396 		thật_sự đau_đầu lắm lắm 
128 2 1:0.09398836758205759 128:0.01957621349820366 459:0.09599519673507777 596:0.0760732835873096 614:0.05970149114727974 647:0.034827391764535975 667:0.09438722316635176 711:0.0552434477710284 720:0.095238097012043 721:0.190476194024086 722:0.10957285897733357 723:0.10957285897733357 		thật khổ với cái quy_định này đã đi cấp_cứu vì bệnh thì ít có trường_hợp dưới 4 tiếng chỉ có trường_hợp cấp_cứu vì tai_nạn thì may_ra dưới 4 tiếng 
129 2 112:0.026020599331673895 122:0.026020599331673895 126:0.03999999910593033 262:0.1301030015050839 278:0.07636554581558352 322:0.08958110202273428 328:0.17994819466773954 423:0.03240167405300876 438:0.05038549112835653 590:0.043444755790975544 595:0.02391134259741935 625:0.07386826243399135 667:0.09438722316635176 724:0.1045922756472736 725:0.0772259115895123 		  đã là bảo_hiểm cấp_cứu ai mà chọn giờ cấp_cứu được không biết các bác nhà mình nghĩ sao về vấn_đề này nửa 
130 2 78:0.10231319380510993 549:0.4853106649660409 550:0.5340200130243569 726:0.2857142984867096 727:0.2857142984867096 728:0.3287185855040054 		không hiểu nổi trung quốc quá vô_lối
131 2 78:0.10231319380510993 222:0.1658098889758195 729:0.4602060059904 730:0.4602060059904 731:0.4602060059904 		quá phẫn_nộ hành_động coi_thường pháp_luật 
132 2 142:0.044119151360549176 528:0.9119543621886493 732:0.5714285969734192 733:0.3287185855040054 734:0.3287185855040054 735:0.2857142984867096 		đánh nhau là gây_rối đánh phụ_nữ là không_thể chấp_nhận 
133 2 90:0.07692307978868484 142:0.044119151360549176 528:0.9119543621886493 732:0.5714285969734192 735:0.2857142984867096 		không_thể chấp_nhận việc đánh phụ_nữ như_thế được 
134 2 36:0.06067750286735345 66:0.12778454882117465 132:0.021938199769804143 278:0.07636554581558352 310:0.6505149978319906 317:0.22446458496583843 337:0.4351082276546576 736:0.1150515014976 737:0.10000000149011612 738:0.1150515014976 739:0.10000000149011612 740:0.16989700296526447 741:0.10000000149011612 742:0.1150515014976 743:0.1150515014976 744:0.1150515014976 		ai đồng_ý xóa lịch âm và gộp tết cổ_truyền và tết tây làm một thì kệ chứ em nói thật_là em không đồng_ý như_vậy
135 2 21:0.02575880096955866 49:0.08898279326901264 142:0.044119151360549176 171:0.04559771878889141 189:0.13069000520212182 197:0.043444755790975544 214:0.10000000149011612 241:0.042553190141916275 317:0.22446458496583843 416:0.03240167405300876 737:0.10000000149011612 739:0.10000000149011612 740:0.16989700296526447 741:0.10000000149011612 745:0.049969706196034566 746:0.06767735306576429 747:0.06767735306576429 748:0.05882352963089943 749:0.06767735306576429 750:0.06767735306576429 751:0.06767735306576429 752:0.06767735306576429 754:0.06767735306576429 756:0.06767735306576429 757:0.06767735306576429 758:0.05882352963089943 		tôi nói không với việc đổi gộp lịch nét truyền_thống văn_hoá đón tết_âm_lịch không_thể mai_một trong tôi dù tôi đã hơn_nữa đời người nơi đất_khách_quê_người tôi đang cố_gắng dạy cho con tôi nhớ đến ngày tết cổ_truyền đây 
136 2 20:0.06513960021115615 121:0.029118638379307088 308:0.049294831582219735 505:0.06755217548023991 529:0.07295634734439048 555:0.13467874897263335 643:0.06621211987300626 759:0.10957285897733357 760:0.10957285897733357 761:0.10957285897733357 762:0.10957285897733357 763:0.10957285897733357 764:0.10957285897733357 765:0.10957285897733357 766:0.10957285897733357 767:0.10957285897733357 		không cần_thiết muốn nhanh đầu_tư sân_bay tàu_bay là nhanh có quốc_lộ 1 rồi bay gio xe chạy cũng rần_rần xây thêm phí
137 2 42:0.15532666878750026 132:0.021938199769804143 430:0.1415808379141059 486:0.16020600152005166 549:0.4853106649660409 647:0.034827391764535975 718:0.9119543621886493 768:0.1643592927520027 769:0.1643592927520027 770:0.1643592927520027 771:0.1428571492433548 		đọc luật một hồi kết_quả chẳng hiểu là quyền_hạn được quy_định ntn nữa bó_tay
138 2 78:0.10231319380510993 549:0.4853106649660409 573:0.03733158898695286 606:0.02985074557363987 772:0.3835050107066698 		quá rườm_rà và cực_kỳ khó hiểu 
139 2 773:1.1505149978319906 		không ổn 
140 2 262:0.1301030015050839 278:0.07636554581558352 281:0.06855687581300353 366:0.08431894754022312 697:0.09599519673507777 774:0.2301030029952 775:0.2301030029952 		thất_vọng ai sẽ là trục ở châu_á đây ?  
141 2 262:0.1301030015050839 697:0.09599519673507777 776:0.28762874945799766 777:0.28762874945799766 		tôi đã bảo rồi mà thất_vọng trum  
142 2 567:0.08223176552233942 778:0.7670100214133396 		thế_là thôi rồi
143 2 21:0.02575880096955866 49:0.08898279326901264 97:0.05376692541343697 128:0.01957621349820366 145:0.04614784163935273 337:0.4351082276546576 779:0.09099574696924809 780:0.125 781:0.125 782:0.14381437472899883 783:0.14381437472899883 		em phản_đối hôn_nhân đồng_tính vì nó đi ngược_lại cái tạo_hóa đã tạo ra cho mỗi người 
144 2 21:0.02575880096955866 33:0.0714285746216774 39:0.14455888948415668 49:0.08898279326901264 50:0.14564182173391552 67:0.18199149393849617 91:0.045657179813627026 103:0.03999999910593033 122:0.026020599331673895 127:0.029118638379307088 136:0.021411620841456914 197:0.043444755790975544 211:0.052287874478832784 253:0.03408638171486776 258:0.042553190141916275 261:0.16020600152005166 270:0.1544518231790246 277:0.08417421685360227 281:0.06855687581300353 301:0.054054055362939835 317:0.22446458496583843 323:0.10728874889246401 452:0.13069000520212182 567:0.08223176552233942 608:0.027222517640464395 779:0.09099574696924809 780:0.125 781:0.125 785:0.0261480689118184 786:0.04545454680919647 787:0.04545454680919647 788:0.0784442067354552 789:0.0261480689118184 790:0.0261480689118184 791:0.04545454680919647 792:0.0522961378236368 793:0.0261480689118184 794:0.0784442067354552 795:0.022727273404598236 796:0.0261480689118184 797:0.0261480689118184 798:0.0261480689118184 799:0.0522961378236368 800:0.0261480689118184 801:0.0522961378236368 802:0.022727273404598236 803:0.0261480689118184 804:0.0261480689118184 805:0.0261480689118184 806:0.0261480689118184 807:0.0261480689118184 808:0.0261480689118184 809:0.0261480689118184 810:0.0261480689118184 811:0.0522961378236368 812:0.0261480689118184 813:0.0261480689118184 814:0.0261480689118184 815:0.0261480689118184 816:0.0261480689118184 817:0.0261480689118184 818:0.0261480689118184 819:0.0261480689118184 821:0.0261480689118184 822:0.0261480689118184 823:0.0261480689118184 824:0.0261480689118184 		nếu phản_đối hôn_nhân đồng_tính tôi là người đầu_tiên làm_việc này thật_sự mà nói 100 người đồng_tính hiện_nay thì được bao_nhiêu người là bị đồng_tính từ nhỏ ? còn bao_nhiêu người là bị dụ_dỗ ? tôi khẳng_định là hơn 95 số người bị đồng_tính là bị dụ_dỗ nhiều người trẻ mới lớn còn bị lơ_mơ về giới_tính hay những người yếu bản_lĩnh bị dụ_dỗ và đã trả thành_đồng tính giới_tính thứ_ba đang gây rất nhiều bức_xúc cho xã_hội hiện_nay nếu_không lên_tiếng cản_ngăn rồi_đây khoảng 10 20 năm nữa thôi giới_tính thứ_ba sẽ chiếm tỉ_lệ rất lớn trong xã_hội chúng_ta mà những người đồng_tính nhiều nhất lại hoạt_động chủ_yếu trong giới nghệ_sĩ như ca_sĩ diễn_viên bọn họ rất dễ khiến cho giới trẻ lầm tưởng và noi theo chúng_ta phải chặn ngay_lập_tức hiện_tượng tệ_hại này 
145 2 83:0.07692307978868484 122:0.026020599331673895 779:0.09099574696924809 825:0.15340200771146983 826:0.15340200771146983 827:0.15340200771146983 828:0.15340200771146983 829:0.15340200771146983 830:0.15340200771146983 		tôi phản_đối nếu hợp_pháp_hoá thì sẽ ảnh_hưởng nghiêm_trọng đền sự tồn_vong của giống_nòi về sau_này 
146 2 831:0.7670100214133396 832:0.7670100214133396 		đang ảo_tưởng à 
147 2 13:0.12323538853918059 21:0.02575880096955866 49:0.08898279326901264 145:0.04614784163935273 247:0.038806567374963574 259:0.24265533248302046 310:0.6505149978319906 317:0.22446458496583843 486:0.16020600152005166 567:0.08223176552233942 680:0.03703703731298447 802:0.022727273404598236 833:0.06767735306576429 834:0.06767735306576429 835:0.06767735306576429 836:0.06767735306576429 837:0.06767735306576429 838:0.06767735306576429 839:0.06767735306576429 		cáu này cần phải tìm_hiểu cho kỹ nếu đã là bảo_vệ vệ thì bảo_vệ khỏi cái gì người bán_dâm có đồng_ý với cách này không nếu_không thì nó là bắt nhốt nói bảo_vệ chỉ là để lách luật thôi tôi không đồng_ý với cách này
148 2 211:0.052287874478832784 259:0.24265533248302046 		cách này không hay
149 2 42:0.15532666878750026 49:0.08898279326901264 66:0.12778454882117465 76:0.14455888948415668 78:0.10231319380510993 112:0.026020599331673895 128:0.01957621349820366 145:0.04614784163935273 195:0.04912511881703208 259:0.24265533248302046 455:0.11714452195730546 499:0.1428571492433548 521:0.10728874889246401 543:0.15257714487320523 555:0.13467874897263335 589:0.05480548237750861 594:0.021730327128498688 725:0.0772259115895123 840:0.05612268073033985 841:0.05612268073033985 842:0.09756097197532654 843:0.05612268073033985 844:0.05612268073033985 845:0.05612268073033985 846:0.05612268073033985 847:0.05612268073033985 848:0.041438291244986686 849:0.05612268073033985 850:0.05612268073033985 851:0.05612268073033985 852:0.09756097197532654 		đọc song thấy buồn quá ước_mơ có được chiếc xe ô_tô của những người trung_lưu việt ngày_càng xa_vời mình dám chắc người đi ô_tô sẽ có cách nghĩ cách làm nhìn xa khác với người đi xe_máy và người đi xe_đạp cứ đà này thấy khả_năng phát_triển nó cứ mờ_mịt quá trời_ơi trời_ơi 
150 2 42:0.15532666878750026 50:0.14564182173391552 74:0.2222222238779068 131:0.029118638379307088 189:0.13069000520212182 277:0.08417421685360227 303:0.054054055362939835 333:0.21237125054200234 416:0.03240167405300876 498:0.1428571492433548 555:0.13467874897263335 589:0.05480548237750861 643:0.06621211987300626 853:0.07934586162386126 854:0.06896551698446274 855:0.07934586162386126 856:0.07934586162386126 857:0.07934586162386126 858:0.07934586162386126 859:0.07934586162386126 860:0.15869172324772252 861:0.06896551698446274 862:0.06896551698446274 863:0.07934586162386126 865:0.07934586162386126 		ấp_ủ bao năm cố gòng gánh mua 1 con xe tầm 400 trả_góp đọc xog bài báo thật_sự rất nản đến bao_giờ oto được xem như mua chiec xe_máy như bây_giờ thật_sự rất nản 
151 2 21:0.02575880096955866 542:0.08685279801667839 862:0.06896551698446274 866:0.4602060059904 867:0.4602060059904 		tin_buồn cho thị_trường oto nước_nhà 
152 2 49:0.08898279326901264 131:0.029118638379307088 195:0.04912511881703208 196:0.04912511881703208 366:0.08431894754022312 578:0.05128205195069313 594:0.021730327128498688 725:0.0772259115895123 842:0.09756097197532654 868:0.13333334028720856 869:0.15340200771146983 		nghĩ tới việc mua được ô_tô ở việt _ nam mà buồn cả người haiz 
153 2 132:0.021938199769804143 870:0.7670100214133396 871:0.7670100214133396 		một mớ hỗn_độn 
154 2 96:0.05599738483637158 122:0.026020599331673895 252:0.03614829681996146 302:0.043298919732996294 394:0.049294831582219735 404:0.03614829681996146 416:0.03240167405300876 872:0.06629670082889634 873:0.08941947457864903 874:0.07662799801871094 875:0.08941947457864903 876:0.12110684277936794 877:0.12110684277936794 878:0.12110684277936794 879:0.10526315867900848 		sinh_viên hết được miễn giảm vé tàu_hỏa nghe mà nghẹn lòng xin_lỗi bố_mẹ đợt lễ này con không về 
155 2 21:0.02575880096955866 43:0.17800666702935994 112:0.026020599331673895 122:0.026020599331673895 128:0.01957621349820366 131:0.029118638379307088 136:0.021411620841456914 142:0.044119151360549176 168:0.10000000149011612 278:0.07636554581558352 281:0.06855687581300353 302:0.043298919732996294 306:0.045918109337176646 423:0.03240167405300876 441:0.0679587986544432 447:0.09099574696924809 514:0.0629248154442345 590:0.043444755790975544 678:0.03703703731298447 681:0.03146240772211725 720:0.095238097012043 848:0.041438291244986686 872:0.06629670082889634 874:0.07662799801871094 875:0.08941947457864903 880:0.03507516908313833 881:0.06534500260106091 882:0.04425057848815439 883:0.07015033816627667 884:0.08850115697630878 885:0.04425057848815439 886:0.03846153989434242 887:0.02799869241818579 888:0.04425057848815439 889:0.08850115697630878 890:0.03846153989434242 		tại_sao sinh_viên không được miễn_giảm mua vé tàu_hỏa chứ mỗi khi về quê là mình thường đi tàu nhà không có điều_kiện nên vẫn mua vé tàu cho tiết_kiệm mà cũng đâu phải ít sinh_viên đâu bạn_bè mình quê xa khi được về nhà ai cũng mua nếu không_thể giảm nhiều xin hãy giảm ít giờ học_phí tăng cao kinh_khủng tiết_kiệm khoản này khoản kia để còn đóng học chứ ?
156 2 21:0.02575880096955866 97:0.05376692541343697 136:0.021411620841456914 337:0.4351082276546576 438:0.05038549112835653 514:0.0629248154442345 706:0.0552434477710284 872:0.06629670082889634 891:0.12783500071155504 892:0.12783500071155504 893:0.1111111119389534 894:0.12783500071155504 895:0.12783500071155504 896:0.12783500071155504 		thiết_nghĩ đời_sống sinh_viên của con_em nhà_nông còn vất_vả lắm sao lại không tạo điều_kiện cho các em ấy 
157 2 67:0.18199149393849617 594:0.021730327128498688 711:0.0552434477710284 872:0.06629670082889634 897:0.2301030029952 898:0.16020600152005166 		buồn vg là sinh_viên nghèo lại càng khổ hơn rồi 
158 2 49:0.08898279326901264 76:0.14455888948415668 91:0.045657179813627026 119:0.0339793993272216 136:0.021411620841456914 211:0.052287874478832784 284:0.26701000651217843 551:0.13069000520212182 745:0.049969706196034566 872:0.06629670082889634 880:0.03507516908313833 900:0.08850115697630878 901:0.2655034623569216 902:0.08850115697630878 903:0.08850115697630878 		tôi thấy vô_lý khi còn phân_loại khuyết_tật là khuyết_tật nặng mới được sinh_viên và người khuyết_tật là những đối_tượng hợp_lý để được miễn_giảm không nên sữa đổi điều này không hay 
159 2 312:0.30398479645566906 590:0.043444755790975544 872:0.06629670082889634 898:0.16020600152005166 		sinh_viên đã nghèo rồi mà giờ không được hỗ_trợ nữa 
