1 1 1:0.03 2:0.03 4:0.05 5:0.04 7:0.06 8:0.06 10:0.06 11:0.06 13:0.04 		thật tuyệt_vời vì chủ_quyền đất_nước tôi sẵn_sàng đóng_góp và hy_sinh xương_máu để bảo_vệ 
120 2 636:0.12 647:0.12 693:0.14 		quy_định thời_gian là chưa phù_hợp
121 2 64:0.03 78:0.02 220:0.02 262:0.02 306:0.03 452:0.03 550:0.03 595:0.06 607:0.03 612:0.03 695:0.04 696:0.04 697:0.03 		quá nhiều điều phức_tạp kêu_gọi người_dân đóng bảo_hiểm 100 nhưng   làm_khó người_bệnh thất_vọng và không tin nổi vào bảo_hiểm
122 2 78:0.06 128:0.06 567:0.08 684:0.1 698:0.11 699:0.13 		ôi bảo_hiểm_y_tế ngao_ngán quá đi thôi 
123 2 216:0.07 219:0.07 405:0.07 700:0.08 701:0.08 702:0.08 703:0.08 704:0.08 		nói_tóm_lại điều_luật này không sát tình_hình thực_tế không hợp_tình không hợp hoàn_cảnh
124 2 21:0.01 136:0.01 189:0.04 449:0.06 541:0.02 567:0.03 596:0.02 604:0.02 612:0.02 620:0.02 684:0.02 698:0.02 705:0.02 706:0.02 707:0.02 709:0.02 710:0.02 711:0.02 		bảo_hiểm_y_tế còn nhiều nhiêu_khê lắm cứ lòng_vòng chuyển tuyến bệnh_viện tuyến dưới không tìm ra bệnh đến khi lên đến tuyến trên thì ôi thôi rồi giai_đoạn cuối chỉ khổ cho người_bệnh thôi 
125 2 136:0.03 668:0.06 712:0.07 713:0.07 714:0.07 715:0.07 716:0.07 717:0.07 		chờ kq xn máu đã 3h rồi còn gì rõ chán
126 2 683:0.29 718:0.29 		bó_tay cạn_lời
127 2 50:0.18 706:0.33 719:0.24 		thật_sự đau_đầu lắm lắm 
128 2 1:0.02 128:0.01 459:0.06 596:0.03 614:0.07 647:0.03 667:0.06 711:0.03 720:0.03 721:0.07 722:0.04 723:0.04 		thật khổ với cái quy_định này đã đi cấp_cứu vì bệnh thì ít có trường_hợp dưới 4 tiếng chỉ có trường_hợp cấp_cứu vì tai_nạn thì may_ra dưới 4 tiếng 
129 2 112:0.02 122:0.02 126:0.03 262:0.02 278:0.02 322:0.02 328:0.02 423:0.02 438:0.02 590:0.02 595:0.02 625:0.03 667:0.06 724:0.03 725:0.03 		  đã là bảo_hiểm cấp_cứu ai mà chọn giờ cấp_cứu được không biết các bác nhà mình nghĩ sao về vấn_đề này nửa 
130 2 78:0.05 549:0.08 550:0.08 726:0.1 727:0.1 728:0.11 		không hiểu nổi trung quốc quá vô_lối
131 2 78:0.07 222:0.13 729:0.15 730:0.15 731:0.15 		quá phẫn_nộ hành_động coi_thường pháp_luật 
132 2 142:0.08 528:0.09 732:0.19 733:0.11 734:0.11 735:0.1 		đánh nhau là gây_rối đánh phụ_nữ là không_thể chấp_nhận 
133 2 90:0.1 142:0.08 528:0.09 732:0.1 735:0.1 		không_thể chấp_nhận việc đánh phụ_nữ như_thế được 
134 2 36:0.03 66:0.02 132:0.02 278:0.02 310:0.05 317:0.02 337:0.05 736:0.04 737:0.03 738:0.04 739:0.03 740:0.06 741:0.03 742:0.04 743:0.04 744:0.04 		ai đồng_ý xóa lịch âm và gộp tết cổ_truyền và tết tây làm một thì kệ chứ em nói thật_là em không đồng_ý như_vậy
135 2 21:0.0 49:0.01 142:0.01 171:0.02 189:0.02 197:0.01 214:0.02 241:0.02 317:0.01 416:0.01 737:0.02 739:0.02 740:0.02 741:0.02 745:0.02 746:0.02 747:0.02 748:0.02 749:0.02 750:0.02 751:0.02 752:0.02 754:0.02 756:0.02 757:0.02 758:0.02 		tôi nói không với việc đổi gộp lịch nét truyền_thống văn_hoá đón tết_âm_lịch không_thể mai_một trong tôi dù tôi đã hơn_nữa đời người nơi đất_khách_quê_người tôi đang cố_gắng dạy cho con tôi nhớ đến ngày tết cổ_truyền đây 
136 2 20:0.03 121:0.02 308:0.03 505:0.06 529:0.03 555:0.02 643:0.02 759:0.04 760:0.04 761:0.04 762:0.04 763:0.04 764:0.04 765:0.04 766:0.04 767:0.04 		không cần_thiết muốn nhanh đầu_tư sân_bay tàu_bay là nhanh có quốc_lộ 1 rồi bay gio xe chạy cũng rần_rần xây thêm phí
137 2 42:0.04 132:0.03 430:0.04 486:0.04 549:0.04 647:0.04 718:0.05 768:0.05 769:0.05 770:0.05 771:0.05 		đọc luật một hồi kết_quả chẳng hiểu là quyền_hạn được quy_định ntn nữa bó_tay
138 2 78:0.06 549:0.09 573:0.09 606:0.12 772:0.13 		quá rườm_rà và cực_kỳ khó hiểu 
139 2 773:0.35 		không ổn 
140 2 262:0.05 278:0.04 281:0.04 366:0.06 697:0.07 774:0.08 775:0.08 		thất_vọng ai sẽ là trục ở châu_á đây ?  
141 2 262:0.06 697:0.08 776:0.1 777:0.1 		tôi đã bảo rồi mà thất_vọng trum  
142 2 567:0.16 778:0.24 		thế_là thôi rồi
143 2 21:0.01 49:0.02 97:0.03 128:0.02 145:0.03 337:0.03 779:0.03 780:0.04 781:0.04 782:0.05 783:0.05 		em phản_đối hôn_nhân đồng_tính vì nó đi ngược_lại cái tạo_hóa đã tạo ra cho mỗi người 
144 2 21:0.0 33:0.0 39:0.0 49:0.03 50:0.0 67:0.0 91:0.0 103:0.0 122:0.0 127:0.01 136:0.01 197:0.01 211:0.0 253:0.0 258:0.0 261:0.0 270:0.0 277:0.0 281:0.01 301:0.0 317:0.0 323:0.0 452:0.0 567:0.0 608:0.0 779:0.0 780:0.0 781:0.04 785:0.0 786:0.01 787:0.01 788:0.02 789:0.0 790:0.0 791:0.01 792:0.01 793:0.0 794:0.02 795:0.0 796:0.0 797:0.0 798:0.0 799:0.01 800:0.0 801:0.01 802:0.0 803:0.0 804:0.0 805:0.0 806:0.0 807:0.0 808:0.0 809:0.0 810:0.0 811:0.01 812:0.0 813:0.0 814:0.0 815:0.0 816:0.0 817:0.0 818:0.0 819:0.0 821:0.0 822:0.0 823:0.0 824:0.0 		nếu phản_đối hôn_nhân đồng_tính tôi là người đầu_tiên làm_việc này thật_sự mà nói 100 người đồng_tính hiện_nay thì được bao_nhiêu người là bị đồng_tính từ nhỏ ? còn bao_nhiêu người là bị dụ_dỗ ? tôi khẳng_định là hơn 95 số người bị đồng_tính là bị dụ_dỗ nhiều người trẻ mới lớn còn bị lơ_mơ về giới_tính hay những người yếu bản_lĩnh bị dụ_dỗ và đã trả thành_đồng tính giới_tính thứ_ba đang gây rất nhiều bức_xúc cho xã_hội hiện_nay nếu_không lên_tiếng cản_ngăn rồi_đây khoảng 10 20 năm nữa thôi giới_tính thứ_ba sẽ chiếm tỉ_lệ rất lớn trong xã_hội chúng_ta mà những người đồng_tính nhiều nhất lại hoạt_động chủ_yếu trong giới nghệ_sĩ như ca_sĩ diễn_viên bọn họ rất dễ khiến cho giới trẻ lầm tưởng và noi theo chúng_ta phải chặn ngay_lập_tức hiện_tượng tệ_hại này 
145 2 83:0.05 122:0.03 779:0.03 825:0.05 826:0.05 827:0.05 828:0.05 829:0.05 830:0.05 		tôi phản_đối nếu hợp_pháp_hoá thì sẽ ảnh_hưởng nghiêm_trọng đền sự tồn_vong của giống_nòi về sau_này 
146 2 831:0.24 832:0.24 		đang ảo_tưởng à 
147 2 13:0.05 21:0.0 49:0.01 145:0.01 247:0.02 259:0.03 310:0.03 317:0.01 486:0.01 567:0.01 680:0.02 802:0.02 833:0.02 834:0.02 835:0.02 836:0.02 837:0.02 838:0.02 839:0.02 		cáu này cần phải tìm_hiểu cho kỹ nếu đã là bảo_vệ vệ thì bảo_vệ khỏi cái gì người bán_dâm có đồng_ý với cách này không nếu_không thì nó là bắt nhốt nói bảo_vệ chỉ là để lách luật thôi tôi không đồng_ý với cách này
148 2 211:0.09 259:0.13 		cách này không hay
149 2 42:0.01 49:0.03 66:0.01 76:0.02 78:0.01 112:0.01 128:0.02 145:0.01 195:0.01 259:0.02 455:0.01 499:0.01 521:0.01 543:0.01 555:0.01 589:0.01 594:0.01 725:0.01 840:0.02 841:0.02 842:0.03 843:0.02 844:0.02 845:0.02 846:0.02 847:0.02 848:0.01 849:0.02 850:0.02 851:0.02 852:0.03 		đọc song thấy buồn quá ước_mơ có được chiếc xe ô_tô của những người trung_lưu việt ngày_càng xa_vời mình dám chắc người đi ô_tô sẽ có cách nghĩ cách làm nhìn xa khác với người đi xe_máy và người đi xe_đạp cứ đà này thấy khả_năng phát_triển nó cứ mờ_mịt quá trời_ơi trời_ơi 
150 2 42:0.01 50:0.04 74:0.02 131:0.04 189:0.02 277:0.01 303:0.02 333:0.02 416:0.02 498:0.02 555:0.01 589:0.02 643:0.02 853:0.02 854:0.02 855:0.02 856:0.02 857:0.02 858:0.02 859:0.02 860:0.05 861:0.02 862:0.02 863:0.02 865:0.02 		ấp_ủ bao năm cố gòng gánh mua 1 con xe tầm 400 trả_góp đọc xog bài báo thật_sự rất nản đến bao_giờ oto được xem như mua chiec xe_máy như bây_giờ thật_sự rất nản 
151 2 21:0.05 542:0.13 862:0.14 866:0.15 867:0.15 		tin_buồn cho thị_trường oto nước_nhà 
152 2 49:0.02 131:0.03 195:0.04 196:0.04 366:0.04 578:0.05 594:0.03 725:0.04 842:0.05 868:0.05 869:0.05 		nghĩ tới việc mua được ô_tô ở việt _ nam mà buồn cả người haiz 
153 2 132:0.13 870:0.24 871:0.24 		một mớ hỗn_độn 
154 2 96:0.03 122:0.02 252:0.03 302:0.03 394:0.03 404:0.03 416:0.03 872:0.02 873:0.03 874:0.03 875:0.03 876:0.04 877:0.04 878:0.04 879:0.04 		sinh_viên hết được miễn giảm vé tàu_hỏa nghe mà nghẹn lòng xin_lỗi bố_mẹ đợt lễ này con không về 
155 2 21:0.0 43:0.01 112:0.02 122:0.02 128:0.0 131:0.03 136:0.0 142:0.01 168:0.01 278:0.0 281:0.0 302:0.02 306:0.01 423:0.02 441:0.01 447:0.02 514:0.01 590:0.01 678:0.01 681:0.01 720:0.02 848:0.01 872:0.01 874:0.02 875:0.01 880:0.01 881:0.02 882:0.01 883:0.02 884:0.03 885:0.01 886:0.01 887:0.01 888:0.01 889:0.03 890:0.01 		tại_sao sinh_viên không được miễn_giảm mua vé tàu_hỏa chứ mỗi khi về quê là mình thường đi tàu nhà không có điều_kiện nên vẫn mua vé tàu cho tiết_kiệm mà cũng đâu phải ít sinh_viên đâu bạn_bè mình quê xa khi được về nhà ai cũng mua nếu không_thể giảm nhiều xin hãy giảm ít giờ học_phí tăng cao kinh_khủng tiết_kiệm khoản này khoản kia để còn đóng học chứ ?
156 2 21:0.01 97:0.03 136:0.02 337:0.03 438:0.02 514:0.03 706:0.03 872:0.02 891:0.04 892:0.04 893:0.04 894:0.04 895:0.04 896:0.04 		thiết_nghĩ đời_sống sinh_viên của con_em nhà_nông còn vất_vả lắm sao lại không tạo điều_kiện cho các em ấy 
157 2 67:0.05 594:0.05 711:0.06 872:0.04 897:0.08 898:0.06 		buồn vg là sinh_viên nghèo lại càng khổ hơn rồi 
158 2 49:0.01 76:0.02 91:0.01 119:0.02 136:0.01 211:0.01 284:0.02 551:0.02 745:0.02 872:0.01 880:0.02 900:0.03 901:0.09 902:0.03 903:0.03 		tôi thấy vô_lý khi còn phân_loại khuyết_tật là khuyết_tật nặng mới được sinh_viên và người khuyết_tật là những đối_tượng hợp_lý để được miễn_giảm không nên sữa đổi điều này không hay 
159 2 312:0.07 590:0.05 872:0.04 898:0.06 		sinh_viên đã nghèo rồi mà giờ không được hỗ_trợ nữa 
160 2 122:0.07 310:0.07 874:0.08 875:0.09 		chuyện về vé tàu_hỏa là không đồng_ý
161 2 21:0.02 76:0.02 152:0.03 337:0.05 514:0.03 638:0.03 848:0.03 872:0.02 881:0.03 893:0.03 905:0.04 906:0.03 907:0.04 908:0.03 909:0.04 910:0.07 		sinh_viên phần_lớn xa quê và là con_em nông_dân công_nhân không có điều_kiện thế_mà không giảm_giá cho các em í @ @ thấy tội cho các em
162 2 66:0.02 101:0.02 136:0.02 147:0.03 548:0.03 681:0.03 898:0.03 911:0.04 912:0.04 913:0.04 914:0.08 915:0.08 916:0.04 917:0.04 918:0.04 		những mặt_hàng nông_nghiệp như phân thuốc_trừ_sâu bình ỗn được chứ dân đang nghèo mùa_màng thất_bát tại_sao còn đưa gạo làm bình ỗn
163 2 21:0.01 38:0.03 360:0.04 401:0.04 438:0.06 874:0.03 908:0.04 919:0.05 920:0.05 921:0.05 922:0.04 923:0.05 		những cái tốt sao hok duy_trì mà_lại hủy_bỏ là sao giảm_giá vé cho sv là việc_làm thiết_thực mà 
164 2 21:0.0 122:0.01 155:0.01 228:0.01 254:0.01 302:0.01 349:0.01 359:0.01 366:0.01 394:0.01 438:0.01 464:0.01 740:0.01 771:0.01 872:0.01 873:0.01 874:0.02 879:0.01 881:0.03 883:0.01 886:0.01 887:0.01 898:0.01 908:0.01 922:0.07 924:0.02 925:0.02 926:0.02 927:0.01 928:0.02 929:0.02 930:0.06 		sinh_viên không được miễn giá vé tàu ntn là không thỏa_đáng đa_số sv đều ở quê ra tp học_tập đa_phần sv là gđ nông nghèo không giảm_giá tàu_xe cho sv về quê các đợt lễ tết và không được học_phí thì tăng vé tàu_xe không giảm thế sv chúng_tôi sao mà đủ tiền tàu_xe 
165 2 132:0.02 252:0.03 310:0.03 625:0.03 872:0.02 874:0.03 880:0.04 883:0.04 931:0.04 932:0.04 		đồng_ý hết nhưng sinh_viên không được miễn_giảm vé tàu là một vấn_đề cần phải xem_xét lại vì_sao 
166 2 15:0.02 21:0.0 78:0.01 128:0.01 136:0.01 277:0.01 281:0.02 441:0.02 447:0.01 681:0.02 795:0.02 873:0.06 927:0.02 933:0.02 935:0.02 936:0.02 937:0.02 938:0.02 939:0.02 940:0.02 941:0.02 942:0.02 		ơ trước năm 45 là chống pháp đa_phần tuổi đã cao sức đã yếu còn đi đâu nữa mà miễn với không miễn ? tại_sao không miễn giãm cho tất_cả các thời_kỳ ? buồn_cười quá 
167 2 21:0.01 38:0.02 96:0.02 281:0.01 328:0.03 342:0.02 438:0.01 501:0.02 581:0.02 594:0.02 706:0.02 791:0.02 848:0.02 872:0.01 881:0.02 898:0.02 943:0.03 944:0.03 945:0.03 946:0.03 947:0.03 		buồn thiết chứ không đội mũ_bảo_hiểm cho những bạn trẻ là tốt nên bắt_buộc sinh_viên xa quê nghèo lắm các bác ạ sao các bác nỡ lòng nào ? 
168 2 5:0.01 39:0.01 49:0.0 68:0.01 113:0.01 127:0.01 184:0.01 251:0.01 298:0.01 302:0.01 312:0.01 455:0.02 505:0.01 558:0.01 693:0.01 721:0.01 726:0.01 727:0.01 740:0.01 872:0.02 873:0.02 874:0.02 875:0.01 908:0.01 948:0.01 949:0.01 950:0.01 951:0.01 952:0.01 953:0.01 954:0.01 956:0.03 957:0.01 958:0.01 959:0.01 960:0.01 961:0.01 962:0.01 963:0.01 964:0.01 965:0.01 966:0.01 		sinh_viên không được miễn giảm vé tàu_hỏa là chính_sách chưa phù_hợp để phát_triển đất_nước sinh_viên là những người cần được ưu_tiên hỗ_trợ phát_triển nước gần chúng_ta nhất trung quốc sinh_viên được miễn giảm_giá vé tầu vào hai lần là đi_về nghỉ_hè và nghỉ tết đề_nghị tăng_cường an_ninh tại các khu_vực bến_xe bến_tàu phòng_chống trộm_cắp cướp_giật lắp thiết_bị ghi_hình ghi tiếng và báo_động nhanh tại các khu_vực này 
169 2 249:0.07 262:0.05 342:0.05 967:0.07 968:0.07 969:0.07 970:0.07 971:0.08 972:0.08 		  thay_đổi mã vùng điện_thoại cố_định không khoa_học tí nào
170 2 21:0.01 253:0.04 277:0.03 552:0.04 745:0.04 970:0.04 973:0.05 974:0.05 975:0.05 976:0.05 977:0.05 		mệt nhất_là chuyện đổi số điện_thoại mới_đầu năm đã hao_tài_tốn_của cho việc in_ấn giấy_tờ rồi 
171 2 21:0.01 76:0.03 211:0.02 253:0.04 269:0.04 275:0.05 276:0.04 342:0.03 635:0.05 745:0.04 978:0.05 		tôi thấy đổi số đt và cho mang thai hộ là không hay chút nào 
172 2 42:0.02 76:0.02 249:0.03 328:0.02 342:0.02 967:0.03 968:0.07 969:0.03 970:0.03 979:0.04 980:0.04 981:0.04 982:0.04 983:0.04 		mã vùng điện_thoại thay_đổi kiểu gì mà đọc vào chả thấy khoa_học không biết_mấy bác phân_chia mã theo quy_luật nào nữa
173 2 123:0.04 129:0.04 131:0.03 199:0.03 254:0.03 337:0.03 447:0.03 593:0.04 887:0.03 984:0.04 985:0.04 986:0.04 987:0.04 		xong tăng lương thì tiền đâu em mua rau thịt ăn đây lại mỳ tôm qua_ngày vậy
174 2 706:0.26 711:0.26 		khổ lắm
175 2 350:0.17 988:0.19 989:0.19 		vô_cùng ngang_ngược và trơ_tráo 
176 2 4:0.02 21:0.0 43:0.02 91:0.01 112:0.04 197:0.01 235:0.02 277:0.01 374:0.02 423:0.03 551:0.02 552:0.02 563:0.02 585:0.02 588:0.02 636:0.02 990:0.02 991:0.02 992:0.02 993:0.02 994:0.02 995:0.02 996:0.02 		vô_lý nhất_là mình có nhà hợp_pháp chủ_quyền tên của mình mà phải tạm_trú trong nhà mình 2 năm mới được nhập hộ_khẩu thời_gian đó thì biết_bao_nhiêu rắc_rối cho con_cháu xin việc học_hành quyền_lợi bị hạn_chế 
177 2 78:0.11 128:0.11 594:0.17 		buồn quá đi 
178 2 78:0.03 96:0.05 199:0.05 887:0.05 997:0.07 998:0.06 999:0.07 1000:0.07 1001:0.06 		lương thấp quá xăng thì cứ tăng vù_vù nãn lòng công_chức 
179 2 21:0.01 121:0.02 220:0.02 278:0.02 281:0.01 543:0.02 643:0.02 711:0.02 852:0.03 887:0.09 998:0.03 1002:0.03 1003:0.03 1004:0.03 1005:0.03 1006:0.07 1007:0.03 		trời_ơi tăng cái nọ lại tăng thêm 1 loạt các thứ khác ? xăng tăng điện tăng kêu lỗ cái khổ của người_dân thì ai kêu cho đây 
180 2 76:0.02 199:0.02 404:0.03 430:0.03 594:0.02 613:0.03 651:0.03 887:0.02 1001:0.03 1009:0.04 1011:0.04 1012:0.04 1013:0.03 1014:0.04 		nghe lương tăng mà thấy buồn bởi chẳng thấm_tháp gì so với chi_tiêu tối thiếu hàng tháng của các gia_đình công_chức 
181 2 66:0.02 199:0.03 254:0.03 412:0.03 416:0.03 464:0.03 542:0.03 558:0.03 1015:0.04 1016:0.04 1017:0.04 1018:0.04 1019:0.04 		lương và giá_cả thị_trường làm thế_nào để đủ tiền nuôi hai đứa con mà không phải vay nợ 
182 2 199:0.11 329:0.12 457:0.13 887:0.11 		lương ơi đừng tăng nữa 
183 2 281:0.03 365:0.01 551:0.02 585:0.05 589:0.02 643:0.02 906:0.02 1020:0.03 1021:0.03 1022:0.05 1023:0.06 1024:0.06 1025:0.03 1026:0.03 1027:0.03 1028:0.02 		vô_lý hình_ảnh rạp công_nhân sau khi đập 2 bậc thềm nhưng thay vào đó là 1 dãy xe_máy đậu trên vỉa_hè ? vậy mục_đích của việc đập 2 bậc thềm là gì ?
184 2 211:0.05 261:0.07 365:0.05 543:0.07 672:0.07 779:0.07 1029:0.08 		tôi phản_đối lấy vỉa_hè kinh_doanh hay làm_việc khác
185 2 91:0.06 361:0.04 447:0.03 590:0.03 655:0.05 698:0.04 1030:0.05 1031:0.05 1032:0.05 1033:0.05 		ôi không được đâu mới khó_khăn mới dẹp được giờ mà bày ra là tùm_lum liền hà 
186 2 1:0.03 486:0.04 487:0.09 549:0.03 573:0.03 779:0.03 1034:0.05 1035:0.05 1036:0.05 1037:0.05 		quyết_định thật khó hiểu tôi phản_đối việc này vi_phạm luật giao_thông đường_bộ đã cấm là cấm 
187 2 21:0.01 45:0.01 66:0.01 136:0.02 262:0.01 281:0.01 292:0.04 365:0.02 431:0.02 438:0.01 546:0.02 555:0.03 567:0.01 651:0.02 672:0.03 748:0.02 786:0.02 1038:0.02 1039:0.02 1040:0.02 1041:0.02 1042:0.02 1043:0.02 		  nếu cho kinh_doanh vỉa_hè rồi lại lộn_xộn thôi văn_hoá vỉa_hè sẽ tồn_tại mãi thế_này sao ? tận_dụng làm chỗ đỗ xe thì còn có_lý vì chỗ để xe hiện_nay rất thiếu còn cho thuê kinh_doanh là tôi không ủng_hộ 
188 2 91:0.06 550:0.08 861:0.1 1040:0.1 1044:0.1 1045:0.11 		lại bát_nháo thế_này bao_giờ mới khá nổi 
189 2 21:0.03 136:0.02 365:0.02 544:0.04 1029:0.03 1043:0.04 1046:0.04 1047:0.04 1048:0.04 1049:0.04 1050:0.04 1051:0.04 1052:0.04 		đã dọn_dẹp vỉa_hè để lấy lại không_gian đi_lại cho rộng_rãi vậy_mà còn đề suất cho thuê gì nữa vậy trời 
190 2 21:0.02 49:0.03 128:0.03 278:0.03 310:0.04 361:0.04 364:0.05 672:0.08 1053:0.06 1054:0.06 		cho kinh_doanh rồi ai quản_lý nỗi nếu người kinh_doanh lấn_chiếm dẹp đi không đồng_ý
191 2 21:0.02 109:0.06 361:0.11 457:0.06 554:0.06 718:0.06 1055:0.07 1056:0.07 		dẹp rồi lại cho bán trở_lại bó_tay vậy_thì đừng có dẹp làm_gì 
192 2 21:0.01 67:0.03 91:0.05 157:0.04 268:0.04 322:0.03 365:0.03 672:0.03 758:0.04 1057:0.05 1058:0.04 		không biết nói_gì hơn mới được mấy ngày mà đã có đề_xuất mới dứt_khoát không cho kinh_doanh vỉa_hè 
193 2 683:0.51 		cạn_lời
194 2 15:0.0 21:0.0 49:0.01 66:0.0 76:0.0 78:0.01 94:0.01 96:0.0 121:0.0 128:0.0 136:0.01 190:0.0 220:0.0 253:0.0 261:0.0 276:0.01 277:0.0 341:0.01 365:0.01 367:0.01 382:0.01 438:0.0 442:0.01 463:0.01 625:0.01 672:0.0 725:0.01 779:0.0 890:0.02 1028:0.01 1044:0.01 1058:0.01 1059:0.01 1060:0.01 1061:0.01 1062:0.01 1063:0.01 1064:0.01 1065:0.01 1066:0.01 1067:0.01 1068:0.01 1069:0.01 1070:0.01 1071:0.01 1072:0.01 1073:0.01 1074:0.01 1075:0.01 1076:0.01 1077:0.01 		phản_đối đề_xuất kinh_doanh trên vỉa_hè khi ý_thức người_dân còn quá kém kèm theo lòng tham tâm_lý số đông khi sử_dụng hộ này chật quá để thêm vật_dụng ra ngoài nghĩ cũng không sao người này thấy người kia để được cũng làm theo người người_làm theo cán_bộ đi kiểm_tra rất mỏng còn rất nhiều vấn_đề phát_sinh vỉa_hè phải dùng đúng mục_đích cho làm_việc này việc kia sẽ sinh_ra tiêu_cực mỹ_quan đô_thị và tất_cả sẽ mất kiểm_soát bát_nháo cho_đến vài chục năm sau 
195 2 323:0.02 326:0.02 361:0.04 365:0.01 384:0.02 438:0.01 549:0.01 573:0.01 643:0.02 854:0.02 1029:0.02 1078:0.02 1079:0.02 1080:0.02 1081:0.02 1082:0.02 1083:0.02 1084:0.02 1085:0.02 		không hiểu sao lại nảy ra ý_định này đã dẹp là dẹp hẳn luôn tốn bao công_sức để lấy lại vỉa_hè rồi loanh_quanh sẽ khó mà trở_thành 1 góc nhỏ của singapo 
196 2 121:0.03 365:0.02 590:0.05 787:0.04 1022:0.04 1046:0.04 1081:0.04 1086:0.04 1087:0.04 1088:0.04 1089:0.04 1090:0.04 1091:0.04 		bao_nhiêu công_sức tiền_của để đập phá dọn_dẹp lại vỉa_hè giờ mà thêm cái qđ này nữa khác_gì bữa giờ ném_tiền_qua_cửa_sổ 
197 2 78:0.03 121:0.05 178:0.06 181:0.06 365:0.04 413:0.11 517:0.06 1092:0.07 1093:0.07 1094:0.07 		vỉa_hè rộng quá thì mở_rộng thêm đường giải_quyết ùn ứ tắc đường 
198 2 49:0.01 61:0.02 96:0.02 128:0.01 278:0.02 281:0.01 294:0.03 310:0.02 364:0.02 1095:0.03 1096:0.03 1097:0.03 1098:0.03 1099:0.03 1100:0.03 		ai bảo_đảm sẽ không tái_diễn cảnh lấn_chiếm lòng lề_đường nữa ? và người đi bộ lại phải xuống lòng_đường tôi không đồng_ý dự_thảo này 
199 2 487:0.1 573:0.04 1036:0.05 1072:0.05 1074:0.05 1098:0.05 1101:0.06 		không nên rất khó kiểm_soát tiêu_cực đã cấm là cấm hẵn lề_đường để giao_thông 
200 2 21:0.03 49:0.01 66:0.03 109:0.02 116:0.06 322:0.02 365:0.01 412:0.02 463:0.02 555:0.02 779:0.02 868:0.03 1013:0.03 1102:0.03 1103:0.06 1104:0.03 1105:0.03 1106:0.03 		phản_đối sử_dụng vỉa_hè 3m kẻ sơn cho bán hàng rong đã làm thì làm cho tới nơi trước kẻ sơn cho để xe rồi kết_cục thế_nào mọi người đều đã biết
