1 1 1:0.35 2:0.34 4:0.54 5:0.4 7:0.6 8:0.6 10:0.6 11:0.6 13:0.45 		thật tuyệt_vời vì chủ_quyền đất_nước tôi sẵn_sàng đóng_góp và hy_sinh xương_máu để bảo_vệ 
120 2 636:0.48 647:0.45 693:0.54 		quy_định thời_gian là chưa phù_hợp
121 2 64:0.43 78:0.27 220:0.37 262:0.37 307:0.48 452:0.48 550:0.45 595:0.72 607:0.51 612:0.43 695:0.6 696:0.6 697:0.51 		quá nhiều điều phức_tạp kêu_gọi người_dân đóng bảo_hiểm 100 nhưng   làm_khó người_bệnh thất_vọng và không tin nổi vào bảo_hiểm
122 2 78:0.27 128:0.28 567:0.4 684:0.48 698:0.51 699:0.6 		ôi bảo_hiểm_y_tế ngao_ngán quá đi thôi 
123 2 216:0.54 219:0.54 405:0.54 700:0.6 701:0.6 702:0.6 703:0.6 704:0.6 		nói_tóm_lại điều_luật này không sát tình_hình thực_tế không hợp_tình không hợp hoàn_cảnh
124 2 21:0.21 136:0.31 189:0.76 449:0.91 541:0.51 567:0.64 596:0.48 604:0.54 612:0.43 620:0.54 684:0.48 698:0.51 705:0.6 706:0.45 707:0.6 709:0.6 710:0.6 711:0.45 		bảo_hiểm_y_tế còn nhiều nhiêu_khê lắm cứ lòng_vòng chuyển tuyến bệnh_viện tuyến dưới không tìm ra bệnh đến khi lên đến tuyến trên thì ôi thôi rồi giai_đoạn cuối chỉ khổ cho người_bệnh thôi 
125 2 136:0.31 668:0.54 712:0.6 713:0.6 714:0.6 715:0.6 716:0.6 717:0.6 		chờ kq xn máu đã 3h rồi còn gì rõ chán
126 2 683:0.51 718:0.51 		bó_tay cạn_lời
127 2 50:0.45 706:0.72 719:0.6 		thật_sự đau_đầu lắm lắm 
128 2 1:0.35 128:0.28 459:0.81 596:0.48 614:0.86 647:0.45 667:0.76 711:0.45 720:0.54 721:0.86 722:0.6 723:0.6 		thật khổ với cái quy_định này đã đi cấp_cứu vì bệnh thì ít có trường_hợp dưới 4 tiếng chỉ có trường_hợp cấp_cứu vì tai_nạn thì may_ra dưới 4 tiếng 
129 2 112:0.37 122:0.37 126:0.54 262:0.37 279:0.35 323:0.43 329:0.36 423:0.43 438:0.36 590:0.39 595:0.45 625:0.48 667:0.76 724:0.6 725:0.48 		  đã là bảo_hiểm cấp_cứu ai mà chọn giờ cấp_cứu được không biết các bác nhà mình nghĩ sao về vấn_đề này nửa 
130 2 78:0.27 549:0.42 550:0.45 726:0.54 727:0.54 728:0.6 		không hiểu nổi trung quốc quá vô_lối
131 2 78:0.27 222:0.51 729:0.6 730:0.6 731:0.6 		quá phẫn_nộ hành_động coi_thường pháp_luật 
132 2 142:0.42 528:0.51 732:0.86 733:0.6 734:0.6 735:0.54 		đánh nhau là gây_rối đánh phụ_nữ là không_thể chấp_nhận 
133 2 90:0.54 142:0.42 528:0.51 732:0.54 735:0.54 		không_thể chấp_nhận việc đánh phụ_nữ như_thế được 
134 2 36:0.48 66:0.3 132:0.31 279:0.35 311:0.59 318:0.39 338:0.69 736:0.6 737:0.54 738:0.6 739:0.54 740:0.76 741:0.54 742:0.6 743:0.6 744:0.6 		ai đồng_ý xóa lịch âm và gộp tết cổ_truyền và tết tây làm một thì kệ chứ em nói thật_là em không đồng_ý như_vậy
135 2 21:0.21 49:0.28 142:0.42 171:0.51 189:0.48 197:0.39 214:0.54 241:0.54 318:0.39 416:0.43 737:0.54 739:0.54 740:0.48 741:0.54 745:0.48 746:0.6 747:0.6 748:0.54 749:0.6 750:0.6 751:0.6 752:0.6 754:0.6 756:0.6 757:0.6 758:0.54 		tôi nói không với việc đổi gộp lịch nét truyền_thống văn_hoá đón tết_âm_lịch không_thể mai_một trong tôi dù tôi đã hơn_nữa đời người nơi đất_khách_quê_người tôi đang cố_gắng dạy cho con tôi nhớ đến ngày tết cổ_truyền đây 
136 2 20:0.51 121:0.42 309:0.51 505:0.81 529:0.51 555:0.39 643:0.43 759:0.6 760:0.6 761:0.6 762:0.6 763:0.6 764:0.6 765:0.6 766:0.6 767:0.6 		không cần_thiết muốn nhanh đầu_tư sân_bay tàu_bay là nhanh có quốc_lộ 1 rồi bay gio xe chạy cũng rần_rần xây thêm phí
137 2 42:0.4 132:0.31 430:0.48 486:0.45 549:0.42 647:0.45 718:0.51 768:0.6 769:0.6 770:0.6 771:0.54 		đọc luật một hồi kết_quả chẳng hiểu là quyền_hạn được quy_định ntn nữa bó_tay
138 2 78:0.27 549:0.42 573:0.42 606:0.54 772:0.6 		quá rườm_rà và cực_kỳ khó hiểu 
139 2 773:0.6 		không ổn 
140 2 262:0.37 279:0.35 282:0.31 366:0.45 697:0.51 774:0.6 775:0.6 		thất_vọng ai sẽ là trục ở châu_á đây ?  
141 2 262:0.37 697:0.51 776:0.6 777:0.6 		tôi đã bảo rồi mà thất_vọng trum  
142 2 567:0.4 778:0.6 		thế_là thôi rồi
143 2 21:0.21 49:0.28 97:0.4 128:0.28 145:0.43 338:0.43 779:0.42 780:0.54 781:0.54 782:0.6 783:0.6 		em phản_đối hôn_nhân đồng_tính vì nó đi ngược_lại cái tạo_hóa đã tạo ra cho mỗi người 
144 2 21:0.33 33:0.54 39:0.37 49:0.91 50:0.45 67:0.42 91:0.34 103:0.54 122:0.37 127:0.66 136:0.49 197:0.62 211:0.31 253:0.45 258:0.54 261:0.45 270:0.48 278:0.39 282:0.49 302:0.54 318:0.39 324:0.51 452:0.48 567:0.4 608:0.51 779:0.42 780:0.54 781:1.41 785:0.6 786:0.86 787:0.86 788:1.2 789:0.6 790:0.6 791:0.86 792:0.95 793:0.6 794:1.2 795:0.54 796:0.6 797:0.6 798:0.6 799:0.95 800:0.6 801:0.95 802:0.54 803:0.6 804:0.6 805:0.6 806:0.6 807:0.6 808:0.6 809:0.6 810:0.6 811:0.95 812:0.6 813:0.6 814:0.6 815:0.6 816:0.6 817:0.6 818:0.6 819:0.6 821:0.6 822:0.6 823:0.6 824:0.6 		nếu phản_đối hôn_nhân đồng_tính tôi là người đầu_tiên làm_việc này thật_sự mà nói 100 người đồng_tính hiện_nay thì được bao_nhiêu người là bị đồng_tính từ nhỏ ? còn bao_nhiêu người là bị dụ_dỗ ? tôi khẳng_định là hơn 95 số người bị đồng_tính là bị dụ_dỗ nhiều người trẻ mới lớn còn bị lơ_mơ về giới_tính hay những người yếu bản_lĩnh bị dụ_dỗ và đã trả thành_đồng tính giới_tính thứ_ba đang gây rất nhiều bức_xúc cho xã_hội hiện_nay nếu_không lên_tiếng cản_ngăn rồi_đây khoảng 10 20 năm nữa thôi giới_tính thứ_ba sẽ chiếm tỉ_lệ rất lớn trong xã_hội chúng_ta mà những người đồng_tính nhiều nhất lại hoạt_động chủ_yếu trong giới nghệ_sĩ như ca_sĩ diễn_viên bọn họ rất dễ khiến cho giới trẻ lầm tưởng và noi theo chúng_ta phải chặn ngay_lập_tức hiện_tượng tệ_hại này 
145 2 83:0.54 122:0.37 779:0.42 825:0.6 826:0.6 827:0.6 828:0.6 829:0.6 830:0.6 		tôi phản_đối nếu hợp_pháp_hoá thì sẽ ảnh_hưởng nghiêm_trọng đền sự tồn_vong của giống_nòi về sau_này 
146 2 831:0.6 832:0.6 		đang ảo_tưởng à 
147 2 13:0.91 21:0.21 49:0.28 145:0.43 247:0.51 259:0.66 311:0.59 318:0.39 486:0.45 567:0.4 680:0.54 802:0.54 833:0.6 834:0.6 835:0.6 836:0.6 837:0.6 838:0.6 839:0.6 		cáu này cần phải tìm_hiểu cho kỹ nếu đã là bảo_vệ vệ thì bảo_vệ khỏi cái gì người bán_dâm có đồng_ý với cách này không nếu_không thì nó là bắt nhốt nói bảo_vệ chỉ là để lách luật thôi tôi không đồng_ý với cách này
148 2 211:0.31 259:0.42 		cách này không hay
149 2 42:0.4 49:0.66 66:0.3 76:0.59 78:0.43 112:0.37 128:0.57 145:0.43 195:0.43 259:0.66 455:0.43 499:0.54 521:0.51 543:0.45 555:0.39 589:0.48 594:0.42 725:0.48 840:0.6 841:0.6 842:0.86 843:0.6 844:0.6 845:0.6 846:0.6 847:0.6 848:0.48 849:0.6 850:0.6 851:0.6 852:0.86 		đọc song thấy buồn quá ước_mơ có được chiếc xe ô_tô của những người trung_lưu việt ngày_càng xa_vời mình dám chắc người đi ô_tô sẽ có cách nghĩ cách làm nhìn xa khác với người đi xe_máy và người đi xe_đạp cứ đà này thấy khả_năng phát_triển nó cứ mờ_mịt quá trời_ơi trời_ơi 
150 2 42:0.4 50:0.72 74:0.54 131:0.66 189:0.48 278:0.39 304:0.54 334:0.48 416:0.43 498:0.54 555:0.39 589:0.48 643:0.43 853:0.6 854:0.54 855:0.6 856:0.6 857:0.6 858:0.6 859:0.6 860:0.95 861:0.54 862:0.54 863:0.6 865:0.6 		ấp_ủ bao năm cố gòng gánh mua 1 con xe tầm 400 trả_góp đọc xog bài báo thật_sự rất nản đến bao_giờ oto được xem như mua chiec xe_máy như bây_giờ thật_sự rất nản 
151 2 21:0.21 542:0.51 862:0.54 866:0.6 867:0.6 		tin_buồn cho thị_trường oto nước_nhà 
152 2 49:0.28 131:0.42 195:0.43 196:0.43 366:0.45 578:0.54 594:0.42 725:0.48 842:0.54 868:0.54 869:0.6 		nghĩ tới việc mua được ô_tô ở việt _ nam mà buồn cả người haiz 
153 2 132:0.31 870:0.6 871:0.6 		một mớ hỗn_độn 
154 2 96:0.42 122:0.37 252:0.48 303:0.45 394:0.51 404:0.48 416:0.43 872:0.36 873:0.48 874:0.42 875:0.48 876:0.6 877:0.6 878:0.6 879:0.54 		sinh_viên hết được miễn giảm vé tàu_hỏa nghe mà nghẹn lòng xin_lỗi bố_mẹ đợt lễ này con không về 
155 2 21:0.21 43:0.45 112:0.59 122:0.59 128:0.28 131:0.84 136:0.31 142:0.42 168:0.54 279:0.35 282:0.31 303:0.72 307:0.48 423:0.69 441:0.48 447:0.66 514:0.48 590:0.39 678:0.54 681:0.48 720:0.86 848:0.48 872:0.57 874:0.66 875:0.48 880:0.51 881:0.76 882:0.6 883:0.81 884:0.95 885:0.6 886:0.54 887:0.42 888:0.6 889:0.95 890:0.54 		tại_sao sinh_viên không được miễn_giảm mua vé tàu_hỏa chứ mỗi khi về quê là mình thường đi tàu nhà không có điều_kiện nên vẫn mua vé tàu cho tiết_kiệm mà cũng đâu phải ít sinh_viên đâu bạn_bè mình quê xa khi được về nhà ai cũng mua nếu không_thể giảm nhiều xin hãy giảm ít giờ học_phí tăng cao kinh_khủng tiết_kiệm khoản này khoản kia để còn đóng học chứ ?
156 2 21:0.21 97:0.4 136:0.31 338:0.43 438:0.36 514:0.48 706:0.45 872:0.36 891:0.6 892:0.6 893:0.54 894:0.6 895:0.6 896:0.6 		thiết_nghĩ đời_sống sinh_viên của con_em nhà_nông còn vất_vả lắm sao lại không tạo điều_kiện cho các em ấy 
157 2 67:0.42 594:0.42 711:0.45 872:0.36 897:0.6 898:0.45 		buồn vg là sinh_viên nghèo lại càng khổ hơn rồi 
158 2 49:0.28 76:0.37 91:0.34 119:0.48 136:0.31 211:0.31 285:0.45 551:0.48 745:0.48 872:0.36 880:0.51 900:0.6 901:1.2 902:0.6 903:0.6 		tôi thấy vô_lý khi còn phân_loại khuyết_tật là khuyết_tật nặng mới được sinh_viên và người khuyết_tật là những đối_tượng hợp_lý để được miễn_giảm không nên sữa đổi điều này không hay 
159 2 313:0.51 590:0.39 872:0.36 898:0.45 		sinh_viên đã nghèo rồi mà giờ không được hỗ_trợ nữa 
160 2 122:0.37 311:0.37 874:0.42 875:0.48 		chuyện về vé tàu_hỏa là không đồng_ý
161 2 21:0.33 76:0.37 152:0.54 338:0.69 514:0.48 638:0.54 848:0.48 872:0.36 881:0.48 893:0.54 905:0.6 906:0.54 907:0.6 908:0.48 909:0.6 910:0.95 		sinh_viên phần_lớn xa quê và là con_em nông_dân công_nhân không có điều_kiện thế_mà không giảm_giá cho các em í @ @ thấy tội cho các em
162 2 66:0.3 101:0.37 136:0.31 147:0.51 548:0.54 681:0.48 898:0.45 911:0.6 912:0.6 913:0.6 914:0.95 915:0.95 916:0.6 917:0.6 918:0.6 		những mặt_hàng nông_nghiệp như phân thuốc_trừ_sâu bình ỗn được chứ dân đang nghèo mùa_màng thất_bát tại_sao còn đưa gạo làm bình ỗn
163 2 21:0.21 38:0.4 360:0.54 401:0.54 438:0.57 874:0.42 908:0.48 919:0.6 920:0.6 921:0.6 922:0.54 923:0.6 		những cái tốt sao hok duy_trì mà_lại hủy_bỏ là sao giảm_giá vé cho sv là việc_làm thiết_thực mà 
164 2 21:0.21 122:0.37 155:0.51 228:0.51 254:0.45 303:0.45 350:0.45 359:0.54 366:0.45 394:0.51 438:0.36 464:0.51 740:0.48 771:0.54 872:0.36 873:0.48 874:0.66 879:0.54 881:0.76 883:0.51 886:0.54 887:0.42 898:0.45 908:0.48 922:1.27 924:0.6 925:0.6 926:0.6 927:0.54 928:0.6 929:0.6 930:1.2 		sinh_viên không được miễn giá vé tàu ntn là không thỏa_đáng đa_số sv đều ở quê ra tp học_tập đa_phần sv là gđ nông nghèo không giảm_giá tàu_xe cho sv về quê các đợt lễ tết và không được học_phí thì tăng vé tàu_xe không giảm thế sv chúng_tôi sao mà đủ tiền tàu_xe 
165 2 132:0.31 252:0.48 311:0.37 625:0.48 872:0.36 874:0.42 880:0.51 883:0.51 931:0.6 932:0.6 		đồng_ý hết nhưng sinh_viên không được miễn_giảm vé tàu là một vấn_đề cần phải xem_xét lại vì_sao 
166 2 15:0.45 21:0.21 78:0.27 128:0.28 136:0.31 278:0.39 282:0.49 441:0.48 447:0.42 681:0.48 795:0.54 873:0.96 927:0.54 933:0.6 935:0.6 936:0.6 937:0.6 938:0.6 939:0.6 940:0.6 941:0.6 942:0.6 		ơ trước năm 45 là chống pháp đa_phần tuổi đã cao sức đã yếu còn đi đâu nữa mà miễn với không miễn ? tại_sao không miễn giãm cho tất_cả các thời_kỳ ? buồn_cười quá 
167 2 21:0.21 38:0.4 96:0.42 282:0.31 329:0.57 343:0.42 438:0.36 501:0.54 581:0.54 594:0.42 706:0.45 791:0.54 848:0.48 872:0.36 881:0.48 898:0.45 943:0.6 944:0.6 945:0.6 946:0.6 947:0.6 		buồn thiết chứ không đội mũ_bảo_hiểm cho những bạn trẻ là tốt nên bắt_buộc sinh_viên xa quê nghèo lắm các bác ạ sao các bác nỡ lòng nào ? 
168 2 5:0.4 39:0.37 49:0.28 68:0.4 113:0.51 127:0.42 184:0.42 251:0.54 299:0.54 303:0.45 313:0.51 455:0.69 505:0.51 558:0.51 693:0.54 721:0.54 726:0.54 727:0.54 740:0.48 872:0.72 873:0.76 874:0.66 875:0.48 908:0.48 948:0.6 949:0.6 950:0.6 951:0.6 952:0.6 953:0.6 954:0.6 956:0.95 957:0.6 958:0.6 959:0.6 960:0.6 961:0.6 962:0.6 963:0.6 964:0.6 965:0.6 966:0.6 		sinh_viên không được miễn giảm vé tàu_hỏa là chính_sách chưa phù_hợp để phát_triển đất_nước sinh_viên là những người cần được ưu_tiên hỗ_trợ phát_triển nước gần chúng_ta nhất trung quốc sinh_viên được miễn giảm_giá vé tầu vào hai lần là đi_về nghỉ_hè và nghỉ tết đề_nghị tăng_cường an_ninh tại các khu_vực bến_xe bến_tàu phòng_chống trộm_cắp cướp_giật lắp thiết_bị ghi_hình ghi tiếng và báo_động nhanh tại các khu_vực này 
169 2 249:0.51 262:0.37 343:0.42 967:0.54 968:0.54 969:0.54 970:0.51 971:0.6 972:0.6 		  thay_đổi mã vùng điện_thoại cố_định không khoa_học tí nào
170 2 21:0.21 253:0.45 278:0.39 552:0.48 745:0.48 970:0.51 973:0.6 974:0.6 975:0.6 976:0.6 977:0.6 		mệt nhất_là chuyện đổi số điện_thoại mới_đầu năm đã hao_tài_tốn_của cho việc in_ấn giấy_tờ rồi 
171 2 21:0.21 76:0.37 211:0.31 253:0.45 269:0.45 276:0.54 277:0.51 343:0.42 635:0.54 745:0.48 978:0.6 		tôi thấy đổi số đt và cho mang thai hộ là không hay chút nào 
172 2 42:0.4 76:0.37 249:0.51 329:0.36 343:0.42 967:0.54 968:0.86 969:0.54 970:0.51 979:0.6 980:0.6 981:0.6 982:0.6 983:0.6 		mã vùng điện_thoại thay_đổi kiểu gì mà đọc vào chả thấy khoa_học không biết_mấy bác phân_chia mã theo quy_luật nào nữa
173 2 123:0.54 129:0.51 131:0.42 199:0.43 254:0.45 338:0.43 447:0.42 593:0.54 887:0.42 984:0.6 985:0.6 986:0.6 987:0.6 		xong tăng lương thì tiền đâu em mua rau thịt ăn đây lại mỳ tôm qua_ngày vậy
174 2 706:0.45 711:0.45 		khổ lắm
175 2 351:0.54 988:0.6 989:0.6 		vô_cùng ngang_ngược và trơ_tráo 
176 2 4:0.54 21:0.21 43:0.45 91:0.34 112:0.75 197:0.39 235:0.54 278:0.39 374:0.54 423:0.69 551:0.48 552:0.48 563:0.51 585:0.51 588:0.54 636:0.48 990:0.6 991:0.6 992:0.6 993:0.6 994:0.6 995:0.6 996:0.6 		vô_lý nhất_là mình có nhà hợp_pháp chủ_quyền tên của mình mà phải tạm_trú trong nhà mình 2 năm mới được nhập hộ_khẩu thời_gian đó thì biết_bao_nhiêu rắc_rối cho con_cháu xin việc học_hành quyền_lợi bị hạn_chế 
177 2 78:0.27 128:0.28 594:0.42 		buồn quá đi 
178 2 78:0.27 96:0.42 199:0.43 887:0.42 997:0.6 998:0.54 999:0.6 1000:0.6 1001:0.54 		lương thấp quá xăng thì cứ tăng vù_vù nãn lòng công_chức 
179 2 21:0.21 121:0.42 220:0.37 279:0.35 282:0.31 543:0.45 643:0.43 711:0.45 852:0.54 887:0.97 998:0.54 1002:0.6 1003:0.6 1004:0.6 1005:0.6 1006:0.95 1007:0.6 		trời_ơi tăng cái nọ lại tăng thêm 1 loạt các thứ khác ? xăng tăng điện tăng kêu lỗ cái khổ của người_dân thì ai kêu cho đây 
180 2 76:0.37 199:0.43 404:0.48 430:0.48 594:0.42 613:0.54 651:0.48 887:0.42 1001:0.54 1009:0.6 1011:0.6 1012:0.6 1013:0.54 1014:0.6 		nghe lương tăng mà thấy buồn bởi chẳng thấm_tháp gì so với chi_tiêu tối thiếu hàng tháng của các gia_đình công_chức 
181 2 66:0.3 199:0.43 254:0.45 412:0.48 416:0.43 464:0.51 542:0.51 558:0.51 1015:0.6 1016:0.6 1017:0.6 1018:0.6 1019:0.6 		lương và giá_cả thị_trường làm thế_nào để đủ tiền nuôi hai đứa con mà không phải vay nợ 
182 2 199:0.43 330:0.45 457:0.51 887:0.42 		lương ơi đừng tăng nữa 
183 2 282:0.49 365:0.34 551:0.48 585:0.81 589:0.48 643:0.43 906:0.54 1020:0.6 1021:0.6 1022:0.86 1023:0.95 1024:0.95 1025:0.6 1026:0.6 1027:0.6 1028:0.54 		vô_lý hình_ảnh rạp công_nhân sau khi đập 2 bậc thềm nhưng thay vào đó là 1 dãy xe_máy đậu trên vỉa_hè ? vậy mục_đích của việc đập 2 bậc thềm là gì ?
184 2 211:0.31 261:0.45 365:0.34 543:0.45 672:0.43 779:0.42 1029:0.51 		tôi phản_đối lấy vỉa_hè kinh_doanh hay làm_việc khác
185 2 91:0.54 361:0.45 447:0.42 590:0.39 655:0.54 698:0.51 1030:0.6 1031:0.6 1032:0.6 1033:0.6 		ôi không được đâu mới khó_khăn mới dẹp được giờ mà bày ra là tùm_lum liền hà 
186 2 1:0.35 486:0.45 487:0.81 549:0.42 573:0.42 779:0.42 1034:0.6 1035:0.6 1036:0.54 1037:0.6 		quyết_định thật khó hiểu tôi phản_đối việc này vi_phạm luật giao_thông đường_bộ đã cấm là cấm 
187 2 21:0.33 45:0.25 66:0.3 136:0.49 262:0.37 282:0.31 293:0.86 365:0.54 431:0.54 438:0.36 546:0.54 555:0.62 567:0.4 651:0.48 672:0.69 748:0.54 786:0.54 1038:0.6 1039:0.6 1040:0.54 1041:0.6 1042:0.6 1043:0.54 		  nếu cho kinh_doanh vỉa_hè rồi lại lộn_xộn thôi văn_hoá vỉa_hè sẽ tồn_tại mãi thế_này sao ? tận_dụng làm chỗ đỗ xe thì còn có_lý vì chỗ để xe hiện_nay rất thiếu còn cho thuê kinh_doanh là tôi không ủng_hộ 
188 2 91:0.34 550:0.45 861:0.54 1040:0.54 1044:0.54 1045:0.6 		lại bát_nháo thế_này bao_giờ mới khá nổi 
189 2 21:0.33 136:0.31 365:0.34 544:0.54 1029:0.51 1043:0.54 1046:0.54 1047:0.6 1048:0.6 1049:0.6 1050:0.6 1051:0.6 1052:0.6 		đã dọn_dẹp vỉa_hè để lấy lại không_gian đi_lại cho rộng_rãi vậy_mà còn đề suất cho thuê gì nữa vậy trời 
190 2 21:0.21 49:0.28 128:0.28 279:0.35 311:0.37 361:0.45 364:0.48 672:0.69 1053:0.6 1054:0.6 		cho kinh_doanh rồi ai quản_lý nỗi nếu người kinh_doanh lấn_chiếm dẹp đi không đồng_ý
191 2 21:0.21 109:0.51 361:0.72 457:0.51 554:0.54 718:0.51 1055:0.6 1056:0.6 		dẹp rồi lại cho bán trở_lại bó_tay vậy_thì đừng có dẹp làm_gì 
192 2 21:0.21 67:0.42 91:0.54 157:0.54 268:0.54 323:0.43 365:0.34 672:0.43 758:0.54 1057:0.6 1058:0.54 		không biết nói_gì hơn mới được mấy ngày mà đã có đề_xuất mới dứt_khoát không cho kinh_doanh vỉa_hè 
193 2 683:0.51 		cạn_lời
194 2 15:0.45 21:0.21 49:0.57 66:0.3 76:0.37 78:0.43 94:0.54 96:0.42 121:0.42 128:0.28 136:0.49 190:0.37 220:0.37 253:0.45 261:0.45 277:0.51 278:0.39 342:0.51 365:0.54 367:0.54 382:0.54 438:0.36 442:0.54 463:0.51 625:0.48 672:0.43 725:0.48 779:0.42 890:0.86 1028:0.54 1044:0.54 1058:0.54 1059:0.6 1060:0.6 1061:0.6 1062:0.6 1063:0.6 1064:0.6 1065:0.6 1066:0.6 1067:0.6 1068:0.6 1069:0.6 1070:0.6 1071:0.6 1072:0.54 1073:0.6 1074:0.54 1075:0.6 1076:0.6 1077:0.6 		phản_đối đề_xuất kinh_doanh trên vỉa_hè khi ý_thức người_dân còn quá kém kèm theo lòng tham tâm_lý số đông khi sử_dụng hộ này chật quá để thêm vật_dụng ra ngoài nghĩ cũng không sao người này thấy người kia để được cũng làm theo người người_làm theo cán_bộ đi kiểm_tra rất mỏng còn rất nhiều vấn_đề phát_sinh vỉa_hè phải dùng đúng mục_đích cho làm_việc này việc kia sẽ sinh_ra tiêu_cực mỹ_quan đô_thị và tất_cả sẽ mất kiểm_soát bát_nháo cho_đến vài chục năm sau 
195 2 324:0.51 327:0.43 361:0.72 365:0.34 384:0.54 438:0.36 549:0.42 573:0.42 643:0.43 854:0.54 1029:0.51 1078:0.6 1079:0.6 1080:0.6 1081:0.54 1082:0.6 1083:0.6 1084:0.6 1085:0.6 		không hiểu sao lại nảy ra ý_định này đã dẹp là dẹp hẳn luôn tốn bao công_sức để lấy lại vỉa_hè rồi loanh_quanh sẽ khó mà trở_thành 1 góc nhỏ của singapo 
196 2 121:0.42 365:0.34 590:0.62 787:0.54 1022:0.54 1046:0.54 1081:0.54 1086:0.6 1087:0.6 1088:0.6 1089:0.6 1090:0.6 1091:0.6 		bao_nhiêu công_sức tiền_của để đập phá dọn_dẹp lại vỉa_hè giờ mà thêm cái qđ này nữa khác_gì bữa giờ ném_tiền_qua_cửa_sổ 
197 2 78:0.27 121:0.42 178:0.54 181:0.54 365:0.34 413:0.72 517:0.51 1092:0.6 1093:0.6 1094:0.6 		vỉa_hè rộng quá thì mở_rộng thêm đường giải_quyết ùn ứ tắc đường 
198 2 49:0.28 61:0.45 96:0.42 128:0.28 279:0.35 282:0.31 295:0.54 311:0.37 364:0.48 1095:0.6 1096:0.6 1097:0.6 1098:0.54 1099:0.6 1100:0.6 		ai bảo_đảm sẽ không tái_diễn cảnh lấn_chiếm lòng lề_đường nữa ? và người đi bộ lại phải xuống lòng_đường tôi không đồng_ý dự_thảo này 
199 2 487:0.81 573:0.42 1036:0.54 1072:0.54 1074:0.54 1098:0.54 1101:0.6 		không nên rất khó kiểm_soát tiêu_cực đã cấm là cấm hẵn lề_đường để giao_thông 
200 2 21:0.42 49:0.28 66:0.47 109:0.51 116:0.86 323:0.43 365:0.34 412:0.48 463:0.51 555:0.39 779:0.42 868:0.54 1013:0.54 1102:0.6 1103:0.95 1104:0.6 1105:0.6 1106:0.6 		phản_đối sử_dụng vỉa_hè 3m kẻ sơn cho bán hàng rong đã làm thì làm cho tới nơi trước kẻ sơn cho để xe rồi kết_cục thế_nào mọi người đều đã biết
