1 1 1:0.09398836758205759 2:0.09131435962725405 4:0.1538461595773697 5:0.10753385082687394 7:0.17700231395261756 8:0.17700231395261756 10:0.17700231395261756 11:0.17700231395261756 13:0.12323538853918059 		thật tuyệt_vời vì chủ_quyền đất_nước tôi sẵn_sàng đóng_góp và hy_sinh xương_máu để bảo_vệ 
99 1 43:0.09423882337035887 45:0.05115683691156952 122:0.07653117650062916 186:0.08564305629010227 408:0.11764705926179886 454:0.11764705926179886 520:0.11764705926179886 521:0.10728874889246401 522:0.11764705926179886 523:0.13535470613152858 524:0.13535470613152858 525:0.13535470613152858 		rất nhân_văn xin ủng_hộ chủ_trương của đà nẵng và mong những cô_gái lầm_đường_lạc_lối sớm về với cộng_đồng 
100 1 2:0.07913911285621812 39:0.08673533756786554 195:0.10152525387584216 196:0.10152525387584216 230:0.10680400499212679 256:0.13333334028720856 503:0.13333334028720856 521:0.12159392130010342 522:0.13333334028720856 526:0.15340200771146983 527:0.15340200771146983 		phải công_nhận là trên cả tuyệt_vời đà nẵng là thành_phố đáng sống nhất việt nam cơ_mà 
101 2 142:0.7279659757539847 528:0.9119543621886493 		không_thể chấp_nhận
102 2 39:0.05204119866334779 132:0.13162919861882486 197:0.05387149758218362 220:0.05204119866334779 277:0.05387149758218362 319:0.07295634734439048 349:0.06408239822076524 404:0.0679587986544432 435:0.07295634734439048 529:0.07295634734439048 530:0.09204119776927812 531:0.09204119776927812 532:0.09204119776927812 533:0.09204119776927812 534:0.09204119776927812 535:0.09204119776927812 536:0.09204119776927812 537:0.09204119776927812 538:0.09204119776927812 539:0.09204119776927812 		người_dân chúng_tôi muốn nghe một lời giải_thích hoặc đính_chính của ngành đường_sắt nếu đây là một sự_thật thì quả_là một ý_tưởng siêu rồ_dại nhất trong năm 2016
103 2 128:0.0466100340485751 129:0.08685279801667839 184:0.06933009422032453 262:0.061953810471312064 438:0.05998272999174164 447:0.06933009422032453 540:0.10957285897733357 541:0.08685279801667839 542:0.08685279801667839 543:0.15257714487320523 544:0.095238097012043 545:0.10957285897733357 546:0.095238097012043 547:0.10957285897733357 548:0.095238097012043 		  sao không chủ_động tìm thị_trường các nước khác mà suất khẩu đi ăn mãi được đâu mà_còn các mặt_hàng khác nữa chứ 
104 2 549:0.4853106649660409 550:0.5340200130243569 		không hiểu nổi 
105 2 13:0.12323538853918059 21:0.055480493982610624 300:0.1538461595773697 308:0.14030067633255333 430:0.13069000520212182 551:0.13069000520212182 552:0.13069000520212182 553:0.3540046279052351 554:0.1538461595773697 		cái vô_lý nhất_là phí bảo_vệ môi_trường thu nhiều và chẳng làm_gì cho môi_trường cả 
106 2 1:0.040728293225790455 21:0.024041547750711562 118:0.1132646728629473 121:0.048531067581357924 128:0.06525404985581752 131:0.048531067581357924 132:0.03656366900721239 136:0.03568603739457836 247:0.06079696065005171 254:0.10680400499212679 278:0.040728293225790455 284:0.053402002496063396 322:0.10152525387584216 555:0.13467874897263335 556:0.12159392130010342 557:0.12159392130010342 558:0.06079696065005171 559:0.15340200771146983 560:0.07670100385573492 563:0.06079696065005171 564:0.07670100385573492 		xe chính chủ thật không hợp_lý hai vợ chông tôi có một chiếc xe lúc tôi đi lúc vợ đi không biết để tên ai chính chủ cũng không biết làm_sao cho khỏi bị phạt tiền không có tiền mua thêm xe còn bị phạt nữa
107 2 447:0.17128611258020454 529:0.10728874889246401 552:0.09993941239206913 555:0.07922279262793004 556:0.10728874889246401 557:0.10728874889246401 565:0.13535470613152858 566:0.11764705926179886 567:0.08223176552233942 568:0.10728874889246401 569:0.11764705926179886 		rầu nhất_là cái vụ xe không chính chủ thôi nhiều khi đâu phải muốn sang_tên là sang đâu 
108 2 79:0.04676689097841953 118:0.043563334012514526 132:0.028125898136157314 261:0.041078461851703774 262:0.03335974391352517 264:0.03453301249276273 269:0.041078461851703774 281:0.028125898136157314 412:0.043563334012514526 543:0.041078461851703774 555:0.10359903998687532 568:0.04676689097841953 569:0.05128205195069313 570:0.059000769888871735 571:0.059000769888871735 572:0.059000769888871735 573:0.03733158898695286 575:0.11800153977774347 576:0.059000769888871735 577:0.059000769888871735 578:0.05128205195069313 579:0.059000769888871735 580:0.059000769888871735 581:0.05128205195069313 582:0.059000769888871735 583:0.059000769888871735 584:0.05128205195069313 		không đồng_tình với việc phạt hành_vi không sang_tên xe mô_tô xe_gắn_máy khó có_thể chứng_minh được lỗi này ví _ dụ như tôi mượn xe của một ông bạn giàu_có dư xe để mang sang tỉnh khác làm_việc thì chứng_minh thế_nào đây ?  
109 2 50:0.05167935301880174 128:0.06314907533015968 211:0.03373411105895657 278:0.03941447408501311 281:0.07076838582694132 284:0.05167935301880174 555:0.043444755790975544 556:0.05883576354905106 557:0.05883576354905106 563:0.05883576354905106 566:0.06451612710952759 568:0.05883576354905106 573:0.046965545423155355 585:0.11767152709810212 586:0.07422677184154657 587:0.07422677184154657 588:0.06451612710952759 589:0.05480548237750861 590:0.043444755790975544 591:0.07422677184154657 592:0.07422677184154657 		thật_sự là cái vụ sang_tên chính chủ không được hợp_lý 2 chị_em có cái xe lúc chị đi lúc tôi đi để tên ai cũng khó hay hộ_khẩu với xe_máy giờ là 2 vật bất_ly_thân ? ?
110 2 567:0.6989700043360189 593:1.0 		thôi xong
111 2 21:0.032294614617052894 61:0.02391134259741935 62:0.027222517640464395 68:0.020864775763040456 76:0.019418357692119644 91:0.035435420993816864 101:0.019418357692119644 119:0.02535776066834016 128:0.029218229074584913 142:0.021730327128498688 162:0.02985074557363987 186:0.021730327128498688 197:0.020101305049258163 342:0.021730327128498688 366:0.02391134259741935 449:0.07173402928429268 508:0.02985074557363987 517:0.027222517640464395 518:0.02985074557363987 584:0.02985074557363987 594:0.021730327128498688 595:0.02391134259741935 596:0.0760732835873096 597:0.03434373047893958 598:0.06868746095787916 599:0.03434373047893958 600:0.03434373047893958 601:0.02985074557363987 602:0.02985074557363987 603:0.03434373047893958 604:0.02985074557363987 605:0.03434373047893958 606:0.02985074557363987 607:0.027222517640464395 608:0.027222517640464395 609:0.03434373047893958 610:0.03434373047893958 611:0.03434373047893958 612:0.022729532735164686 613:0.02985074557363987 614:0.05970149114727974 615:0.03434373047893958 616:0.03434373047893958 617:0.03434373047893958 618:0.03434373047893958 619:0.02985074557363987 620:0.02985074557363987 621:0.03434373047893958 622:0.03434373047893958 		rất buồn với chính_sách bảo_hiểm những bệnh nặng như các bệnh ung_thư v v các bệnh mà tuyến huyện tuyến tỉnh trình_độ bác_sĩ ở đây không_thể điều_trị và chữa được nhưng bệnh_viện rất khoát không cho đi mà nếu đi được thì thủ_tục cực_kỳ phức_tạp gây ra muôn_vàn những khổ_cực cho người_nhà người_bệnh gia_đình nào có trong trường_hợp này mới thấy cơ_cực thậm trí có những trường_hợp sắp chết mới cho người_ta chuyển viện tuyến trên tôi rất mong bộ y_tế vào_cuộc giải_quyết giúp dân
112 2 49:0.04255698760956857 112:0.05656652260424145 423:0.06621211987300626 623:0.10004478428365239 624:0.10004478428365239 625:0.07386826243399135 626:0.10004478428365239 627:0.08695652335882187 628:0.10004478428365239 629:0.10004478428365239 630:0.10004478428365239 631:0.10004478428365239 632:0.10004478428365239 633:0.20008956856730478 634:0.10004478428365239 		cố_chấp giữ lại có vấn_đề gì hãng sẽ không chịu trách_nhiệm vì đã thông_báo thu_hồi rồi lỡ xui hại mình hại người cháy nhà 
113 2 21:0.01567926974651472 54:0.043478261679410934 91:0.025806231587893285 97:0.030390000754580423 122:0.028283261302120725 136:0.02327350186833312 205:0.08695652335882187 284:0.034827391764535975 319:0.03965019039891839 328:0.027383420213621182 342:0.03165069518753946 596:0.03693413121699567 601:0.043478261679410934 602:0.1304347813129425 612:0.03310605993650313 635:0.043478261679410934 636:0.11080239048640879 637:0.050022392141826195 638:0.043478261679410934 639:0.10004478428365239 640:0.10004478428365239 641:0.050022392141826195 643:0.06621211987300626 644:0.050022392141826195 645:0.050022392141826195 646:0.10004478428365239 647:0.034827391764535975 648:0.043478261679410934 649:0.050022392141826195 650:0.050022392141826195 651:0.03693413121699567 652:0.050022392141826195 653:0.050022392141826195 654:0.050022392141826195 		không hợp_lý chút nào thời_gian điều_trị còn phụ_thuộc phần_lớn vào phương_pháp kĩ_thuật của bác_sĩ và máy_móc y_học nữa cùng 1 loại bệnh nếu điều_trị bằng các phương_pháp và kĩ_thuật máy_móc khác_nhau cũng sẽ khác_nhau về thời_gian điều_trị quy_định mới này có_thể tạo cơ_hội cho 1 bộ_phận y bác sỹ thiếu y_đức sẽ sách_nhiễu người_bệnh hoặc kéo_dài thời_gian 
114 2 21:0.06138266996316361 49:0.062477278363238575 62:0.038806567374963574 68:0.05948680699601331 78:0.019591887409099142 97:0.029743403498006655 128:0.020825758846687192 132:0.02333851017605184 143:0.042553190141916275 155:0.038806567374963574 278:0.025996780731053954 281:0.04667702035210368 326:0.03240167405300876 341:0.038806567374963574 390:0.042553190141916275 435:0.038806567374963574 459:0.038806567374963574 590:0.028655051638545845 595:0.2045182962573451 607:0.038806567374963574 608:0.038806567374963574 612:0.03240167405300876 636:0.03614829681996146 648:0.042553190141916275 651:0.03614829681996146 655:0.042553190141916275 656:0.04895808346387109 657:0.04895808346387109 658:0.04895808346387109 659:0.04895808346387109 660:0.04895808346387109 661:0.04895808346387109 662:0.04895808346387109 663:0.04895808346387109 664:0.04895808346387109 665:0.04895808346387109 		chính_sách bảo_hiểm quá phức_tạp gây khó_khăn cho người_bệnh đã thế lại thiếu ổn_định và thực_tiễn ai đi đếm thời_gian 4 giờ đó ? tạo cơ_hội cho cán_bộ ngành y_tế và bảo_hiểm trục_lợi đây mà gọi_là bảo_hiểm ah ? chính_sách cho thì được không cho không được không có một ràng_buộc rõ_ràng giữa người nhận bảo_hiểm và người được bảo_hiểm và phần thiệt luôn là người được bảo_hiểm
115 2 21:0.013356414819983713 39:0.024093148247359447 42:0.025887778131250046 49:0.018126124149648426 66:0.018931044410850924 68:0.025887778131250046 91:0.04396617184356904 95:0.03703703731298447 101:0.024093148247359447 128:0.03625224829929685 136:0.01982557544404903 137:0.03703703731298447 278:0.022626828558385534 306:0.0629248154442345 452:0.0629248154442345 486:0.029667777838226654 550:0.029667777838226654 590:0.024940508883184904 595:0.08900333351467997 619:0.03703703731298447 627:0.03703703731298447 647:0.029667777838226654 666:0.04261166690385168 667:0.09438722316635176 668:0.03703703731298447 669:0.04261166690385168 670:0.04261166690385168 671:0.04261166690385168 672:0.028201458149252744 673:0.04261166690385168 674:0.04261166690385168 675:0.04261166690385168 676:0.04261166690385168 677:0.04261166690385168 678:0.03703703731298447 679:0.04261166690385168 680:0.03703703731298447 681:0.03146240772211725 682:0.04261166690385168 		lúc nguy_hiểm nhất người_ta mới cần cấp_cứu vậy rồi chờ khám rồi mới được vào cấp_cứu thì toi_mạng rồi còn gì luật gì mà kì_cục vậy kinh_doanh trên tính_mạng con_người riết rồi dân ai cũng sợ cái chính_sách dở_hơi này đọc mà tức chịu không nổi hs đi học ép đóng bảo_hiểm 100 người đi làm bắt đóng bảo_hiểm 100 vậy tại_sao bảo_hiểm lại quy_định cho khung giờ cấp_cứu 
116 2 270:0.33979400593052894 590:0.2693574979452667 667:0.33979400593052894 683:0.3647817503111313 		cấp_cứu mà tính giờ cạn_lời 
117 2 259:0.1455931973203046 281:0.10969100293532894 438:0.12596373251340598 541:0.18239087515556565 612:0.15228787514059788 684:0.16989700296526447 686:0.2301030029952 687:0.2301030029952 		bảo_hiểm_y_tế sao cứ tìm cách bắt_chẹt người_bệnh hoài vậy ?
118 2 78:0.23020468434633878 549:0.36398298787699235 573:0.36398298787699235 688:0.5752574989159953 		qui_định khó hiểu quá
119 2 684:0.2427100114694138 689:0.3287185855040054 690:0.3287185855040054 691:0.3287185855040054 		bảo_hiểm_y_tế lại rơi vào vòng luẩn_quẩn rồi
120 2 636:0.33979400593052894 647:0.3204120030401033 693:0.4000000059604645 		quy_định thời_gian là chưa phù_hợp
121 2 64:0.08015151263471833 78:0.04846414443399944 220:0.0684752634398637 262:0.0684752634398637 306:0.08941947457864903 452:0.08941947457864903 550:0.08431894754022312 595:0.16863789508044624 607:0.09599519673507777 612:0.08015151263471833 695:0.12110684277936794 696:0.12110684277936794 697:0.09599519673507777 		quá nhiều điều phức_tạp kêu_gọi người_dân đóng bảo_hiểm 100 nhưng   làm_khó người_bệnh thất_vọng và không tin nổi vào bảo_hiểm
122 2 78:0.153469794137982 128:0.16313512099318983 567:0.23299000838898276 684:0.2831616758282118 698:0.30398479645566906 699:0.3835050107066698 		ôi bảo_hiểm_y_tế ngao_ngán quá đi thôi 
123 2 216:0.20000000298023224 219:0.20000000298023224 405:0.20000000298023224 700:0.2301030029952 701:0.2301030029952 702:0.2301030029952 703:0.2301030029952 704:0.2301030029952 		nói_tóm_lại điều_luật này không sát tình_hình thực_tế không hợp_tình không hợp hoàn_cảnh
124 2 21:0.024870565248915996 136:0.03691658834530938 189:0.11717034469012844 449:0.16573034928122377 541:0.06289340405457618 567:0.09640965541133141 596:0.05858517234506422 604:0.06896551698446274 612:0.05251305941517766 620:0.06896551698446274 684:0.05858517234506422 698:0.06289340405457618 705:0.07934586162386126 706:0.0552434477710284 707:0.07934586162386126 709:0.07934586162386126 710:0.07934586162386126 711:0.0552434477710284 		bảo_hiểm_y_tế còn nhiều nhiêu_khê lắm cứ lòng_vòng chuyển tuyến bệnh_viện tuyến dưới không tìm ra bệnh đến khi lên đến tuyến trên thì ôi thôi rồi giai_đoạn cuối chỉ khổ cho người_bệnh thôi 
125 2 136:0.09732555435527267 668:0.1818181872367859 712:0.2091845512945472 713:0.2091845512945472 714:0.2091845512945472 715:0.2091845512945472 716:0.2091845512945472 717:0.2091845512945472 		chờ kq xn máu đã 3h rồi còn gì rõ chán
126 2 683:0.9119543621886493 718:0.9119543621886493 		bó_tay cạn_lời
127 2 50:0.5340200130243569 706:1.0680400260487137 719:0.7670100214133396 		thật_sự đau_đầu lắm lắm 
128 2 1:0.05818327408609726 128:0.0466100340485751 459:0.17370559603335678 596:0.08090333504675243 614:0.190476194024086 647:0.07628857243660261 667:0.16180667009350486 711:0.07628857243660261 720:0.095238097012043 721:0.190476194024086 722:0.10957285897733357 723:0.10957285897733357 		thật khổ với cái quy_định này đã đi cấp_cứu vì bệnh thì ít có trường_hợp dưới 4 tiếng chỉ có trường_hợp cấp_cứu vì tai_nạn thì may_ra dưới 4 tiếng 
129 2 112:0.05913772883807712 122:0.05913772883807712 126:0.09090909361839294 262:0.05913772883807712 278:0.05553858043014846 322:0.0692217624590291 328:0.05725624290473265 423:0.0692217624590291 438:0.05725624290473265 590:0.0612176140815923 595:0.07282091086695776 625:0.0772259115895123 667:0.1544518231790246 724:0.1045922756472736 725:0.0772259115895123 		  đã là bảo_hiểm cấp_cứu ai mà chọn giờ cấp_cứu được không biết các bác nhà mình nghĩ sao về vấn_đề này nửa 
130 2 78:0.1315455397927372 549:0.2079902880847428 550:0.2288657232779464 726:0.2857142984867096 727:0.2857142984867096 728:0.3287185855040054 		không hiểu nổi trung quốc quá vô_lối
131 2 78:0.18416375022132472 222:0.3647817503111313 729:0.4602060059904 730:0.4602060059904 731:0.4602060059904 		quá phẫn_nộ hành_động coi_thường pháp_luật 
132 2 142:0.2079902880847428 528:0.2605584008446246 732:0.5714285969734192 733:0.3287185855040054 734:0.3287185855040054 735:0.2857142984867096 		đánh nhau là gây_rối đánh phụ_nữ là không_thể chấp_nhận 
133 2 90:0.2857142984867096 142:0.2079902880847428 528:0.2605584008446246 732:0.2857142984867096 735:0.2857142984867096 		không_thể chấp_nhận việc đánh phụ_nữ như_thế được 
134 2 36:0.08494850148263224 66:0.05111382029012512 132:0.05484550146766447 278:0.061092437562815065 310:0.1301030015050839 317:0.06733937448631667 337:0.15228787514059788 736:0.1150515014976 737:0.10000000149011612 738:0.1150515014976 739:0.10000000149011612 740:0.16989700296526447 741:0.10000000149011612 742:0.1150515014976 743:0.1150515014976 744:0.1150515014976 		ai đồng_ý xóa lịch âm và gộp tết cổ_truyền và tết tây làm một thì kệ chứ em nói thật_là em không đồng_ý như_vậy
135 2 21:0.02121312934094907 49:0.02878855001278415 142:0.042821528145051135 171:0.053644374446232004 189:0.049969706196034566 197:0.03961139631396502 214:0.05882352963089943 241:0.05882352963089943 317:0.03961139631396502 416:0.04479055101136714 737:0.05882352963089943 739:0.05882352963089943 740:0.049969706196034566 741:0.05882352963089943 745:0.049969706196034566 746:0.06767735306576429 747:0.06767735306576429 748:0.05882352963089943 749:0.06767735306576429 750:0.06767735306576429 751:0.06767735306576429 752:0.06767735306576429 754:0.06767735306576429 756:0.06767735306576429 757:0.06767735306576429 758:0.05882352963089943 		tôi nói không với việc đổi gộp lịch nét truyền_thống văn_hoá đón tết_âm_lịch không_thể mai_một trong tôi dù tôi đã hơn_nữa đời người nơi đất_khách_quê_người tôi đang cố_gắng dạy cho con tôi nhớ đến ngày tết cổ_truyền đây 
136 2 20:0.08685279801667839 121:0.06933009422032453 308:0.08685279801667839 505:0.17370559603335678 529:0.08685279801667839 555:0.06413273784492894 643:0.07251803605138782 759:0.10957285897733357 760:0.10957285897733357 761:0.10957285897733357 762:0.10957285897733357 763:0.10957285897733357 764:0.10957285897733357 765:0.10957285897733357 766:0.10957285897733357 767:0.10957285897733357 		không cần_thiết muốn nhanh đầu_tư sân_bay tàu_bay là nhanh có quốc_lộ 1 rồi bay gio xe chạy cũng rần_rần xây thêm phí
137 2 42:0.09985286222605899 132:0.07835071871741109 430:0.1213550057347069 486:0.1144328616389732 549:0.1039951440423714 647:0.1144328616389732 718:0.1302792004223123 768:0.1643592927520027 769:0.1643592927520027 770:0.1643592927520027 771:0.1428571492433548 		đọc luật một hồi kết_quả chẳng hiểu là quyền_hạn được quy_định ntn nữa bó_tay
138 2 78:0.153469794137982 549:0.24265533248302046 573:0.24265533248302046 606:0.3333333432674408 772:0.3835050107066698 		quá rườm_rà và cực_kỳ khó hiểu 
139 2 773:1.1505149978319906 		không ổn 
140 2 262:0.1301030015050839 278:0.12218487512563013 281:0.10969100293532894 366:0.16020600152005166 697:0.18239087515556565 774:0.2301030029952 775:0.2301030029952 		thất_vọng ai sẽ là trục ở châu_á đây ?  
141 2 262:0.16262874945799766 697:0.22798859054716233 776:0.28762874945799766 777:0.28762874945799766 		tôi đã bảo rồi mà thất_vọng trum  
142 2 567:0.4659800167779655 778:0.7670100214133396 		thế_là thôi rồi
143 2 21:0.045077899681588506 49:0.06117566854926919 97:0.08737125054200236 128:0.06117566854926919 145:0.09517992054458234 337:0.09517992054458234 779:0.09099574696924809 780:0.125 781:0.125 782:0.14381437472899883 783:0.14381437472899883 		em phản_đối hôn_nhân đồng_tính vì nó đi ngược_lại cái tạo_hóa đã tạo ra cho mỗi người 
144 2 21:0.01639196400909622 33:0.022727273404598236 39:0.01478443220951928 49:0.08898279326901264 50:0.01820522771673944 67:0.016544681760205942 91:0.013489621208066113 103:0.022727273404598236 122:0.01478443220951928 127:0.033089363520411884 136:0.024331388588818167 197:0.03060880704079615 211:0.011883608013177914 253:0.01820522771673944 258:0.022727273404598236 261:0.01820522771673944 270:0.019306477897378074 277:0.015304403520398075 281:0.024929773765875508 301:0.022727273404598236 317:0.015304403520398075 323:0.020726236121977437 452:0.019306477897378074 567:0.015885682390157915 608:0.020726236121977437 779:0.016544681760205942 780:0.022727273404598236 781:0.11363636702299118 785:0.0261480689118184 786:0.04545454680919647 787:0.04545454680919647 788:0.0784442067354552 789:0.0261480689118184 790:0.0261480689118184 791:0.04545454680919647 792:0.0522961378236368 793:0.0261480689118184 794:0.0784442067354552 795:0.022727273404598236 796:0.0261480689118184 797:0.0261480689118184 798:0.0261480689118184 799:0.0522961378236368 800:0.0261480689118184 801:0.0522961378236368 802:0.022727273404598236 803:0.0261480689118184 804:0.0261480689118184 805:0.0261480689118184 806:0.0261480689118184 807:0.0261480689118184 808:0.0261480689118184 809:0.0261480689118184 810:0.0261480689118184 811:0.0522961378236368 812:0.0261480689118184 813:0.0261480689118184 814:0.0261480689118184 815:0.0261480689118184 816:0.0261480689118184 817:0.0261480689118184 818:0.0261480689118184 819:0.0261480689118184 821:0.0261480689118184 822:0.0261480689118184 823:0.0261480689118184 824:0.0261480689118184 		nếu phản_đối hôn_nhân đồng_tính tôi là người đầu_tiên làm_việc này thật_sự mà nói 100 người đồng_tính hiện_nay thì được bao_nhiêu người là bị đồng_tính từ nhỏ ? còn bao_nhiêu người là bị dụ_dỗ ? tôi khẳng_định là hơn 95 số người bị đồng_tính là bị dụ_dỗ nhiều người trẻ mới lớn còn bị lơ_mơ về giới_tính hay những người yếu bản_lĩnh bị dụ_dỗ và đã trả thành_đồng tính giới_tính thứ_ba đang gây rất nhiều bức_xúc cho xã_hội hiện_nay nếu_không lên_tiếng cản_ngăn rồi_đây khoảng 10 20 năm nữa thôi giới_tính thứ_ba sẽ chiếm tỉ_lệ rất lớn trong xã_hội chúng_ta mà những người đồng_tính nhiều nhất lại hoạt_động chủ_yếu trong giới nghệ_sĩ như ca_sĩ diễn_viên bọn họ rất dễ khiến cho giới trẻ lầm tưởng và noi theo chúng_ta phải chặn ngay_lập_tức hiện_tượng tệ_hại này 
145 2 83:0.13333334028720856 122:0.08673533756786554 779:0.09706213516271585 825:0.15340200771146983 826:0.15340200771146983 827:0.15340200771146983 828:0.15340200771146983 829:0.15340200771146983 830:0.15340200771146983 		tôi phản_đối nếu hợp_pháp_hoá thì sẽ ảnh_hưởng nghiêm_trọng đền sự tồn_vong của giống_nòi về sau_này 
146 2 831:0.7670100214133396 832:0.7670100214133396 		đang ảo_tưởng à 
147 2 13:0.1413582380396076 21:0.02121312934094907 49:0.02878855001278415 145:0.04479055101136714 247:0.053644374446232004 259:0.08564305629010227 310:0.07653117650062916 317:0.03961139631396502 486:0.047119411685179434 567:0.04111588276116971 680:0.05882352963089943 802:0.05882352963089943 833:0.06767735306576429 834:0.06767735306576429 835:0.06767735306576429 836:0.06767735306576429 837:0.06767735306576429 838:0.06767735306576429 839:0.06767735306576429 		cáu này cần phải tìm_hiểu cho kỹ nếu đã là bảo_vệ vệ thì bảo_vệ khỏi cái gì người bán_dâm có đồng_ý với cách này không nếu_không thì nó là bắt nhốt nói bảo_vệ chỉ là để lách luật thôi tôi không đồng_ý với cách này
148 2 211:0.26143936849841376 259:0.36398298787699235 		cách này không hay
149 2 42:0.0340960965023101 49:0.09549372295851387 66:0.024933569572844733 76:0.06346487547301644 78:0.0449179855162041 112:0.03173243773650822 128:0.0716202922188854 145:0.03714338224345522 195:0.03714338224345522 259:0.07102106815952573 455:0.03714338224345522 499:0.04878048598766327 521:0.0444855769861318 543:0.0390746324791848 555:0.0328484736459974 589:0.041438291244986686 594:0.035510534079762866 725:0.041438291244986686 840:0.05612268073033985 841:0.05612268073033985 842:0.09756097197532654 843:0.05612268073033985 844:0.05612268073033985 845:0.05612268073033985 846:0.05612268073033985 847:0.05612268073033985 848:0.041438291244986686 849:0.05612268073033985 850:0.05612268073033985 851:0.05612268073033985 852:0.09756097197532654 		đọc song thấy buồn quá ước_mơ có được chiếc xe ô_tô của những người trung_lưu việt ngày_càng xa_vời mình dám chắc người đi ô_tô sẽ có cách nghĩ cách làm nhìn xa khác với người đi xe_máy và người đi xe_đạp cứ đà này thấy khả_năng phát_triển nó cứ mờ_mịt quá trời_ơi trời_ơi 
150 2 42:0.048204827705665705 50:0.1104868955420568 74:0.06896551698446274 131:0.10040909972994484 189:0.05858517234506422 277:0.04644094705656766 303:0.06896551698446274 333:0.05858517234506422 416:0.05251305941517766 498:0.06896551698446274 555:0.04644094705656766 589:0.05858517234506422 643:0.05251305941517766 853:0.07934586162386126 854:0.06896551698446274 855:0.07934586162386126 856:0.07934586162386126 857:0.07934586162386126 858:0.07934586162386126 859:0.07934586162386126 860:0.15869172324772252 861:0.06896551698446274 862:0.06896551698446274 863:0.07934586162386126 865:0.07934586162386126 		ấp_ủ bao năm cố gòng gánh mua 1 con xe tầm 400 trả_góp đọc xog bài báo thật_sự rất nản đến bao_giờ oto được xem như mua chiec xe_máy như bây_giờ thật_sự rất nản 
151 2 21:0.14424928113056498 542:0.3647817503111313 862:0.4000000059604645 866:0.4602060059904 867:0.4602060059904 		tin_buồn cho thị_trường oto nước_nhà 
152 2 49:0.06525404985581752 131:0.09706213516271585 195:0.10152525387584216 196:0.10152525387584216 366:0.10680400499212679 578:0.13333334028720856 594:0.09706213516271585 725:0.1132646728629473 842:0.13333334028720856 868:0.13333334028720856 869:0.15340200771146983 		nghĩ tới việc mua được ô_tô ở việt _ nam mà buồn cả người haiz 
153 2 132:0.36563668189950743 870:0.7670100214133396 871:0.7670100214133396 		một mớ hỗn_độn 
154 2 96:0.07662799801871094 122:0.0684752634398637 252:0.08941947457864903 302:0.08431894754022312 394:0.09599519673507777 404:0.08941947457864903 416:0.08015151263471833 872:0.06629670082889634 873:0.08941947457864903 874:0.07662799801871094 875:0.08941947457864903 876:0.12110684277936794 877:0.12110684277936794 878:0.12110684277936794 879:0.10526315867900848 		sinh_viên hết được miễn giảm vé tàu_hỏa nghe mà nghẹn lòng xin_lỗi bố_mẹ đợt lễ này con không về 
155 2 21:0.013870123495652656 43:0.030808847134795148 112:0.050039617081966366 122:0.050039617081966366 128:0.018823283331766288 131:0.08399607454267279 136:0.020588098190085575 142:0.02799869241818579 168:0.03846153989434242 278:0.023497091895514396 281:0.021094424112906515 302:0.061617694269590295 306:0.032672501300530454 423:0.05857226097865273 441:0.032672501300530454 447:0.05599738483637158 514:0.032672501300530454 590:0.02589975999671883 678:0.03846153989434242 681:0.032672501300530454 720:0.07692307978868484 848:0.032672501300530454 872:0.04844759051112106 874:0.05599738483637158 875:0.032672501300530454 880:0.03507516908313833 881:0.06534500260106091 882:0.04425057848815439 883:0.07015033816627667 884:0.08850115697630878 885:0.04425057848815439 886:0.03846153989434242 887:0.02799869241818579 888:0.04425057848815439 889:0.08850115697630878 890:0.03846153989434242 		tại_sao sinh_viên không được miễn_giảm mua vé tàu_hỏa chứ mỗi khi về quê là mình thường đi tàu nhà không có điều_kiện nên vẫn mua vé tàu cho tiết_kiệm mà cũng đâu phải ít sinh_viên đâu bạn_bè mình quê xa khi được về nhà ai cũng mua nếu không_thể giảm nhiều xin hãy giảm ít giờ học_phí tăng cao kinh_khủng tiết_kiệm khoản này khoản kia để còn đóng học chứ ?
156 2 21:0.04006924445995114 97:0.07766333439375013 136:0.0594767263321471 337:0.08460437444775823 438:0.06997985087494614 514:0.09438722316635176 706:0.08900333351467997 872:0.06997985087494614 891:0.12783500071155504 892:0.12783500071155504 893:0.1111111119389534 894:0.12783500071155504 895:0.12783500071155504 896:0.12783500071155504 		thiết_nghĩ đời_sống sinh_viên của con_em nhà_nông còn vất_vả lắm sao lại không tạo điều_kiện cho các em ấy 
157 2 67:0.1455931973203046 594:0.1455931973203046 711:0.16020600152005166 872:0.12596373251340598 897:0.2301030029952 898:0.16020600152005166 		buồn vg là sinh_viên nghèo lại càng khổ hơn rồi 
158 2 49:0.037646566663532575 76:0.050039617081966366 91:0.045657179813627026 119:0.06534500260106091 136:0.04117619638017115 211:0.040221442805813724 284:0.061617694269590295 551:0.06534500260106091 745:0.06534500260106091 872:0.04844759051112106 880:0.07015033816627667 900:0.08850115697630878 901:0.2655034623569216 902:0.08850115697630878 903:0.08850115697630878 		tôi thấy vô_lý khi còn phân_loại khuyết_tật là khuyết_tật nặng mới được sinh_viên và người khuyết_tật là những đối_tượng hợp_lý để được miễn_giảm không nên sữa đổi điều này không hay 
159 2 312:0.18239087515556565 590:0.13467874897263335 872:0.12596373251340598 898:0.16020600152005166 		sinh_viên đã nghèo rồi mà giờ không được hỗ_trợ nữa 
