1 1 1:0.35 2:0.34 4:0.54 5:0.4 7:0.6 8:0.6 10:0.6 11:0.6 13:0.45 		thật tuyệt_vời vì chủ_quyền đất_nước tôi sẵn_sàng đóng_góp và hy_sinh xương_máu để bảo_vệ 
108 2 42:0.48 210:0.42 273:0.37 469:0.48 554:0.45 571:0.43 720:0.36 721:0.48 722:0.42 723:0.48 724:0.6 725:0.6 726:0.6 727:0.51 728:0.54 		sinh_viên hết được miễn giảm vé tàu_hỏa nghe mà nghẹn lòng xin_lỗi bố_mẹ đợt lễ này con không về 
109 1 88:0.23 729:0.51 		ủng_hộ ạ
110 2 14:0.42 23:0.21 68:0.45 79:0.28 82:0.66 129:0.35 136:0.84 138:0.31 177:0.31 187:0.39 267:0.59 273:0.59 297:0.69 361:0.54 388:0.54 390:0.48 393:0.48 505:0.86 554:0.72 679:0.48 720:0.57 722:0.66 723:0.48 730:0.51 731:0.76 732:0.6 733:0.81 734:0.48 735:0.95 736:0.6 737:0.54 738:0.42 739:0.48 740:0.6 741:0.95 742:0.54 		tại_sao sinh_viên không được miễn_giảm mua vé tàu_hỏa chứ mỗi khi về quê là mình thường đi tàu nhà không có điều_kiện nên vẫn mua vé tàu cho tiết_kiệm mà cũng đâu phải ít sinh_viên đâu bạn_bè mình quê xa khi được về nhà ai cũng mua nếu không_thể giảm nhiều xin hãy giảm ít giờ học_phí tăng cao kinh_khủng tiết_kiệm khoản này khoản kia để còn đóng học chứ ?
111 1 88:0.23 142:0.45 143:0.42 179:0.48 299:0.51 302:0.43 503:0.51 743:0.95 744:0.6 745:0.6 746:0.6 		ủng_hộ anh làm quyết_liệt làm thường_xuyên và mạnh_mẽ hơn cái gì mà thường_xuyên nó sẽ thành thói_quen là văn_hóa 
112 2 23:0.21 70:0.36 138:0.31 211:0.4 484:0.45 536:0.43 720:0.36 734:0.48 747:0.6 748:0.6 749:0.54 750:0.6 751:0.6 752:0.6 		thiết_nghĩ đời_sống sinh_viên của con_em nhà_nông còn vất_vả lắm sao lại không tạo điều_kiện cho các em ấy 
113 1 16:0.51 169:0.62 278:0.42 403:0.51 688:0.39 753:0.6 754:0.6 755:0.54 		rất cám_ơn ông hải ông là tam gương sáng để chúng_ta học_tập
114 2 143:0.42 215:0.42 489:0.45 720:0.36 756:0.6 757:0.45 		buồn vg là sinh_viên nghèo lại càng khổ hơn rồi 
115 1 17:0.45 169:0.39 226:0.45 527:0.36 688:0.39 712:0.51 713:0.51 759:0.54 760:0.45 761:0.6 762:0.6 763:0.48 764:0.34 765:0.54 		tôi đồng_ý việc_làm của ông đoàn ngọc hải dẹp bỏ tất_cả những gì cản_trở lấn_chiếm vỉa_hè ở các đô_thị
116 2 91:0.27 108:0.48 120:0.45 138:0.31 184:0.31 193:0.37 205:0.34 219:0.48 559:0.48 720:0.36 730:0.51 766:0.6 767:1.2 768:0.6 769:0.6 		tôi thấy vô_lý khi còn phân_loại khuyết_tật là khuyết_tật nặng mới được sinh_viên và người khuyết_tật là những đối_tượng hợp_lý để được miễn_giảm không nên sữa đổi điều này không hay 
117 2 88:0.23 142:0.28 278:0.42 439:0.48 525:0.54 710:0.54 770:0.6 771:0.6 772:0.51 774:0.6 775:0.6 776:0.54 777:0.6 		nhiệt_liệt ủng_hộ vì cái chung để có được tp sạch đẹp văn_minh phải làm ngay hôm_nay để ngày_mai chúng_ta và con_cháu được hưởng 
118 2 187:0.39 586:0.51 720:0.36 757:0.45 		sinh_viên đã nghèo rồi mà giờ không được hỗ_trợ nữa 
119 1 88:0.23 91:0.27 142:0.28 329:0.57 404:0.43 405:0.43 419:0.4 688:0.39 		tôi rất ủng_hộ cách làm bác hải việt nam rất cần những người như bác 
120 2 273:0.37 527:0.36 722:0.42 723:0.48 		chuyện về vé tàu_hỏa là không đồng_ý
121 1 40:0.45 88:0.23 179:0.76 256:0.37 779:0.6 780:0.6 		dân chúng_tôi ủng_hộ anh chúc anh sức_khoẻ
122 2 23:0.33 193:0.37 308:0.54 316:0.54 536:0.69 679:0.48 720:0.36 731:0.48 734:0.48 749:0.54 781:0.6 782:0.54 783:0.6 784:0.48 785:0.6 786:0.95 		sinh_viên phần_lớn xa quê và là con_em nông_dân công_nhân không có điều_kiện thế_mà không giảm_giá cho các em í @ @ thấy tội cho các em
123 1 40:0.45 79:0.28 88:0.23 91:0.27 105:0.45 143:0.66 446:0.45 526:0.54 772:0.51 788:0.6 789:0.54 		chúng_tôi rất ủng_hộ việc này vừa phục_vụ người đi bộ quan_trọng hơn là mỹ_quan thành_phố sẽ đẹp hơn 
124 2 84:0.54 138:0.31 142:0.28 256:0.37 304:0.51 393:0.48 757:0.45 790:0.6 791:0.6 792:0.6 793:0.95 794:0.95 795:0.6 796:0.6 797:0.6 		những mặt_hàng nông_nghiệp như phân thuốc_trừ_sâu bình ỗn được chứ dân đang nghèo mùa_màng thất_bát tại_sao còn đưa gạo làm bình ỗn
125 1 140:0.42 193:0.37 403:0.51 798:0.54 799:0.54 		sáng ra thấy tin này là phấn_khởi hẳn 
126 2 23:0.21 64:0.4 70:0.57 722:0.42 759:0.54 784:0.48 800:0.6 801:0.54 802:0.6 803:0.6 804:0.54 805:0.6 		những cái tốt sao hok duy_trì mà_lại hủy_bỏ là sao giảm_giá vé cho sv là việc_làm thiết_thực mà 
127 1 329:0.36 366:0.45 688:0.39 		cảm_ơn bác hải 
128 2 23:0.21 40:0.45 70:0.36 135:0.45 226:0.45 273:0.37 311:0.51 439:0.48 532:0.48 554:0.45 592:0.54 720:0.36 721:0.48 722:0.66 727:0.51 728:0.54 731:0.76 733:0.51 737:0.54 738:0.42 755:0.54 757:0.45 784:0.48 804:1.27 806:0.6 807:0.6 808:0.6 809:0.54 810:0.6 811:0.6 812:1.2 813:0.51 		sinh_viên không được miễn giá vé tàu ntn là không thỏa_đáng đa_số sv đều ở quê ra tp học_tập đa_phần sv là gđ nông nghèo không giảm_giá tàu_xe cho sv về quê các đợt lễ tết và không được học_phí thì tăng vé tàu_xe không giảm thế sv chúng_tôi sao mà đủ tiền tàu_xe 
129 1 1:0.35 2:0.34 23:0.21 43:0.31 75:0.42 79:0.28 91:0.27 103:0.51 105:0.45 252:0.42 350:0.54 369:0.48 727:0.51 764:0.34 801:0.54 814:0.54 815:0.6 816:0.95 817:0.6 818:0.95 821:0.6 822:0.6 823:0.6 824:0.6 825:0.54 826:0.6 827:0.6 		thật tuyệt_vời khi cả nước ra_quân lập lại trật_tự vỉa_hè dành một phần thông_thoáng cho người đi bộ mong rằng sau đợt sắp_xếp này lãnh_đạo các địa_bàn khu_phố phường quận tiếp_tục chỉ_đạo để duy_trì được trật_tự thông_thoáng của các hè_phố 
130 2 43:0.31 286:0.48 469:0.48 527:0.36 720:0.36 722:0.42 730:0.51 733:0.51 828:0.6 829:0.6 		đồng_ý hết nhưng sinh_viên không được miễn_giảm vé tàu là một vấn_đề cần phải xem_xét lại vì_sao 
131 1 79:0.28 142:0.28 329:0.36 397:0.37 422:0.54 612:0.45 714:0.51 		đúng hướng rồi làm mạnh đi các bác ơi 
132 2 17:0.45 23:0.21 61:0.39 79:0.28 82:0.42 138:0.31 177:0.49 194:0.27 393:0.48 624:0.54 721:0.96 739:0.48 809:0.54 830:0.6 832:0.6 833:0.6 834:0.6 835:0.6 836:0.6 837:0.6 838:0.6 839:0.6 		ơ trước năm 45 là chống pháp đa_phần tuổi đã cao sức đã yếu còn đi đâu nữa mà miễn với không miễn ? tại_sao không miễn giãm cho tất_cả các thời_kỳ ? buồn_cười quá 
133 1 88:0.23 840:0.6 		rất ủng_hộ phương_án này
134 2 23:0.21 64:0.4 70:0.36 170:0.54 177:0.31 210:0.42 215:0.42 241:0.42 329:0.57 484:0.45 620:0.54 679:0.48 720:0.36 729:0.51 731:0.48 757:0.45 841:0.6 842:0.6 843:0.6 844:0.6 845:0.6 		buồn thiết chứ không đội mũ_bảo_hiểm cho những bạn trẻ là tốt nên bắt_buộc sinh_viên xa quê nghèo lắm các bác ạ sao các bác nỡ lòng nào ? 
135 1 42:0.48 59:0.37 127:0.43 138:0.31 151:0.48 176:0.48 177:0.49 194:0.27 210:0.42 256:0.37 267:0.37 297:0.43 309:0.54 352:0.43 369:0.48 438:0.43 445:0.54 469:0.48 481:0.54 571:0.43 763:0.48 772:0.51 825:0.86 846:0.6 847:0.6 848:0.54 849:0.6 850:0.6 851:0.6 852:0.72 853:0.6 854:0.6 855:0.54 856:0.6 857:0.6 858:0.6 859:0.6 860:0.6 861:0.6 862:0.6 864:0.6 		nghe mừng quá hợp lòng dân hoan_nghênh các lãnh_đạo địa_phương hết_lòng với chủ_trương đúng_đắn nầy không biết quận tân phú thế_nào ? đường lb b con đường đẹp nhất quận có triển_khai không ? các cửa_tiệm buôn_bán tự lấn_chiếm hết vĩa hè của mình còn lấn luôn của nhà kế bên một_cách ngang_nhiên 
136 2 5:0.4 59:0.37 75:0.42 91:0.27 121:0.51 216:0.45 268:0.51 278:0.42 444:0.54 468:0.54 506:0.54 512:0.54 513:0.54 532:0.48 551:0.54 554:0.45 576:0.51 586:0.51 683:0.69 720:0.72 721:0.76 722:0.66 723:0.48 784:0.48 865:0.6 866:0.6 867:0.6 868:0.6 869:0.6 870:0.6 871:0.6 873:0.95 874:0.6 875:0.6 876:0.6 877:0.6 878:0.6 879:0.6 880:0.6 881:0.6 882:0.6 883:0.6 		sinh_viên không được miễn giảm vé tàu_hỏa là chính_sách chưa phù_hợp để phát_triển đất_nước sinh_viên là những người cần được ưu_tiên hỗ_trợ phát_triển nước gần chúng_ta nhất trung quốc sinh_viên được miễn giảm_giá vé tầu vào hai lần là đi_về nghỉ_hè và nghỉ tết đề_nghị tăng_cường an_ninh tại các khu_vực bến_xe bến_tàu phòng_chống trộm_cắp cướp_giật lắp thiết_bị ghi_hình ghi tiếng và báo_động nhanh tại các khu_vực này 
137 1 88:0.23 114:0.48 142:0.28 256:0.59 884:0.95 885:0.6 886:0.54 		toàn dân đồng_lòng toàn dân ủng_hộ thì chẳng có_lý gì là không làm được 
138 2 69:0.37 241:0.42 466:0.51 887:0.54 888:0.54 889:0.54 890:0.51 891:0.6 892:0.6 		  thay_đổi mã vùng điện_thoại cố_định không khoa_học tí nào
139 1 88:0.46 142:0.28 177:0.31 352:0.43 612:0.45 893:0.6 894:0.6 		ủng_hộ ủng_hộ đại ủng_hộ luôn huế ơi có làm không ?
140 2 23:0.21 61:0.39 109:0.48 470:0.45 559:0.48 890:0.51 895:0.6 896:0.6 897:0.6 898:0.6 899:0.6 		mệt nhất_là chuyện đổi số điện_thoại mới_đầu năm đã hao_tài_tốn_của cho việc in_ấn giấy_tờ rồi 
141 1 17:0.45 39:0.37 48:0.51 70:0.36 88:0.23 143:0.42 154:0.51 252:0.42 278:0.42 299:0.51 438:0.43 739:0.48 900:0.6 901:0.6 902:0.6 903:0.6 904:0.54 905:0.54 906:0.6 907:0.6 		rất hoan_nghênh các cấp các ngành đã sử lý quyết_liệt mong sao tất_cả người_dân đồng_tình ủng_hộ chính_quyền và chúng_ta nâng cao ý_thức để cs tươi_đẹp hơn 
142 2 23:0.21 173:0.48 184:0.31 193:0.37 241:0.42 313:0.54 470:0.45 559:0.48 908:0.6 909:0.6 910:0.54 		tôi thấy đổi số đt và cho mang thai hộ là không hay chút nào 
143 1 75:0.42 82:0.42 169:0.39 688:0.39 712:0.51 713:0.51 764:0.34 798:0.54 814:0.54 911:0.6 912:0.6 		rất phấn_khởi việc cả nước ra_quân giải_phóng vỉa_hè ông đoàn ngọc hải không cô_đơn nữa đâu 
144 2 67:0.4 193:0.37 241:0.42 329:0.36 466:0.51 887:0.54 888:0.86 889:0.54 890:0.51 913:0.6 914:0.6 915:0.6 916:0.6 917:0.6 		mã vùng điện_thoại thay_đổi kiểu gì mà đọc vào chả thấy khoa_học không biết_mấy bác phân_chia mã theo quy_luật nào nữa
145 1 142:0.28 222:0.45 397:0.37 404:0.43 405:0.43 574:0.48 852:0.45 918:0.6 919:0.54 920:0.6 		cái này hoàn_toàn đúng phải làm gấp nếu có tuyến đường này kinh_tế việt nam sẽ cất_cánh 
146 2 80:0.51 82:0.42 135:0.45 136:0.42 195:0.54 274:0.54 407:0.43 536:0.43 738:0.42 921:0.6 922:0.6 923:0.6 924:0.6 		xong tăng lương thì tiền đâu em mua rau thịt ăn đây lại mỳ tôm qua_ngày vậy
147 1 5:0.4 23:0.21 88:0.23 252:0.42 304:0.51 391:0.48 571:0.43 683:0.43 855:0.54 925:0.6 926:0.54 		con ủng_hộ 100 cho dự_án này mong sớm triển_khai để đưa đất_nước phát_triển 
148 2 484:0.45 489:0.45 		khổ lắm
149 1 2:0.34 5:0.4 194:0.27 222:0.45 267:0.37 683:0.43 714:0.51 852:0.45 927:0.6 		tin_vui quá đất_nước mình sẽ phát_triển mạnh khi có tuyến đường này tuyệt_vời 
150 2 719:0.54 928:0.6 929:0.6 		vô_cùng ngang_ngược và trơ_tráo 
151 1 438:0.43 930:0.51 931:0.6 		rất hoan_nghênh nhưng đừng để đội_giá
152 2 4:0.54 23:0.21 60:0.39 61:0.39 68:0.45 108:0.48 109:0.48 128:0.51 181:0.51 185:0.54 205:0.34 267:0.75 297:0.69 314:0.48 455:0.54 776:0.54 932:0.6 933:0.6 934:0.6 935:0.6 936:0.6 937:0.6 938:0.6 		vô_lý nhất_là mình có nhà hợp_pháp chủ_quyền tên của mình mà phải tạm_trú trong nhà mình 2 năm mới được nhập hộ_khẩu thời_gian đó thì biết_bao_nhiêu rắc_rối cho con_cháu xin việc học_hành quyền_lợi bị hạn_chế 
153 1 2:0.69 59:0.37 61:0.39 75:0.42 194:0.27 222:0.45 252:0.42 341:0.51 683:0.43 852:0.45 919:0.54 939:0.6 940:0.6 941:0.6 		tuyệt_vời quá tuyệt_vời mong rằng 4 6 năm nữa sẽ hoàn_thành có tuyến đường tuyệt_vời nhất kết_nối phát_triển kinh_tế cả nước
154 2 79:0.28 194:0.27 215:0.42 		buồn quá đi 
155 1 22:0.51 69:0.37 397:0.37 401:0.54 813:0.51 942:0.51 943:0.6 		rất tuyệt nhưng phải sử_dụng đúng đủ vốn đầu_tư  
156 2 194:0.27 210:0.42 407:0.43 738:0.42 944:0.6 945:0.54 946:0.6 947:0.6 948:0.54 		lương thấp quá xăng thì cứ tăng vù_vù nãn lòng công_chức 
157 1 89:0.36 949:0.54 950:0.54 951:0.54 952:0.6 		lời_nói của bộ_trưởng quả chí_lý dĩ_hòa_vi_quý mà 
158 2 23:0.21 39:0.37 76:0.45 129:0.35 137:0.42 177:0.31 322:0.43 489:0.45 685:0.54 738:0.97 945:0.54 953:0.6 954:0.6 955:0.6 956:0.6 957:0.95 958:0.6 		trời_ơi tăng cái nọ lại tăng thêm 1 loạt các thứ khác ? xăng tăng điện tăng kêu lỗ cái khổ của người_dân thì ai kêu cho đây 
159 1 89:0.36 435:0.51 949:0.54 950:0.54 951:0.54 959:0.6 960:0.6 961:0.6 962:0.6 		lời_nói của bộ_trưởng quả chí_lý tránh voi không xấu mặt chuột 
160 2 42:0.48 114:0.48 193:0.37 215:0.42 240:0.54 331:0.48 407:0.43 738:0.42 948:0.54 964:0.6 966:0.6 967:0.6 968:0.54 969:0.6 		nghe lương tăng mà thấy buồn bởi chẳng thấm_tháp gì so với chi_tiêu tối thiếu hàng tháng của các gia_đình công_chức 
161 1 5:0.4 13:0.45 278:0.42 435:0.51 527:0.36 669:0.54 739:0.48 904:0.54 970:0.6 971:0.6 972:0.6 973:0.6 974:0.6 		đồng_ý là tránh khiêu_khích các hacker nước_ngoài nhưng chúng_ta nên cần luôn_luôn nâng cao cảnh_giác để phòng_tránh và bảo_vệ đất_nước 
162 2 74:0.51 121:0.51 135:0.45 142:0.28 176:0.48 407:0.43 571:0.43 813:0.51 975:0.6 976:0.6 977:0.6 978:0.6 979:0.6 		lương và giá_cả thị_trường làm thế_nào để đủ tiền nuôi hai đứa con mà không phải vay nợ 
163 1 89:0.36 397:0.37 537:0.39 980:0.6 		bộ_trưởng nói rất đúng không nên manh_động 
164 2 407:0.43 612:0.45 738:0.42 930:0.51 		lương ơi đừng tăng nữa 
165 2 981:0.6 982:0.6 		vỗ_tay quá_trời
166 2 108:0.48 177:0.49 181:0.81 186:0.48 322:0.43 764:0.34 782:0.54 983:0.6 984:0.6 985:0.86 986:0.95 987:0.95 988:0.6 989:0.6 990:0.6 991:0.54 		vô_lý hình_ảnh rạp công_nhân sau khi đập 2 bậc thềm nhưng thay vào đó là 1 dãy xe_máy đậu trên vỉa_hè ? vậy mục_đích của việc đập 2 bậc thềm là gì ?
167 1 88:0.23 205:0.34 438:0.43 683:0.43 992:0.6 		phải vậy xh mới phát_triển được rất hoan_nghênh và ủng_hộ 
168 2 76:0.45 175:0.45 184:0.31 382:0.43 605:0.42 764:0.34 993:0.51 		tôi phản_đối lấy vỉa_hè kinh_doanh hay làm_việc khác
169 1 994:0.6 995:0.6 		rất chặt_chẽ và nghiêm_khắc
170 2 82:0.42 187:0.39 205:0.54 337:0.54 475:0.51 760:0.45 996:0.6 997:0.6 998:0.6 999:0.6 		ôi không được đâu mới khó_khăn mới dẹp được giờ mà bày ra là tùm_lum liền hà 
171 1 88:0.23 		ủng_hộ
172 2 1:0.35 97:0.42 159:0.42 380:0.45 605:0.42 1000:0.6 1001:0.6 1002:0.54 1003:0.6 1004:0.81 		quyết_định thật khó hiểu tôi phản_đối việc này vi_phạm luật giao_thông đường_bộ đã cấm là cấm 
173 1 88:0.23 		phải vậy tôi rất ủng_hộ
174 2 23:0.33 69:0.37 70:0.36 81:0.54 88:0.23 117:0.62 138:0.49 142:0.28 146:0.4 177:0.31 331:0.48 382:0.69 545:0.86 562:0.54 615:0.54 764:0.54 886:0.54 1005:0.6 1006:0.6 1007:0.54 1008:0.6 1009:0.6 1010:0.54 		  nếu cho kinh_doanh vỉa_hè rồi lại lộn_xộn thôi văn_hoá vỉa_hè sẽ tồn_tại mãi thế_này sao ? tận_dụng làm chỗ đỗ xe thì còn có_lý vì chỗ để xe hiện_nay rất thiếu còn cho thuê kinh_doanh là tôi không ủng_hộ 
175 1 184:0.31 		hay
176 2 98:0.45 205:0.34 698:0.54 1007:0.54 1011:0.54 1012:0.6 		lại bát_nháo thế_này bao_giờ mới khá nổi 
177 1 139:0.54 405:0.43 527:0.36 1013:0.6 		tôi là nam nhưng tôi đồng_ý với ý_kiến với bà 
178 2 23:0.33 77:0.54 138:0.31 764:0.34 993:0.51 1010:0.54 1014:0.54 1015:0.6 1016:0.6 1017:0.6 1018:0.6 1019:0.6 1020:0.6 		đã dọn_dẹp vỉa_hè để lấy lại không_gian đi_lại cho rộng_rãi vậy_mà còn đề suất cho thuê gì nữa vậy trời 
179 1 88:0.23 380:0.45 1004:0.51 1021:0.6 1022:0.6 1023:0.6 1024:0.95 		tôi ủng_hộ luật cấm phá_thai với những thai_nhi bình_thường tội_lỗi tội_lỗi
180 2 23:0.21 79:0.28 91:0.27 129:0.35 382:0.69 527:0.36 760:0.45 763:0.48 1025:0.6 1026:0.6 		cho kinh_doanh rồi ai quản_lý nỗi nếu người kinh_doanh lấn_chiếm dẹp đi không đồng_ý
181 1 169:0.39 397:0.37 537:0.39 		ông nói đúng 
182 2 23:0.21 115:0.54 264:0.51 498:0.51 760:0.72 930:0.51 1027:0.6 1028:0.6 		dẹp rồi lại cho bán trở_lại bó_tay vậy_thì đừng có dẹp làm_gì 
183 1 23:0.21 1029:0.6 1030:0.6 1031:0.54 		1000 like cho trump
184 2 23:0.21 127:0.43 143:0.42 205:0.54 335:0.54 382:0.43 500:0.54 573:0.54 764:0.34 1032:0.6 1033:0.54 		không biết nói_gì hơn mới được mấy ngày mà đã có đề_xuất mới dứt_khoát không cho kinh_doanh vỉa_hè 
185 1 2:0.34 329:0.36 397:0.37 678:0.54 692:0.54 729:0.51 1031:0.54 1034:0.6 1035:0.6 1036:0.6 1037:0.6 		đúng là vị lảnh đạo có tầm nhìn chiến_lược rất tuyệt_vời bác trump ạ
186 2 400:0.51 		cạn_lời
187 1 23:0.21 39:0.37 43:0.62 59:0.37 60:0.39 151:0.48 211:0.4 232:0.54 254:0.51 353:0.54 363:0.51 424:0.54 576:0.51 734:0.48 1038:0.6 1039:0.54 1040:0.6 1041:0.6 1042:0.6 1043:0.6 1044:0.95 1045:0.6 1046:0.95 1047:0.6 1048:0.6 1049:0.6 		một tín_hiệu đáng mừng hy_vọng đẩy_mạnh và nhanh hơn_nữa công_tác cải_cách thủ_tục hành_chính tthc thực_hiện cơ_chế một cửa một cửa liên_thông tạo điều_kiện thuận_lợi nhất cho người_dân và doanh_nghiệp trong giải_quyết tthc 
188 2 17:0.45 23:0.21 39:0.37 61:0.39 70:0.36 79:0.28 91:0.54 137:0.42 138:0.49 142:0.28 175:0.45 193:0.37 194:0.43 208:0.54 210:0.42 286:0.48 343:0.51 382:0.43 397:0.37 470:0.45 511:0.48 605:0.42 742:0.86 764:0.54 765:0.54 789:0.54 905:0.54 910:0.54 942:0.51 991:0.54 1011:0.54 1033:0.54 1050:0.6 1051:0.6 1052:0.6 1053:0.6 1054:0.6 1055:0.6 1056:0.6 1057:0.6 1058:0.6 1059:0.6 1060:0.6 1061:0.6 1062:0.6 1063:0.54 1064:0.6 1065:0.54 1066:0.6 1067:0.6 1068:0.6 		phản_đối đề_xuất kinh_doanh trên vỉa_hè khi ý_thức người_dân còn quá kém kèm theo lòng tham tâm_lý số đông khi sử_dụng hộ này chật quá để thêm vật_dụng ra ngoài nghĩ cũng không sao người này thấy người kia để được cũng làm theo người người_làm theo cán_bộ đi kiểm_tra rất mỏng còn rất nhiều vấn_đề phát_sinh vỉa_hè phải dùng đúng mục_đích cho làm_việc này việc kia sẽ sinh_ra tiêu_cực mỹ_quan đô_thị và tất_cả sẽ mất kiểm_soát bát_nháo cho_đến vài chục năm sau 
189 1 23:0.21 64:0.4 256:0.37 		vậy có phải là tốt cho dân không
190 2 70:0.36 97:0.42 159:0.42 322:0.43 352:0.43 599:0.51 690:0.54 760:0.72 764:0.34 799:0.54 993:0.51 1069:0.6 1070:0.6 1071:0.6 1072:0.54 1073:0.6 1074:0.6 1075:0.6 1076:0.6 		không hiểu sao lại nảy ra ý_định này đã dẹp là dẹp hẳn luôn tốn bao công_sức để lấy lại vỉa_hè rồi loanh_quanh sẽ khó mà trở_thành 1 góc nhỏ của singapo 
191 1 136:0.42 184:0.31 194:0.27 246:0.54 267:0.37 297:0.43 		hay quá mình cũng sắp mua nhà 
192 2 137:0.42 187:0.62 616:0.54 764:0.34 985:0.54 1014:0.54 1072:0.54 1077:0.6 1078:0.6 1079:0.6 1080:0.6 1081:0.6 1082:0.6 		bao_nhiêu công_sức tiền_của để đập phá dọn_dẹp lại vỉa_hè giờ mà thêm cái qđ này nữa khác_gì bữa giờ ném_tiền_qua_cửa_sổ 
193 1 1:0.35 2:0.54 43:0.31 173:0.48 399:0.48 433:0.51 1083:0.6 1084:0.54 		tuyệt_vời thật tuyệt_vời một hành_động mang tính tích_cực và rất nhân_văn 
194 2 137:0.42 194:0.27 254:0.51 370:0.54 372:0.54 764:0.34 852:0.72 1085:0.6 1086:0.6 1087:0.6 		vỉa_hè rộng quá thì mở_rộng thêm đường giải_quyết ùn ứ tắc đường 
195 1 68:0.45 88:0.23 252:0.42 273:0.37 681:0.48 848:0.54 926:0.54 1084:0.54 1088:0.51 1089:0.6 1090:0.6 1091:0.6 		rất nhân_văn xin ủng_hộ chủ_trương của đà nẵng và mong những cô_gái lầm_đường_lạc_lối sớm về với cộng_đồng 
196 2 79:0.28 91:0.27 105:0.45 129:0.35 177:0.31 210:0.42 527:0.36 547:0.54 763:0.48 1092:0.6 1093:0.6 1094:0.6 1095:0.54 1096:0.6 1097:0.6 		ai bảo_đảm sẽ không tái_diễn cảnh lấn_chiếm lòng lề_đường nữa ? và người đi bộ lại phải xuống lòng_đường tôi không đồng_ý dự_thảo này 
197 1 2:0.34 59:0.37 404:0.43 405:0.43 446:0.45 472:0.54 681:0.48 1039:0.54 1088:0.51 1098:0.6 1099:0.6 		phải công_nhận là trên cả tuyệt_vời đà nẵng là thành_phố đáng sống nhất việt nam cơ_mà 
198 2 159:0.42 1002:0.54 1004:0.81 1063:0.54 1065:0.54 1095:0.54 1100:0.6 		không nên rất khó kiểm_soát tiêu_cực đã cấm là cấm hẵn lề_đường để giao_thông 
199 1 43:0.31 91:0.27 142:0.45 419:0.4 439:0.48 527:0.36 574:0.48 681:0.48 1088:0.51 1101:0.6 1102:0.6 1103:0.6 1104:0.6 1105:0.6 		tôi hoàn_toàn đồng_ý với cách làm của tp đà nẵng phàm làm người cần phải có một tấm_lòng bao_dung độ_lượng và vị_tha 
200 2 23:0.42 91:0.27 117:0.39 127:0.43 142:0.45 176:0.48 264:0.51 271:0.86 605:0.42 707:0.54 764:0.34 942:0.51 968:0.54 1106:0.6 1107:0.95 1108:0.6 1109:0.6 1110:0.6 		phản_đối sử_dụng vỉa_hè 3m kẻ sơn cho bán hàng rong đã làm thì làm cho tới nơi trước kẻ sơn cho để xe rồi kết_cục thế_nào mọi người đều đã biết
