1 1 1:0.09 2:0.09 4:0.15 5:0.1 7:0.17 8:0.17 10:0.17 11:0.17 13:0.12 		thật tuyệt_vời vì chủ_quyền đất_nước tôi sẵn_sàng đóng_góp và hy_sinh xương_máu để bảo_vệ 
120 2 636:0.33 647:0.32 693:0.4 		quy_định thời_gian là chưa phù_hợp
121 2 64:0.08 78:0.04 220:0.06 262:0.06 306:0.08 452:0.08 550:0.08 595:0.16 607:0.09 612:0.08 695:0.12 696:0.12 697:0.09 		quá nhiều điều phức_tạp kêu_gọi người_dân đóng bảo_hiểm 100 nhưng   làm_khó người_bệnh thất_vọng và không tin nổi vào bảo_hiểm
122 2 78:0.15 128:0.16 567:0.23 684:0.28 698:0.3 699:0.38 		ôi bảo_hiểm_y_tế ngao_ngán quá đi thôi 
123 2 216:0.2 219:0.2 405:0.2 700:0.23 701:0.23 702:0.23 703:0.23 704:0.23 		nói_tóm_lại điều_luật này không sát tình_hình thực_tế không hợp_tình không hợp hoàn_cảnh
124 2 21:0.02 136:0.03 189:0.11 449:0.16 541:0.06 567:0.09 596:0.05 604:0.06 612:0.05 620:0.06 684:0.05 698:0.06 705:0.07 706:0.05 707:0.07 709:0.07 710:0.07 711:0.05 		bảo_hiểm_y_tế còn nhiều nhiêu_khê lắm cứ lòng_vòng chuyển tuyến bệnh_viện tuyến dưới không tìm ra bệnh đến khi lên đến tuyến trên thì ôi thôi rồi giai_đoạn cuối chỉ khổ cho người_bệnh thôi 
125 2 136:0.09 668:0.18 712:0.2 713:0.2 714:0.2 715:0.2 716:0.2 717:0.2 		chờ kq xn máu đã 3h rồi còn gì rõ chán
126 2 683:0.91 718:0.91 		bó_tay cạn_lời
127 2 50:0.53 706:1.06 719:0.76 		thật_sự đau_đầu lắm lắm 
128 2 1:0.05 128:0.04 459:0.17 596:0.08 614:0.19 647:0.07 667:0.16 711:0.07 720:0.09 721:0.19 722:0.1 723:0.1 		thật khổ với cái quy_định này đã đi cấp_cứu vì bệnh thì ít có trường_hợp dưới 4 tiếng chỉ có trường_hợp cấp_cứu vì tai_nạn thì may_ra dưới 4 tiếng 
129 2 112:0.05 122:0.05 126:0.09 262:0.05 278:0.05 322:0.06 328:0.05 423:0.06 438:0.05 590:0.06 595:0.07 625:0.07 667:0.15 724:0.1 725:0.07 		  đã là bảo_hiểm cấp_cứu ai mà chọn giờ cấp_cứu được không biết các bác nhà mình nghĩ sao về vấn_đề này nửa 
130 2 78:0.13 549:0.2 550:0.22 726:0.28 727:0.28 728:0.32 		không hiểu nổi trung quốc quá vô_lối
131 2 78:0.18 222:0.36 729:0.46 730:0.46 731:0.46 		quá phẫn_nộ hành_động coi_thường pháp_luật 
132 2 142:0.2 528:0.26 732:0.57 733:0.32 734:0.32 735:0.28 		đánh nhau là gây_rối đánh phụ_nữ là không_thể chấp_nhận 
133 2 90:0.28 142:0.2 528:0.26 732:0.28 735:0.28 		không_thể chấp_nhận việc đánh phụ_nữ như_thế được 
134 2 36:0.08 66:0.05 132:0.05 278:0.06 310:0.13 317:0.06 337:0.15 736:0.11 737:0.1 738:0.11 739:0.1 740:0.16 741:0.1 742:0.11 743:0.11 744:0.11 		ai đồng_ý xóa lịch âm và gộp tết cổ_truyền và tết tây làm một thì kệ chứ em nói thật_là em không đồng_ý như_vậy
135 2 21:0.02 49:0.02 142:0.04 171:0.05 189:0.04 197:0.03 214:0.05 241:0.05 317:0.03 416:0.04 737:0.05 739:0.05 740:0.04 741:0.05 745:0.04 746:0.06 747:0.06 748:0.05 749:0.06 750:0.06 751:0.06 752:0.06 754:0.06 756:0.06 757:0.06 758:0.05 		tôi nói không với việc đổi gộp lịch nét truyền_thống văn_hoá đón tết_âm_lịch không_thể mai_một trong tôi dù tôi đã hơn_nữa đời người nơi đất_khách_quê_người tôi đang cố_gắng dạy cho con tôi nhớ đến ngày tết cổ_truyền đây 
136 2 20:0.08 121:0.06 308:0.08 505:0.17 529:0.08 555:0.06 643:0.07 759:0.1 760:0.1 761:0.1 762:0.1 763:0.1 764:0.1 765:0.1 766:0.1 767:0.1 		không cần_thiết muốn nhanh đầu_tư sân_bay tàu_bay là nhanh có quốc_lộ 1 rồi bay gio xe chạy cũng rần_rần xây thêm phí
137 2 42:0.09 132:0.07 430:0.12 486:0.11 549:0.1 647:0.11 718:0.13 768:0.16 769:0.16 770:0.16 771:0.14 		đọc luật một hồi kết_quả chẳng hiểu là quyền_hạn được quy_định ntn nữa bó_tay
138 2 78:0.15 549:0.24 573:0.24 606:0.33 772:0.38 		quá rườm_rà và cực_kỳ khó hiểu 
139 2 773:1.15 		không ổn 
140 2 262:0.13 278:0.12 281:0.1 366:0.16 697:0.18 774:0.23 775:0.23 		thất_vọng ai sẽ là trục ở châu_á đây ?  
141 2 262:0.16 697:0.22 776:0.28 777:0.28 		tôi đã bảo rồi mà thất_vọng trum  
142 2 567:0.46 778:0.76 		thế_là thôi rồi
143 2 21:0.04 49:0.06 97:0.08 128:0.06 145:0.09 337:0.09 779:0.09 780:0.12 781:0.12 782:0.14 783:0.14 		em phản_đối hôn_nhân đồng_tính vì nó đi ngược_lại cái tạo_hóa đã tạo ra cho mỗi người 
144 2 21:0.01 33:0.02 39:0.01 49:0.08 50:0.01 67:0.01 91:0.01 103:0.02 122:0.01 127:0.03 136:0.02 197:0.03 211:0.01 253:0.01 258:0.02 261:0.01 270:0.01 277:0.01 281:0.02 301:0.02 317:0.01 323:0.02 452:0.01 567:0.01 608:0.02 779:0.01 780:0.02 781:0.11 785:0.02 786:0.04 787:0.04 788:0.07 789:0.02 790:0.02 791:0.04 792:0.05 793:0.02 794:0.07 795:0.02 796:0.02 797:0.02 798:0.02 799:0.05 800:0.02 801:0.05 802:0.02 803:0.02 804:0.02 805:0.02 806:0.02 807:0.02 808:0.02 809:0.02 810:0.02 811:0.05 812:0.02 813:0.02 814:0.02 815:0.02 816:0.02 817:0.02 818:0.02 819:0.02 821:0.02 822:0.02 823:0.02 824:0.02 		nếu phản_đối hôn_nhân đồng_tính tôi là người đầu_tiên làm_việc này thật_sự mà nói 100 người đồng_tính hiện_nay thì được bao_nhiêu người là bị đồng_tính từ nhỏ ? còn bao_nhiêu người là bị dụ_dỗ ? tôi khẳng_định là hơn 95 số người bị đồng_tính là bị dụ_dỗ nhiều người trẻ mới lớn còn bị lơ_mơ về giới_tính hay những người yếu bản_lĩnh bị dụ_dỗ và đã trả thành_đồng tính giới_tính thứ_ba đang gây rất nhiều bức_xúc cho xã_hội hiện_nay nếu_không lên_tiếng cản_ngăn rồi_đây khoảng 10 20 năm nữa thôi giới_tính thứ_ba sẽ chiếm tỉ_lệ rất lớn trong xã_hội chúng_ta mà những người đồng_tính nhiều nhất lại hoạt_động chủ_yếu trong giới nghệ_sĩ như ca_sĩ diễn_viên bọn họ rất dễ khiến cho giới trẻ lầm tưởng và noi theo chúng_ta phải chặn ngay_lập_tức hiện_tượng tệ_hại này 
145 2 83:0.13 122:0.08 779:0.09 825:0.15 826:0.15 827:0.15 828:0.15 829:0.15 830:0.15 		tôi phản_đối nếu hợp_pháp_hoá thì sẽ ảnh_hưởng nghiêm_trọng đền sự tồn_vong của giống_nòi về sau_này 
146 2 831:0.76 832:0.76 		đang ảo_tưởng à 
147 2 13:0.14 21:0.02 49:0.02 145:0.04 247:0.05 259:0.08 310:0.07 317:0.03 486:0.04 567:0.04 680:0.05 802:0.05 833:0.06 834:0.06 835:0.06 836:0.06 837:0.06 838:0.06 839:0.06 		cáu này cần phải tìm_hiểu cho kỹ nếu đã là bảo_vệ vệ thì bảo_vệ khỏi cái gì người bán_dâm có đồng_ý với cách này không nếu_không thì nó là bắt nhốt nói bảo_vệ chỉ là để lách luật thôi tôi không đồng_ý với cách này
148 2 211:0.26 259:0.36 		cách này không hay
149 2 42:0.03 49:0.09 66:0.02 76:0.06 78:0.04 112:0.03 128:0.07 145:0.03 195:0.03 259:0.07 455:0.03 499:0.04 521:0.04 543:0.03 555:0.03 589:0.04 594:0.03 725:0.04 840:0.05 841:0.05 842:0.09 843:0.05 844:0.05 845:0.05 846:0.05 847:0.05 848:0.04 849:0.05 850:0.05 851:0.05 852:0.09 		đọc song thấy buồn quá ước_mơ có được chiếc xe ô_tô của những người trung_lưu việt ngày_càng xa_vời mình dám chắc người đi ô_tô sẽ có cách nghĩ cách làm nhìn xa khác với người đi xe_máy và người đi xe_đạp cứ đà này thấy khả_năng phát_triển nó cứ mờ_mịt quá trời_ơi trời_ơi 
150 2 42:0.04 50:0.11 74:0.06 131:0.1 189:0.05 277:0.04 303:0.06 333:0.05 416:0.05 498:0.06 555:0.04 589:0.05 643:0.05 853:0.07 854:0.06 855:0.07 856:0.07 857:0.07 858:0.07 859:0.07 860:0.15 861:0.06 862:0.06 863:0.07 865:0.07 		ấp_ủ bao năm cố gòng gánh mua 1 con xe tầm 400 trả_góp đọc xog bài báo thật_sự rất nản đến bao_giờ oto được xem như mua chiec xe_máy như bây_giờ thật_sự rất nản 
151 2 21:0.14 542:0.36 862:0.4 866:0.46 867:0.46 		tin_buồn cho thị_trường oto nước_nhà 
152 2 49:0.06 131:0.09 195:0.1 196:0.1 366:0.1 578:0.13 594:0.09 725:0.11 842:0.13 868:0.13 869:0.15 		nghĩ tới việc mua được ô_tô ở việt _ nam mà buồn cả người haiz 
153 2 132:0.36 870:0.76 871:0.76 		một mớ hỗn_độn 
154 2 96:0.07 122:0.06 252:0.08 302:0.08 394:0.09 404:0.08 416:0.08 872:0.06 873:0.08 874:0.07 875:0.08 876:0.12 877:0.12 878:0.12 879:0.1 		sinh_viên hết được miễn giảm vé tàu_hỏa nghe mà nghẹn lòng xin_lỗi bố_mẹ đợt lễ này con không về 
155 2 21:0.01 43:0.03 112:0.05 122:0.05 128:0.01 131:0.08 136:0.02 142:0.02 168:0.03 278:0.02 281:0.02 302:0.06 306:0.03 423:0.05 441:0.03 447:0.05 514:0.03 590:0.02 678:0.03 681:0.03 720:0.07 848:0.03 872:0.04 874:0.05 875:0.03 880:0.03 881:0.06 882:0.04 883:0.07 884:0.08 885:0.04 886:0.03 887:0.02 888:0.04 889:0.08 890:0.03 		tại_sao sinh_viên không được miễn_giảm mua vé tàu_hỏa chứ mỗi khi về quê là mình thường đi tàu nhà không có điều_kiện nên vẫn mua vé tàu cho tiết_kiệm mà cũng đâu phải ít sinh_viên đâu bạn_bè mình quê xa khi được về nhà ai cũng mua nếu không_thể giảm nhiều xin hãy giảm ít giờ học_phí tăng cao kinh_khủng tiết_kiệm khoản này khoản kia để còn đóng học chứ ?
156 2 21:0.04 97:0.07 136:0.05 337:0.08 438:0.06 514:0.09 706:0.08 872:0.06 891:0.12 892:0.12 893:0.11 894:0.12 895:0.12 896:0.12 		thiết_nghĩ đời_sống sinh_viên của con_em nhà_nông còn vất_vả lắm sao lại không tạo điều_kiện cho các em ấy 
157 2 67:0.14 594:0.14 711:0.16 872:0.12 897:0.23 898:0.16 		buồn vg là sinh_viên nghèo lại càng khổ hơn rồi 
158 2 49:0.03 76:0.05 91:0.04 119:0.06 136:0.04 211:0.04 284:0.06 551:0.06 745:0.06 872:0.04 880:0.07 900:0.08 901:0.26 902:0.08 903:0.08 		tôi thấy vô_lý khi còn phân_loại khuyết_tật là khuyết_tật nặng mới được sinh_viên và người khuyết_tật là những đối_tượng hợp_lý để được miễn_giảm không nên sữa đổi điều này không hay 
159 2 312:0.18 590:0.13 872:0.12 898:0.16 		sinh_viên đã nghèo rồi mà giờ không được hỗ_trợ nữa 
160 2 122:0.18 310:0.18 874:0.2 875:0.24 		chuyện về vé tàu_hỏa là không đồng_ý
161 2 21:0.06 76:0.06 152:0.09 337:0.14 514:0.08 638:0.09 848:0.08 872:0.05 881:0.08 893:0.09 905:0.1 906:0.09 907:0.1 908:0.08 909:0.1 910:0.21 		sinh_viên phần_lớn xa quê và là con_em nông_dân công_nhân không có điều_kiện thế_mà không giảm_giá cho các em í @ @ thấy tội cho các em
162 2 66:0.05 101:0.06 136:0.05 147:0.09 548:0.1 681:0.08 898:0.08 911:0.11 912:0.11 913:0.11 914:0.23 915:0.23 916:0.11 917:0.11 918:0.11 		những mặt_hàng nông_nghiệp như phân thuốc_trừ_sâu bình ỗn được chứ dân đang nghèo mùa_màng thất_bát tại_sao còn đưa gạo làm bình ỗn
163 2 21:0.04 38:0.08 360:0.12 401:0.12 438:0.15 874:0.09 908:0.1 919:0.14 920:0.14 921:0.14 922:0.12 923:0.14 		những cái tốt sao hok duy_trì mà_lại hủy_bỏ là sao giảm_giá vé cho sv là việc_làm thiết_thực mà 
164 2 21:0.01 122:0.03 155:0.04 228:0.04 254:0.03 302:0.03 349:0.03 359:0.04 366:0.03 394:0.04 438:0.03 464:0.04 740:0.04 771:0.04 872:0.03 873:0.04 874:0.07 879:0.04 881:0.08 883:0.04 886:0.04 887:0.03 898:0.03 908:0.04 922:0.19 924:0.05 925:0.05 926:0.05 927:0.04 928:0.05 929:0.05 930:0.16 		sinh_viên không được miễn giá vé tàu ntn là không thỏa_đáng đa_số sv đều ở quê ra tp học_tập đa_phần sv là gđ nông nghèo không giảm_giá tàu_xe cho sv về quê các đợt lễ tết và không được học_phí thì tăng vé tàu_xe không giảm thế sv chúng_tôi sao mà đủ tiền tàu_xe 
165 2 132:0.06 252:0.09 310:0.07 625:0.09 872:0.07 874:0.08 880:0.1 883:0.1 931:0.13 932:0.13 		đồng_ý hết nhưng sinh_viên không được miễn_giảm vé tàu là một vấn_đề cần phải xem_xét lại vì_sao 
166 2 15:0.05 21:0.02 78:0.03 128:0.03 136:0.03 277:0.04 281:0.07 441:0.05 447:0.04 681:0.05 795:0.06 873:0.16 927:0.06 933:0.07 935:0.07 936:0.07 937:0.07 938:0.07 939:0.07 940:0.07 941:0.07 942:0.07 		ơ trước năm 45 là chống pháp đa_phần tuổi đã cao sức đã yếu còn đi đâu nữa mà miễn với không miễn ? tại_sao không miễn giãm cho tất_cả các thời_kỳ ? buồn_cười quá 
167 2 21:0.02 38:0.05 96:0.05 281:0.04 328:0.09 342:0.05 438:0.04 501:0.07 581:0.07 594:0.05 706:0.05 791:0.07 848:0.06 872:0.04 881:0.06 898:0.05 943:0.08 944:0.08 945:0.08 946:0.08 947:0.08 		buồn thiết chứ không đội mũ_bảo_hiểm cho những bạn trẻ là tốt nên bắt_buộc sinh_viên xa quê nghèo lắm các bác ạ sao các bác nỡ lòng nào ? 
168 2 5:0.02 39:0.02 49:0.01 68:0.02 113:0.03 127:0.02 184:0.02 251:0.03 298:0.03 302:0.02 312:0.03 455:0.05 505:0.03 558:0.03 693:0.03 721:0.03 726:0.03 727:0.03 740:0.03 872:0.06 873:0.06 874:0.05 875:0.03 908:0.03 948:0.04 949:0.04 950:0.04 951:0.04 952:0.04 953:0.04 954:0.04 956:0.08 957:0.04 958:0.04 959:0.04 960:0.04 961:0.04 962:0.04 963:0.04 964:0.04 965:0.04 966:0.04 		sinh_viên không được miễn giảm vé tàu_hỏa là chính_sách chưa phù_hợp để phát_triển đất_nước sinh_viên là những người cần được ưu_tiên hỗ_trợ phát_triển nước gần chúng_ta nhất trung quốc sinh_viên được miễn giảm_giá vé tầu vào hai lần là đi_về nghỉ_hè và nghỉ tết đề_nghị tăng_cường an_ninh tại các khu_vực bến_xe bến_tàu phòng_chống trộm_cắp cướp_giật lắp thiết_bị ghi_hình ghi tiếng và báo_động nhanh tại các khu_vực này 
169 2 249:0.18 262:0.13 342:0.14 967:0.2 968:0.2 969:0.2 970:0.18 971:0.23 972:0.23 		  thay_đổi mã vùng điện_thoại cố_định không khoa_học tí nào
170 2 21:0.04 253:0.1 277:0.08 552:0.11 745:0.11 970:0.12 973:0.15 974:0.15 975:0.15 976:0.15 977:0.15 		mệt nhất_là chuyện đổi số điện_thoại mới_đầu năm đã hao_tài_tốn_của cho việc in_ấn giấy_tờ rồi 
171 2 21:0.04 76:0.08 211:0.06 253:0.1 269:0.1 275:0.13 276:0.12 342:0.09 635:0.13 745:0.11 978:0.15 		tôi thấy đổi số đt và cho mang thai hộ là không hay chút nào 
172 2 42:0.06 76:0.06 249:0.09 328:0.06 342:0.07 967:0.1 968:0.2 969:0.1 970:0.09 979:0.11 980:0.11 981:0.11 982:0.11 983:0.11 		mã vùng điện_thoại thay_đổi kiểu gì mà đọc vào chả thấy khoa_học không biết_mấy bác phân_chia mã theo quy_luật nào nữa
173 2 123:0.11 129:0.1 131:0.08 199:0.08 254:0.09 337:0.08 447:0.08 593:0.11 887:0.08 984:0.13 985:0.13 986:0.13 987:0.13 		xong tăng lương thì tiền đâu em mua rau thịt ăn đây lại mỳ tôm qua_ngày vậy
174 2 706:0.8 711:0.8 		khổ lắm
175 2 350:0.5 988:0.57 989:0.57 		vô_cùng ngang_ngược và trơ_tráo 
176 2 4:0.06 21:0.02 43:0.05 91:0.03 112:0.12 197:0.04 235:0.06 277:0.04 374:0.06 423:0.09 551:0.05 552:0.05 563:0.05 585:0.05 588:0.06 636:0.05 990:0.07 991:0.07 992:0.07 993:0.07 994:0.07 995:0.07 996:0.07 		vô_lý nhất_là mình có nhà hợp_pháp chủ_quyền tên của mình mà phải tạm_trú trong nhà mình 2 năm mới được nhập hộ_khẩu thời_gian đó thì biết_bao_nhiêu rắc_rối cho con_cháu xin việc học_hành quyền_lợi bị hạn_chế 
177 2 78:0.3 128:0.32 594:0.48 		buồn quá đi 
178 2 78:0.08 96:0.13 199:0.13 887:0.13 997:0.2 998:0.18 999:0.2 1000:0.2 1001:0.18 		lương thấp quá xăng thì cứ tăng vù_vù nãn lòng công_chức 
179 2 21:0.03 121:0.06 220:0.05 278:0.05 281:0.04 543:0.06 643:0.06 711:0.06 852:0.08 887:0.25 998:0.08 1002:0.1 1003:0.1 1004:0.1 1005:0.1 1006:0.2 1007:0.1 		trời_ơi tăng cái nọ lại tăng thêm 1 loạt các thứ khác ? xăng tăng điện tăng kêu lỗ cái khổ của người_dân thì ai kêu cho đây 
180 2 76:0.06 199:0.07 404:0.08 430:0.08 594:0.06 613:0.09 651:0.08 887:0.06 1001:0.09 1009:0.1 1011:0.1 1012:0.1 1013:0.09 1014:0.1 		nghe lương tăng mà thấy buồn bởi chẳng thấm_tháp gì so với chi_tiêu tối thiếu hàng tháng của các gia_đình công_chức 
181 2 66:0.05 199:0.08 254:0.08 412:0.09 416:0.08 464:0.1 542:0.1 558:0.1 1015:0.12 1016:0.12 1017:0.12 1018:0.12 1019:0.12 		lương và giá_cả thị_trường làm thế_nào để đủ tiền nuôi hai đứa con mà không phải vay nợ 
182 2 199:0.3 329:0.32 457:0.36 887:0.29 		lương ơi đừng tăng nữa 
183 2 281:0.08 365:0.04 551:0.06 585:0.13 589:0.06 643:0.05 906:0.07 1020:0.08 1021:0.08 1022:0.14 1023:0.17 1024:0.17 1025:0.08 1026:0.08 1027:0.08 1028:0.07 		vô_lý hình_ảnh rạp công_nhân sau khi đập 2 bậc thềm nhưng thay vào đó là 1 dãy xe_máy đậu trên vỉa_hè ? vậy mục_đích của việc đập 2 bậc thềm là gì ?
184 2 211:0.13 261:0.2 365:0.14 543:0.2 672:0.19 779:0.18 1029:0.22 		tôi phản_đối lấy vỉa_hè kinh_doanh hay làm_việc khác
185 2 91:0.15 361:0.1 447:0.09 590:0.08 655:0.13 698:0.12 1030:0.15 1031:0.15 1032:0.15 1033:0.15 		ôi không được đâu mới khó_khăn mới dẹp được giờ mà bày ra là tùm_lum liền hà 
186 2 1:0.08 486:0.1 487:0.24 549:0.09 573:0.09 779:0.09 1034:0.15 1035:0.15 1036:0.13 1037:0.15 		quyết_định thật khó hiểu tôi phản_đối việc này vi_phạm luật giao_thông đường_bộ đã cấm là cấm 
187 2 21:0.04 45:0.02 66:0.03 136:0.06 262:0.03 281:0.03 292:0.11 365:0.06 431:0.05 438:0.03 546:0.05 555:0.07 567:0.04 651:0.04 672:0.08 748:0.05 786:0.05 1038:0.06 1039:0.06 1040:0.05 1041:0.06 1042:0.06 1043:0.05 		  nếu cho kinh_doanh vỉa_hè rồi lại lộn_xộn thôi văn_hoá vỉa_hè sẽ tồn_tại mãi thế_này sao ? tận_dụng làm chỗ đỗ xe thì còn có_lý vì chỗ để xe hiện_nay rất thiếu còn cho thuê kinh_doanh là tôi không ủng_hộ 
188 2 91:0.16 550:0.22 861:0.28 1040:0.28 1044:0.28 1045:0.32 		lại bát_nháo thế_này bao_giờ mới khá nổi 
189 2 21:0.07 136:0.05 365:0.06 544:0.1 1029:0.09 1043:0.1 1046:0.1 1047:0.12 1048:0.12 1049:0.12 1050:0.12 1051:0.12 1052:0.12 		đã dọn_dẹp vỉa_hè để lấy lại không_gian đi_lại cho rộng_rãi vậy_mà còn đề suất cho thuê gì nữa vậy trời 
190 2 21:0.05 49:0.07 128:0.07 278:0.09 310:0.1 361:0.12 364:0.13 672:0.23 1053:0.17 1054:0.17 		cho kinh_doanh rồi ai quản_lý nỗi nếu người kinh_doanh lấn_chiếm dẹp đi không đồng_ý
191 2 21:0.06 109:0.16 361:0.29 457:0.16 554:0.18 718:0.16 1055:0.2 1056:0.2 		dẹp rồi lại cho bán trở_lại bó_tay vậy_thì đừng có dẹp làm_gì 
192 2 21:0.04 67:0.09 91:0.14 157:0.12 268:0.12 322:0.09 365:0.07 672:0.09 758:0.12 1057:0.14 1058:0.12 		không biết nói_gì hơn mới được mấy ngày mà đã có đề_xuất mới dứt_khoát không cho kinh_doanh vỉa_hè 
193 2 683:1.82 		cạn_lời
194 2 15:0.02 21:0.01 49:0.04 66:0.01 76:0.01 78:0.02 94:0.02 96:0.02 121:0.02 128:0.01 136:0.03 190:0.01 220:0.01 253:0.02 261:0.02 276:0.02 277:0.02 341:0.02 365:0.03 367:0.02 382:0.02 438:0.01 442:0.02 463:0.02 625:0.02 672:0.02 725:0.02 779:0.02 890:0.05 1028:0.02 1044:0.02 1058:0.02 1059:0.03 1060:0.03 1061:0.03 1062:0.03 1063:0.03 1064:0.03 1065:0.03 1066:0.03 1067:0.03 1068:0.03 1069:0.03 1070:0.03 1071:0.03 1072:0.02 1073:0.03 1074:0.02 1075:0.03 1076:0.03 1077:0.03 		phản_đối đề_xuất kinh_doanh trên vỉa_hè khi ý_thức người_dân còn quá kém kèm theo lòng tham tâm_lý số đông khi sử_dụng hộ này chật quá để thêm vật_dụng ra ngoài nghĩ cũng không sao người này thấy người kia để được cũng làm theo người người_làm theo cán_bộ đi kiểm_tra rất mỏng còn rất nhiều vấn_đề phát_sinh vỉa_hè phải dùng đúng mục_đích cho làm_việc này việc kia sẽ sinh_ra tiêu_cực mỹ_quan đô_thị và tất_cả sẽ mất kiểm_soát bát_nháo cho_đến vài chục năm sau 
195 2 323:0.06 326:0.05 361:0.1 365:0.03 384:0.06 438:0.04 549:0.04 573:0.04 643:0.05 854:0.06 1029:0.06 1078:0.07 1079:0.07 1080:0.07 1081:0.06 1082:0.07 1083:0.07 1084:0.07 1085:0.07 		không hiểu sao lại nảy ra ý_định này đã dẹp là dẹp hẳn luôn tốn bao công_sức để lấy lại vỉa_hè rồi loanh_quanh sẽ khó mà trở_thành 1 góc nhỏ của singapo 
196 2 121:0.07 365:0.06 590:0.14 787:0.1 1022:0.1 1046:0.1 1081:0.1 1086:0.12 1087:0.12 1088:0.12 1089:0.12 1090:0.12 1091:0.12 		bao_nhiêu công_sức tiền_của để đập phá dọn_dẹp lại vỉa_hè giờ mà thêm cái qđ này nữa khác_gì bữa giờ ném_tiền_qua_cửa_sổ 
197 2 78:0.08 121:0.13 178:0.18 181:0.18 365:0.1 413:0.29 517:0.16 1092:0.2 1093:0.2 1094:0.2 		vỉa_hè rộng quá thì mở_rộng thêm đường giải_quyết ùn ứ tắc đường 
198 2 49:0.04 61:0.06 96:0.06 128:0.04 278:0.05 281:0.04 294:0.08 310:0.05 364:0.07 1095:0.1 1096:0.1 1097:0.1 1098:0.08 1099:0.1 1100:0.1 		ai bảo_đảm sẽ không tái_diễn cảnh lấn_chiếm lòng lề_đường nữa ? và người đi bộ lại phải xuống lòng_đường tôi không đồng_ý dự_thảo này 
199 2 487:0.28 573:0.11 1036:0.15 1072:0.15 1074:0.15 1098:0.15 1101:0.17 		không nên rất khó kiểm_soát tiêu_cực đã cấm là cấm hẵn lề_đường để giao_thông 
200 2 21:0.08 49:0.03 66:0.08 109:0.07 116:0.15 322:0.06 365:0.04 412:0.06 463:0.07 555:0.05 779:0.05 868:0.07 1013:0.07 1102:0.09 1103:0.18 1104:0.09 1105:0.09 1106:0.09 		phản_đối sử_dụng vỉa_hè 3m kẻ sơn cho bán hàng rong đã làm thì làm cho tới nơi trước kẻ sơn cho để xe rồi kết_cục thế_nào mọi người đều đã biết
