1 1 1:0.0 2:0.0 4:0.0 5:0.0 7:0.0 8:0.0 10:0.0 11:0.0 13:0.0 		thật tuyệt_vời vì chủ_quyền đất_nước tôi sẵn_sàng đóng_góp và hy_sinh xương_máu để bảo_vệ 
120 2 636:0.0 647:0.0 693:0.0 		quy_định thời_gian là chưa phù_hợp
121 2 64:0.0 78:0.0 220:0.0 262:0.0 306:0.0 452:0.0 550:0.0 595:0.0 607:0.0 612:0.0 695:0.0 696:0.0 697:0.0 		quá nhiều điều phức_tạp kêu_gọi người_dân đóng bảo_hiểm 100 nhưng   làm_khó người_bệnh thất_vọng và không tin nổi vào bảo_hiểm
122 2 78:0.0 128:0.0 567:0.0 684:0.0 698:0.0 699:0.0 		ôi bảo_hiểm_y_tế ngao_ngán quá đi thôi 
123 2 216:0.0 219:0.0 405:0.0 700:0.0 701:0.0 702:0.0 703:0.0 704:0.0 		nói_tóm_lại điều_luật này không sát tình_hình thực_tế không hợp_tình không hợp hoàn_cảnh
124 2 21:0.0 136:0.0 189:0.0 449:0.0 541:0.0 567:0.0 596:0.0 604:0.0 612:0.0 620:0.0 684:0.0 698:0.0 705:0.0 706:0.0 707:0.0 709:0.0 710:0.0 711:0.0 		bảo_hiểm_y_tế còn nhiều nhiêu_khê lắm cứ lòng_vòng chuyển tuyến bệnh_viện tuyến dưới không tìm ra bệnh đến khi lên đến tuyến trên thì ôi thôi rồi giai_đoạn cuối chỉ khổ cho người_bệnh thôi 
125 2 136:0.0 668:0.0 712:0.0 713:0.0 714:0.0 715:0.0 716:0.0 717:0.0 		chờ kq xn máu đã 3h rồi còn gì rõ chán
126 2 683:0.0 718:0.0 		bó_tay cạn_lời
127 2 50:0.0 706:0.0 719:0.0 		thật_sự đau_đầu lắm lắm 
128 2 1:0.0 128:0.0 459:0.0 596:0.0 614:0.0 647:0.0 667:0.0 711:0.0 720:0.0 721:0.0 722:0.0 723:0.0 		thật khổ với cái quy_định này đã đi cấp_cứu vì bệnh thì ít có trường_hợp dưới 4 tiếng chỉ có trường_hợp cấp_cứu vì tai_nạn thì may_ra dưới 4 tiếng 
129 2 112:0.0 122:0.0 126:0.0 262:0.0 278:0.0 322:0.0 328:0.0 423:0.0 438:0.0 590:0.0 595:0.0 625:0.0 667:0.0 724:0.0 725:0.0 		  đã là bảo_hiểm cấp_cứu ai mà chọn giờ cấp_cứu được không biết các bác nhà mình nghĩ sao về vấn_đề này nửa 
130 2 78:0.0 549:0.0 550:0.0 726:0.0 727:0.0 728:0.0 		không hiểu nổi trung quốc quá vô_lối
131 2 78:0.0 222:0.0 729:0.0 730:0.0 731:0.0 		quá phẫn_nộ hành_động coi_thường pháp_luật 
132 2 142:0.0 528:0.0 732:0.0 733:0.0 734:0.0 735:0.0 		đánh nhau là gây_rối đánh phụ_nữ là không_thể chấp_nhận 
133 2 90:0.0 142:0.0 528:0.0 732:0.0 735:0.0 		không_thể chấp_nhận việc đánh phụ_nữ như_thế được 
134 2 36:0.0 66:0.0 132:0.0 278:0.0 310:0.0 317:0.0 337:0.0 736:0.0 737:0.0 738:0.0 739:0.0 740:0.0 741:0.0 742:0.0 743:0.0 744:0.0 		ai đồng_ý xóa lịch âm và gộp tết cổ_truyền và tết tây làm một thì kệ chứ em nói thật_là em không đồng_ý như_vậy
135 2 21:0.0 49:0.0 142:0.0 171:0.0 189:0.0 197:0.0 214:0.0 241:0.0 317:0.0 416:0.0 737:0.0 739:0.0 740:0.0 741:0.0 745:0.0 746:0.0 747:0.0 748:0.0 749:0.0 750:0.0 751:0.0 752:0.0 754:0.0 756:0.0 757:0.0 758:0.0 		tôi nói không với việc đổi gộp lịch nét truyền_thống văn_hoá đón tết_âm_lịch không_thể mai_một trong tôi dù tôi đã hơn_nữa đời người nơi đất_khách_quê_người tôi đang cố_gắng dạy cho con tôi nhớ đến ngày tết cổ_truyền đây 
136 2 20:0.0 121:0.0 308:0.0 505:0.0 529:0.0 555:0.0 643:0.0 759:0.0 760:0.0 761:0.0 762:0.0 763:0.0 764:0.0 765:0.0 766:0.0 767:0.0 		không cần_thiết muốn nhanh đầu_tư sân_bay tàu_bay là nhanh có quốc_lộ 1 rồi bay gio xe chạy cũng rần_rần xây thêm phí
137 2 42:0.0 132:0.0 430:0.0 486:0.0 549:0.0 647:0.0 718:0.0 768:0.0 769:0.0 770:0.0 771:0.0 		đọc luật một hồi kết_quả chẳng hiểu là quyền_hạn được quy_định ntn nữa bó_tay
138 2 78:0.0 549:0.0 573:0.0 606:0.0 772:0.0 		quá rườm_rà và cực_kỳ khó hiểu 
139 2 773:0.0 		không ổn 
140 2 262:0.0 278:0.0 281:0.0 366:0.0 697:0.0 774:0.0 775:0.0 		thất_vọng ai sẽ là trục ở châu_á đây ?  
141 2 262:0.0 697:0.0 776:0.0 777:0.0 		tôi đã bảo rồi mà thất_vọng trum  
142 2 567:0.0 778:0.0 		thế_là thôi rồi
143 2 21:0.0 49:0.0 97:0.0 128:0.0 145:0.0 337:0.0 779:0.0 780:0.0 781:0.0 782:0.0 783:0.0 		em phản_đối hôn_nhân đồng_tính vì nó đi ngược_lại cái tạo_hóa đã tạo ra cho mỗi người 
144 2 21:0.0 33:0.0 39:0.0 49:0.0 50:0.0 67:0.0 91:0.0 103:0.0 122:0.0 127:0.0 136:0.0 197:0.0 211:0.0 253:0.0 258:0.0 261:0.0 270:0.0 277:0.0 281:0.0 301:0.0 317:0.0 323:0.0 452:0.0 567:0.0 608:0.0 779:0.0 780:0.0 781:0.0 785:0.0 786:0.0 787:0.0 788:0.0 789:0.0 790:0.0 791:0.0 792:0.0 793:0.0 794:0.0 795:0.0 796:0.0 797:0.0 798:0.0 799:0.0 800:0.0 801:0.0 802:0.0 803:0.0 804:0.0 805:0.0 806:0.0 807:0.0 808:0.0 809:0.0 810:0.0 811:0.0 812:0.0 813:0.0 814:0.0 815:0.0 816:0.0 817:0.0 818:0.0 819:0.0 821:0.0 822:0.0 823:0.0 824:0.0 		nếu phản_đối hôn_nhân đồng_tính tôi là người đầu_tiên làm_việc này thật_sự mà nói 100 người đồng_tính hiện_nay thì được bao_nhiêu người là bị đồng_tính từ nhỏ ? còn bao_nhiêu người là bị dụ_dỗ ? tôi khẳng_định là hơn 95 số người bị đồng_tính là bị dụ_dỗ nhiều người trẻ mới lớn còn bị lơ_mơ về giới_tính hay những người yếu bản_lĩnh bị dụ_dỗ và đã trả thành_đồng tính giới_tính thứ_ba đang gây rất nhiều bức_xúc cho xã_hội hiện_nay nếu_không lên_tiếng cản_ngăn rồi_đây khoảng 10 20 năm nữa thôi giới_tính thứ_ba sẽ chiếm tỉ_lệ rất lớn trong xã_hội chúng_ta mà những người đồng_tính nhiều nhất lại hoạt_động chủ_yếu trong giới nghệ_sĩ như ca_sĩ diễn_viên bọn họ rất dễ khiến cho giới trẻ lầm tưởng và noi theo chúng_ta phải chặn ngay_lập_tức hiện_tượng tệ_hại này 
145 2 83:0.0 122:0.0 779:0.0 825:0.0 826:0.0 827:0.0 828:0.0 829:0.0 830:0.0 		tôi phản_đối nếu hợp_pháp_hoá thì sẽ ảnh_hưởng nghiêm_trọng đền sự tồn_vong của giống_nòi về sau_này 
146 2 831:0.0 832:0.0 		đang ảo_tưởng à 
147 2 13:0.0 21:0.0 49:0.0 145:0.0 247:0.0 259:0.0 310:0.0 317:0.0 486:0.0 567:0.0 680:0.0 802:0.0 833:0.0 834:0.0 835:0.0 836:0.0 837:0.0 838:0.0 839:0.0 		cáu này cần phải tìm_hiểu cho kỹ nếu đã là bảo_vệ vệ thì bảo_vệ khỏi cái gì người bán_dâm có đồng_ý với cách này không nếu_không thì nó là bắt nhốt nói bảo_vệ chỉ là để lách luật thôi tôi không đồng_ý với cách này
148 2 211:0.0 259:0.0 		cách này không hay
149 2 42:0.0 49:0.0 66:0.0 76:0.0 78:0.0 112:0.0 128:0.0 145:0.0 195:0.0 259:0.0 455:0.0 499:0.0 521:0.0 543:0.0 555:0.0 589:0.0 594:0.0 725:0.0 840:0.0 841:0.0 842:0.0 843:0.0 844:0.0 845:0.0 846:0.0 847:0.0 848:0.0 849:0.0 850:0.0 851:0.0 852:0.0 		đọc song thấy buồn quá ước_mơ có được chiếc xe ô_tô của những người trung_lưu việt ngày_càng xa_vời mình dám chắc người đi ô_tô sẽ có cách nghĩ cách làm nhìn xa khác với người đi xe_máy và người đi xe_đạp cứ đà này thấy khả_năng phát_triển nó cứ mờ_mịt quá trời_ơi trời_ơi 
150 2 42:0.0 50:0.0 74:0.0 131:0.0 189:0.0 277:0.0 303:0.0 333:0.0 416:0.0 498:0.0 555:0.0 589:0.0 643:0.0 853:0.0 854:0.0 855:0.0 856:0.0 857:0.0 858:0.0 859:0.0 860:0.0 861:0.0 862:0.0 863:0.0 865:0.0 		ấp_ủ bao năm cố gòng gánh mua 1 con xe tầm 400 trả_góp đọc xog bài báo thật_sự rất nản đến bao_giờ oto được xem như mua chiec xe_máy như bây_giờ thật_sự rất nản 
151 2 21:0.0 542:0.0 862:0.0 866:0.0 867:0.0 		tin_buồn cho thị_trường oto nước_nhà 
152 2 49:0.0 131:0.0 195:0.0 196:0.0 366:0.0 578:0.0 594:0.0 725:0.0 842:0.0 868:0.0 869:0.0 		nghĩ tới việc mua được ô_tô ở việt _ nam mà buồn cả người haiz 
153 2 132:0.0 870:0.0 871:0.0 		một mớ hỗn_độn 
154 2 96:0.0 122:0.0 252:0.0 302:0.0 394:0.0 404:0.0 416:0.0 872:0.0 873:0.0 874:0.0 875:0.0 876:0.0 877:0.0 878:0.0 879:0.0 		sinh_viên hết được miễn giảm vé tàu_hỏa nghe mà nghẹn lòng xin_lỗi bố_mẹ đợt lễ này con không về 
155 2 21:0.0 43:0.0 112:0.0 122:0.0 128:0.0 131:0.0 136:0.0 142:0.0 168:0.0 278:0.0 281:0.0 302:0.0 306:0.0 423:0.0 441:0.0 447:0.0 514:0.0 590:0.0 678:0.0 681:0.0 720:0.0 848:0.0 872:0.0 874:0.0 875:0.0 880:0.0 881:0.0 882:0.0 883:0.0 884:0.0 885:0.0 886:0.0 887:0.0 888:0.0 889:0.0 890:0.0 		tại_sao sinh_viên không được miễn_giảm mua vé tàu_hỏa chứ mỗi khi về quê là mình thường đi tàu nhà không có điều_kiện nên vẫn mua vé tàu cho tiết_kiệm mà cũng đâu phải ít sinh_viên đâu bạn_bè mình quê xa khi được về nhà ai cũng mua nếu không_thể giảm nhiều xin hãy giảm ít giờ học_phí tăng cao kinh_khủng tiết_kiệm khoản này khoản kia để còn đóng học chứ ?
156 2 21:0.0 97:0.0 136:0.0 337:0.0 438:0.0 514:0.0 706:0.0 872:0.0 891:0.0 892:0.0 893:0.0 894:0.0 895:0.0 896:0.0 		thiết_nghĩ đời_sống sinh_viên của con_em nhà_nông còn vất_vả lắm sao lại không tạo điều_kiện cho các em ấy 
157 2 67:0.0 594:0.0 711:0.0 872:0.0 897:0.0 898:0.0 		buồn vg là sinh_viên nghèo lại càng khổ hơn rồi 
158 2 49:0.0 76:0.0 91:0.0 119:0.0 136:0.0 211:0.0 284:0.0 551:0.0 745:0.0 872:0.0 880:0.0 900:0.0 901:0.0 902:0.0 903:0.0 		tôi thấy vô_lý khi còn phân_loại khuyết_tật là khuyết_tật nặng mới được sinh_viên và người khuyết_tật là những đối_tượng hợp_lý để được miễn_giảm không nên sữa đổi điều này không hay 
159 2 312:0.0 590:0.0 872:0.0 898:0.0 		sinh_viên đã nghèo rồi mà giờ không được hỗ_trợ nữa 
160 2 122:0.0 310:0.0 874:0.0 875:0.0 		chuyện về vé tàu_hỏa là không đồng_ý
161 2 21:0.0 76:0.0 152:0.0 337:0.0 514:0.0 638:0.0 848:0.0 872:0.0 881:0.0 893:0.0 905:0.0 906:0.0 907:0.0 908:0.0 909:0.0 910:0.0 		sinh_viên phần_lớn xa quê và là con_em nông_dân công_nhân không có điều_kiện thế_mà không giảm_giá cho các em í @ @ thấy tội cho các em
162 2 66:0.0 101:0.0 136:0.0 147:0.0 548:0.0 681:0.0 898:0.0 911:0.0 912:0.0 913:0.0 914:0.0 915:0.0 916:0.0 917:0.0 918:0.0 		những mặt_hàng nông_nghiệp như phân thuốc_trừ_sâu bình ỗn được chứ dân đang nghèo mùa_màng thất_bát tại_sao còn đưa gạo làm bình ỗn
163 2 21:0.0 38:0.0 360:0.0 401:0.0 438:0.0 874:0.0 908:0.0 919:0.0 920:0.0 921:0.0 922:0.0 923:0.0 		những cái tốt sao hok duy_trì mà_lại hủy_bỏ là sao giảm_giá vé cho sv là việc_làm thiết_thực mà 
164 2 21:0.0 122:0.0 155:0.0 228:0.0 254:0.0 302:0.0 349:0.0 359:0.0 366:0.0 394:0.0 438:0.0 464:0.0 740:0.0 771:0.0 872:0.0 873:0.0 874:0.0 879:0.0 881:0.0 883:0.0 886:0.0 887:0.0 898:0.0 908:0.0 922:0.0 924:0.0 925:0.0 926:0.0 927:0.0 928:0.0 929:0.0 930:0.0 		sinh_viên không được miễn giá vé tàu ntn là không thỏa_đáng đa_số sv đều ở quê ra tp học_tập đa_phần sv là gđ nông nghèo không giảm_giá tàu_xe cho sv về quê các đợt lễ tết và không được học_phí thì tăng vé tàu_xe không giảm thế sv chúng_tôi sao mà đủ tiền tàu_xe 
165 2 132:0.0 252:0.0 310:0.0 625:0.0 872:0.0 874:0.0 880:0.0 883:0.0 931:0.0 932:0.0 		đồng_ý hết nhưng sinh_viên không được miễn_giảm vé tàu là một vấn_đề cần phải xem_xét lại vì_sao 
166 2 15:0.0 21:0.0 78:0.0 128:0.0 136:0.0 277:0.0 281:0.0 441:0.0 447:0.0 681:0.0 795:0.0 873:0.0 927:0.0 933:0.0 935:0.0 936:0.0 937:0.0 938:0.0 939:0.0 940:0.0 941:0.0 942:0.0 		ơ trước năm 45 là chống pháp đa_phần tuổi đã cao sức đã yếu còn đi đâu nữa mà miễn với không miễn ? tại_sao không miễn giãm cho tất_cả các thời_kỳ ? buồn_cười quá 
167 2 21:0.0 38:0.0 96:0.0 281:0.0 328:0.0 342:0.0 438:0.0 501:0.0 581:0.0 594:0.0 706:0.0 791:0.0 848:0.0 872:0.0 881:0.0 898:0.0 943:0.0 944:0.0 945:0.0 946:0.0 947:0.0 		buồn thiết chứ không đội mũ_bảo_hiểm cho những bạn trẻ là tốt nên bắt_buộc sinh_viên xa quê nghèo lắm các bác ạ sao các bác nỡ lòng nào ? 
168 2 5:0.0 39:0.0 49:0.0 68:0.0 113:0.0 127:0.0 184:0.0 251:0.0 298:0.0 302:0.0 312:0.0 455:0.0 505:0.0 558:0.0 693:0.0 721:0.0 726:0.0 727:0.0 740:0.0 872:0.0 873:0.0 874:0.0 875:0.0 908:0.0 948:0.0 949:0.0 950:0.0 951:0.0 952:0.0 953:0.0 954:0.0 956:0.0 957:0.0 958:0.0 959:0.0 960:0.0 961:0.0 962:0.0 963:0.0 964:0.0 965:0.0 966:0.0 		sinh_viên không được miễn giảm vé tàu_hỏa là chính_sách chưa phù_hợp để phát_triển đất_nước sinh_viên là những người cần được ưu_tiên hỗ_trợ phát_triển nước gần chúng_ta nhất trung quốc sinh_viên được miễn giảm_giá vé tầu vào hai lần là đi_về nghỉ_hè và nghỉ tết đề_nghị tăng_cường an_ninh tại các khu_vực bến_xe bến_tàu phòng_chống trộm_cắp cướp_giật lắp thiết_bị ghi_hình ghi tiếng và báo_động nhanh tại các khu_vực này 
169 2 249:0.0 262:0.0 342:0.0 967:0.0 968:0.0 969:0.0 970:0.0 971:0.0 972:0.0 		  thay_đổi mã vùng điện_thoại cố_định không khoa_học tí nào
170 2 21:0.0 253:0.0 277:0.0 552:0.0 745:0.0 970:0.0 973:0.0 974:0.0 975:0.0 976:0.0 977:0.0 		mệt nhất_là chuyện đổi số điện_thoại mới_đầu năm đã hao_tài_tốn_của cho việc in_ấn giấy_tờ rồi 
171 2 21:0.0 76:0.0 211:0.0 253:0.0 269:0.0 275:0.0 276:0.0 342:0.0 635:0.0 745:0.0 978:0.0 		tôi thấy đổi số đt và cho mang thai hộ là không hay chút nào 
172 2 42:0.0 76:0.0 249:0.0 328:0.0 342:0.0 967:0.0 968:0.0 969:0.0 970:0.0 979:0.0 980:0.0 981:0.0 982:0.0 983:0.0 		mã vùng điện_thoại thay_đổi kiểu gì mà đọc vào chả thấy khoa_học không biết_mấy bác phân_chia mã theo quy_luật nào nữa
173 2 123:0.0 129:0.0 131:0.0 199:0.0 254:0.0 337:0.0 447:0.0 593:0.0 887:0.0 984:0.0 985:0.0 986:0.0 987:0.0 		xong tăng lương thì tiền đâu em mua rau thịt ăn đây lại mỳ tôm qua_ngày vậy
174 2 706:0.0 711:0.0 		khổ lắm
175 2 350:0.0 988:0.0 989:0.0 		vô_cùng ngang_ngược và trơ_tráo 
176 2 4:0.0 21:0.0 43:0.0 91:0.0 112:0.0 197:0.0 235:0.0 277:0.0 374:0.0 423:0.0 551:0.0 552:0.0 563:0.0 585:0.0 588:0.0 636:0.0 990:0.0 991:0.0 992:0.0 993:0.0 994:0.0 995:0.0 996:0.0 		vô_lý nhất_là mình có nhà hợp_pháp chủ_quyền tên của mình mà phải tạm_trú trong nhà mình 2 năm mới được nhập hộ_khẩu thời_gian đó thì biết_bao_nhiêu rắc_rối cho con_cháu xin việc học_hành quyền_lợi bị hạn_chế 
177 2 78:0.0 128:0.0 594:0.0 		buồn quá đi 
178 2 78:0.0 96:0.0 199:0.0 887:0.0 997:0.0 998:0.0 999:0.0 1000:0.0 1001:0.0 		lương thấp quá xăng thì cứ tăng vù_vù nãn lòng công_chức 
179 2 21:0.0 121:0.0 220:0.0 278:0.0 281:0.0 543:0.0 643:0.0 711:0.0 852:0.0 887:0.0 998:0.0 1002:0.0 1003:0.0 1004:0.0 1005:0.0 1006:0.0 1007:0.0 		trời_ơi tăng cái nọ lại tăng thêm 1 loạt các thứ khác ? xăng tăng điện tăng kêu lỗ cái khổ của người_dân thì ai kêu cho đây 
180 2 76:0.0 199:0.0 404:0.0 430:0.0 594:0.0 613:0.0 651:0.0 887:0.0 1001:0.0 1009:0.0 1011:0.0 1012:0.0 1013:0.0 1014:0.0 		nghe lương tăng mà thấy buồn bởi chẳng thấm_tháp gì so với chi_tiêu tối thiếu hàng tháng của các gia_đình công_chức 
181 2 66:0.0 199:0.0 254:0.0 412:0.0 416:0.0 464:0.0 542:0.0 558:0.0 1015:0.0 1016:0.0 1017:0.0 1018:0.0 1019:0.0 		lương và giá_cả thị_trường làm thế_nào để đủ tiền nuôi hai đứa con mà không phải vay nợ 
182 2 199:0.0 329:0.0 457:0.0 887:0.0 		lương ơi đừng tăng nữa 
183 2 281:0.0 365:0.0 551:0.0 585:0.0 589:0.0 643:0.0 906:0.0 1020:0.0 1021:0.0 1022:0.0 1023:0.0 1024:0.0 1025:0.0 1026:0.0 1027:0.0 1028:0.0 		vô_lý hình_ảnh rạp công_nhân sau khi đập 2 bậc thềm nhưng thay vào đó là 1 dãy xe_máy đậu trên vỉa_hè ? vậy mục_đích của việc đập 2 bậc thềm là gì ?
184 2 211:0.0 261:0.0 365:0.0 543:0.0 672:0.0 779:0.0 1029:0.0 		tôi phản_đối lấy vỉa_hè kinh_doanh hay làm_việc khác
185 2 91:0.0 361:0.0 447:0.0 590:0.0 655:0.0 698:0.0 1030:0.0 1031:0.0 1032:0.0 1033:0.0 		ôi không được đâu mới khó_khăn mới dẹp được giờ mà bày ra là tùm_lum liền hà 
186 2 1:0.0 486:0.0 487:0.0 549:0.0 573:0.0 779:0.0 1034:0.0 1035:0.0 1036:0.0 1037:0.0 		quyết_định thật khó hiểu tôi phản_đối việc này vi_phạm luật giao_thông đường_bộ đã cấm là cấm 
187 2 21:0.0 45:0.0 66:0.0 136:0.0 262:0.0 281:0.0 292:0.0 365:0.0 431:0.0 438:0.0 546:0.0 555:0.0 567:0.0 651:0.0 672:0.0 748:0.0 786:0.0 1038:0.0 1039:0.0 1040:0.0 1041:0.0 1042:0.0 1043:0.0 		  nếu cho kinh_doanh vỉa_hè rồi lại lộn_xộn thôi văn_hoá vỉa_hè sẽ tồn_tại mãi thế_này sao ? tận_dụng làm chỗ đỗ xe thì còn có_lý vì chỗ để xe hiện_nay rất thiếu còn cho thuê kinh_doanh là tôi không ủng_hộ 
188 2 91:0.0 550:0.0 861:0.0 1040:0.0 1044:0.0 1045:0.0 		lại bát_nháo thế_này bao_giờ mới khá nổi 
189 2 21:0.0 136:0.0 365:0.0 544:0.0 1029:0.0 1043:0.0 1046:0.0 1047:0.0 1048:0.0 1049:0.0 1050:0.0 1051:0.0 1052:0.0 		đã dọn_dẹp vỉa_hè để lấy lại không_gian đi_lại cho rộng_rãi vậy_mà còn đề suất cho thuê gì nữa vậy trời 
190 2 21:0.0 49:0.0 128:0.0 278:0.0 310:0.0 361:0.0 364:0.0 672:0.0 1053:0.0 1054:0.0 		cho kinh_doanh rồi ai quản_lý nỗi nếu người kinh_doanh lấn_chiếm dẹp đi không đồng_ý
191 2 21:0.0 109:0.0 361:0.0 457:0.0 554:0.0 718:0.0 1055:0.0 1056:0.0 		dẹp rồi lại cho bán trở_lại bó_tay vậy_thì đừng có dẹp làm_gì 
192 2 21:0.0 67:0.0 91:0.0 157:0.0 268:0.0 322:0.0 365:0.0 672:0.0 758:0.0 1057:0.0 1058:0.0 		không biết nói_gì hơn mới được mấy ngày mà đã có đề_xuất mới dứt_khoát không cho kinh_doanh vỉa_hè 
193 2 683:0.51 		cạn_lời
194 2 15:0.0 21:0.0 49:0.0 66:0.0 76:0.0 78:0.0 94:0.0 96:0.0 121:0.0 128:0.0 136:0.0 190:0.0 220:0.0 253:0.0 261:0.0 276:0.0 277:0.0 341:0.0 365:0.0 367:0.0 382:0.0 438:0.0 442:0.0 463:0.0 625:0.0 672:0.0 725:0.0 779:0.0 890:0.0 1028:0.0 1044:0.0 1058:0.0 1059:0.0 1060:0.0 1061:0.0 1062:0.0 1063:0.0 1064:0.0 1065:0.0 1066:0.0 1067:0.0 1068:0.0 1069:0.0 1070:0.0 1071:0.0 1072:0.0 1073:0.0 1074:0.0 1075:0.0 1076:0.0 1077:0.0 		phản_đối đề_xuất kinh_doanh trên vỉa_hè khi ý_thức người_dân còn quá kém kèm theo lòng tham tâm_lý số đông khi sử_dụng hộ này chật quá để thêm vật_dụng ra ngoài nghĩ cũng không sao người này thấy người kia để được cũng làm theo người người_làm theo cán_bộ đi kiểm_tra rất mỏng còn rất nhiều vấn_đề phát_sinh vỉa_hè phải dùng đúng mục_đích cho làm_việc này việc kia sẽ sinh_ra tiêu_cực mỹ_quan đô_thị và tất_cả sẽ mất kiểm_soát bát_nháo cho_đến vài chục năm sau 
195 2 323:0.0 326:0.0 361:0.0 365:0.0 384:0.0 438:0.0 549:0.0 573:0.0 643:0.0 854:0.0 1029:0.0 1078:0.0 1079:0.0 1080:0.0 1081:0.0 1082:0.0 1083:0.0 1084:0.0 1085:0.0 		không hiểu sao lại nảy ra ý_định này đã dẹp là dẹp hẳn luôn tốn bao công_sức để lấy lại vỉa_hè rồi loanh_quanh sẽ khó mà trở_thành 1 góc nhỏ của singapo 
196 2 121:0.0 365:0.0 590:0.0 787:0.0 1022:0.0 1046:0.0 1081:0.0 1086:0.0 1087:0.0 1088:0.0 1089:0.0 1090:0.0 1091:0.0 		bao_nhiêu công_sức tiền_của để đập phá dọn_dẹp lại vỉa_hè giờ mà thêm cái qđ này nữa khác_gì bữa giờ ném_tiền_qua_cửa_sổ 
197 2 78:0.0 121:0.0 178:0.0 181:0.0 365:0.0 413:0.0 517:0.0 1092:0.0 1093:0.0 1094:0.0 		vỉa_hè rộng quá thì mở_rộng thêm đường giải_quyết ùn ứ tắc đường 
198 2 49:0.0 61:0.0 96:0.0 128:0.0 278:0.0 281:0.0 294:0.0 310:0.0 364:0.0 1095:0.0 1096:0.0 1097:0.0 1098:0.0 1099:0.0 1100:0.0 		ai bảo_đảm sẽ không tái_diễn cảnh lấn_chiếm lòng lề_đường nữa ? và người đi bộ lại phải xuống lòng_đường tôi không đồng_ý dự_thảo này 
199 2 487:0.0 573:0.0 1036:0.0 1072:0.0 1074:0.0 1098:0.0 1101:0.0 		không nên rất khó kiểm_soát tiêu_cực đã cấm là cấm hẵn lề_đường để giao_thông 
200 2 21:0.0 49:0.0 66:0.0 109:0.0 116:0.0 322:0.0 365:0.0 412:0.0 463:0.0 555:0.0 779:0.0 868:0.0 1013:0.0 1102:0.0 1103:0.0 1104:0.0 1105:0.0 1106:0.0 		phản_đối sử_dụng vỉa_hè 3m kẻ sơn cho bán hàng rong đã làm thì làm cho tới nơi trước kẻ sơn cho để xe rồi kết_cục thế_nào mọi người đều đã biết
