1 1 1:1.1949766120282994 2:1.1578982409406087 4:1.99563519459755 5:1.380211241711606 7:2.298853076409707 8:2.298853076409707 10:2.298853076409707 11:2.298853076409707 13:1.591064607026499 		thật tuyệt_vời vì chủ_quyền đất_nước tôi sẵn_sàng đóng_góp và hy_sinh xương_máu để bảo_vệ 
100 1 2:1.1578982409406087 39:1.2787536009528289 195:1.5096504624671803 196:1.5096504624671803 230:1.591064607026499 256:1.99563519459755 503:1.99563519459755 521:1.8173449546226208 522:1.99563519459755 526:2.298853076409707 527:2.298853076409707 		phải công_nhận là trên cả tuyệt_vời đà nẵng là thành_phố đáng sống nhất việt nam cơ_mà 
101 2 142:1.4404592647015428 528:1.8173449546226208 		không_thể chấp_nhận
102 2 39:1.2787536009528289 132:1.0606978403536116 197:1.3267908404607376 220:1.2787536009528289 277:1.3267908404607376 319:1.8173449546226208 349:1.591064607026499 404:1.6901960800285136 435:1.8173449546226208 529:1.8173449546226208 530:2.298853076409707 531:2.298853076409707 532:2.298853076409707 533:2.298853076409707 534:2.298853076409707 535:2.298853076409707 536:2.298853076409707 537:2.298853076409707 538:2.298853076409707 539:2.298853076409707 		người_dân chúng_tôi muốn nghe một lời giải_thích hoặc đính_chính của ngành đường_sắt nếu đây là một sự_thật thì quả_là một ý_tưởng siêu rồ_dại nhất trong năm 2016
103 2 128:0.9306337316183148 129:1.8173449546226208 184:1.4404592647015428 262:1.2787536009528289 438:1.2350691146322097 447:1.4404592647015428 540:2.298853076409707 541:1.8173449546226208 542:1.8173449546226208 543:1.591064607026499 544:1.99563519459755 545:2.298853076409707 546:1.99563519459755 547:2.298853076409707 548:1.99563519459755 		  sao không chủ_động tìm thị_trường các nước khác mà suất khẩu đi ăn mãi được đâu mà_còn các mặt_hàng khác nữa chứ 
104 2 549:1.4404592647015428 550:1.591064607026499 		không hiểu nổi 
105 2 13:1.591064607026499 21:0.6297314128125431 300:1.99563519459755 308:1.8173449546226208 430:1.6901960800285136 551:1.6901960800285136 552:1.6901960800285136 553:2.298853076409707 554:1.99563519459755 		cái vô_lý nhất_là phí bảo_vệ môi_trường thu nhiều và chẳng làm_gì cho môi_trường cả 
106 2 1:1.1949766120282994 21:0.6297314128125431 118:1.6901960800285136 121:1.4404592647015428 128:0.9306337316183148 131:1.4404592647015428 132:1.0606978403536116 136:1.0320021592991393 247:1.8173449546226208 254:1.591064607026499 278:1.1949766120282994 284:1.591064607026499 322:1.5096504624671803 555:1.3267908404607376 556:1.8173449546226208 557:1.8173449546226208 558:1.8173449546226208 559:2.298853076409707 560:2.298853076409707 563:1.8173449546226208 564:2.298853076409707 		xe chính chủ thật không hợp_lý hai vợ chông tôi có một chiếc xe lúc tôi đi lúc vợ đi không biết để tên ai chính chủ cũng không biết làm_sao cho khỏi bị phạt tiền không có tiền mua thêm xe còn bị phạt nữa
107 2 447:1.4404592647015428 529:1.8173449546226208 552:1.6901960800285136 555:1.3267908404607376 556:1.8173449546226208 557:1.8173449546226208 565:2.298853076409707 566:1.99563519459755 567:1.380211241711606 568:1.8173449546226208 569:1.99563519459755 		rầu nhất_là cái vụ xe không chính chủ thôi nhiều khi đâu phải muốn sang_tên là sang đâu 
108 2 79:1.8173449546226208 118:1.6901960800285136 132:1.0606978403536116 261:1.591064607026499 262:1.2787536009528289 264:1.3267908404607376 269:1.591064607026499 281:1.0606978403536116 412:1.6901960800285136 543:1.591064607026499 555:1.3267908404607376 568:1.8173449546226208 569:1.99563519459755 570:2.298853076409707 571:2.298853076409707 572:2.298853076409707 573:1.4404592647015428 575:2.298853076409707 576:2.298853076409707 577:2.298853076409707 578:1.99563519459755 579:2.298853076409707 580:2.298853076409707 581:1.99563519459755 582:2.298853076409707 583:2.298853076409707 584:1.99563519459755 		không đồng_tình với việc phạt hành_vi không sang_tên xe mô_tô xe_gắn_máy khó có_thể chứng_minh được lỗi này ví _ dụ như tôi mượn xe của một ông bạn giàu_có dư xe để mang sang tỉnh khác làm_việc thì chứng_minh thế_nào đây ?  
109 2 50:1.591064607026499 128:0.9306337316183148 211:1.0047988646762522 278:1.1949766120282994 281:1.0606978403536116 284:1.591064607026499 555:1.3267908404607376 556:1.8173449546226208 557:1.8173449546226208 563:1.8173449546226208 566:1.99563519459755 568:1.8173449546226208 573:1.4404592647015428 585:1.8173449546226208 586:2.298853076409707 587:2.298853076409707 588:1.99563519459755 589:1.6901960800285136 590:1.3267908404607376 591:2.298853076409707 592:2.298853076409707 		thật_sự là cái vụ sang_tên chính chủ không được hợp_lý 2 chị_em có cái xe lúc chị đi lúc tôi đi để tên ai cũng khó hay hộ_khẩu với xe_máy giờ là 2 vật bất_ly_thân ? ?
110 2 567:1.380211241711606 593:1.99563519459755 		thôi xong
111 2 21:0.6297314128125431 61:1.591064607026499 62:1.8173449546226208 68:1.380211241711606 76:1.2787536009528289 91:1.1578982409406087 101:1.2787536009528289 119:1.6901960800285136 128:0.9306337316183148 142:1.4404592647015428 162:1.99563519459755 186:1.4404592647015428 197:1.3267908404607376 342:1.4404592647015428 366:1.591064607026499 449:1.591064607026499 508:1.99563519459755 517:1.8173449546226208 518:1.99563519459755 584:1.99563519459755 594:1.4404592647015428 595:1.591064607026499 596:1.6901960800285136 597:2.298853076409707 598:2.298853076409707 599:2.298853076409707 600:2.298853076409707 601:1.99563519459755 602:1.99563519459755 603:2.298853076409707 604:1.99563519459755 605:2.298853076409707 606:1.99563519459755 607:1.8173449546226208 608:1.8173449546226208 609:2.298853076409707 610:2.298853076409707 611:2.298853076409707 612:1.5096504624671803 613:1.99563519459755 614:1.99563519459755 615:2.298853076409707 616:2.298853076409707 617:2.298853076409707 618:2.298853076409707 619:1.99563519459755 620:1.99563519459755 621:2.298853076409707 622:2.298853076409707 		rất buồn với chính_sách bảo_hiểm những bệnh nặng như các bệnh ung_thư v v các bệnh mà tuyến huyện tuyến tỉnh trình_độ bác_sĩ ở đây không_thể điều_trị và chữa được nhưng bệnh_viện rất khoát không cho đi mà nếu đi được thì thủ_tục cực_kỳ phức_tạp gây ra muôn_vàn những khổ_cực cho người_nhà người_bệnh gia_đình nào có trong trường_hợp này mới thấy cơ_cực thậm trí có những trường_hợp sắp chết mới cho người_ta chuyển viện tuyến trên tôi rất mong bộ y_tế vào_cuộc giải_quyết giúp dân
112 2 49:0.9306337316183148 112:1.2787536009528289 423:1.5096504624671803 623:2.298853076409707 624:2.298853076409707 625:1.6901960800285136 626:2.298853076409707 627:1.99563519459755 628:2.298853076409707 629:2.298853076409707 630:2.298853076409707 631:2.298853076409707 632:2.298853076409707 633:2.298853076409707 634:2.298853076409707 		cố_chấp giữ lại có vấn_đề gì hãng sẽ không chịu trách_nhiệm vì đã thông_báo thu_hồi rồi lỡ xui hại mình hại người cháy nhà 
113 2 21:0.6297314128125431 54:1.99563519459755 91:1.1578982409406087 97:1.380211241711606 122:1.2787536009528289 136:1.0320021592991393 205:1.99563519459755 284:1.591064607026499 319:1.8173449546226208 328:1.2350691146322097 342:1.4404592647015428 596:1.6901960800285136 601:1.99563519459755 602:1.99563519459755 612:1.5096504624671803 635:1.99563519459755 636:1.6901960800285136 637:2.298853076409707 638:1.99563519459755 639:2.298853076409707 640:2.298853076409707 641:2.298853076409707 643:1.5096504624671803 644:2.298853076409707 645:2.298853076409707 646:2.298853076409707 647:1.591064607026499 648:1.99563519459755 649:2.298853076409707 650:2.298853076409707 651:1.6901960800285136 652:2.298853076409707 653:2.298853076409707 654:2.298853076409707 		không hợp_lý chút nào thời_gian điều_trị còn phụ_thuộc phần_lớn vào phương_pháp kĩ_thuật của bác_sĩ và máy_móc y_học nữa cùng 1 loại bệnh nếu điều_trị bằng các phương_pháp và kĩ_thuật máy_móc khác_nhau cũng sẽ khác_nhau về thời_gian điều_trị quy_định mới này có_thể tạo cơ_hội cho 1 bộ_phận y bác sỹ thiếu y_đức sẽ sách_nhiễu người_bệnh hoặc kéo_dài thời_gian 
114 2 21:0.6297314128125431 49:0.9306337316183148 62:1.8173449546226208 68:1.380211241711606 78:0.8653014355156231 97:1.380211241711606 128:0.9306337316183148 132:1.0606978403536116 143:1.99563519459755 155:1.8173449546226208 278:1.1949766120282994 281:1.0606978403536116 326:1.5096504624671803 341:1.8173449546226208 390:1.99563519459755 435:1.8173449546226208 459:1.8173449546226208 590:1.3267908404607376 595:1.591064607026499 607:1.8173449546226208 608:1.8173449546226208 612:1.5096504624671803 636:1.6901960800285136 648:1.99563519459755 651:1.6901960800285136 655:1.99563519459755 656:2.298853076409707 657:2.298853076409707 658:2.298853076409707 659:2.298853076409707 660:2.298853076409707 661:2.298853076409707 662:2.298853076409707 663:2.298853076409707 664:2.298853076409707 665:2.298853076409707 		chính_sách bảo_hiểm quá phức_tạp gây khó_khăn cho người_bệnh đã thế lại thiếu ổn_định và thực_tiễn ai đi đếm thời_gian 4 giờ đó ? tạo cơ_hội cho cán_bộ ngành y_tế và bảo_hiểm trục_lợi đây mà gọi_là bảo_hiểm ah ? chính_sách cho thì được không cho không được không có một ràng_buộc rõ_ràng giữa người nhận bảo_hiểm và người được bảo_hiểm và phần thiệt luôn là người được bảo_hiểm
115 2 21:0.6297314128125431 39:1.2787536009528289 42:1.380211241711606 49:0.9306337316183148 66:0.9789249693398308 68:1.380211241711606 91:1.1578982409406087 95:1.99563519459755 101:1.2787536009528289 128:0.9306337316183148 136:1.0320021592991393 137:1.99563519459755 278:1.1949766120282994 306:1.6901960800285136 452:1.6901960800285136 486:1.591064607026499 550:1.591064607026499 590:1.3267908404607376 595:1.591064607026499 619:1.99563519459755 627:1.99563519459755 647:1.591064607026499 666:2.298853076409707 667:1.6901960800285136 668:1.99563519459755 669:2.298853076409707 670:2.298853076409707 671:2.298853076409707 672:1.5096504624671803 673:2.298853076409707 674:2.298853076409707 675:2.298853076409707 676:2.298853076409707 677:2.298853076409707 678:1.99563519459755 679:2.298853076409707 680:1.99563519459755 681:1.6901960800285136 682:2.298853076409707 		lúc nguy_hiểm nhất người_ta mới cần cấp_cứu vậy rồi chờ khám rồi mới được vào cấp_cứu thì toi_mạng rồi còn gì luật gì mà kì_cục vậy kinh_doanh trên tính_mạng con_người riết rồi dân ai cũng sợ cái chính_sách dở_hơi này đọc mà tức chịu không nổi hs đi học ép đóng bảo_hiểm 100 người đi làm bắt đóng bảo_hiểm 100 vậy tại_sao bảo_hiểm lại quy_định cho khung giờ cấp_cứu 
116 2 270:1.6901960800285136 590:1.3267908404607376 667:1.6901960800285136 683:1.8173449546226208 		cấp_cứu mà tính giờ cạn_lời 
117 2 259:1.4404592647015428 281:1.0606978403536116 438:1.2350691146322097 541:1.8173449546226208 612:1.5096504624671803 684:1.6901960800285136 686:2.298853076409707 687:2.298853076409707 		bảo_hiểm_y_tế sao cứ tìm cách bắt_chẹt người_bệnh hoài vậy ?
118 2 78:0.8653014355156231 549:1.4404592647015428 573:1.4404592647015428 688:2.298853076409707 		qui_định khó hiểu quá
119 2 684:1.6901960800285136 689:2.298853076409707 690:2.298853076409707 691:2.298853076409707 		bảo_hiểm_y_tế lại rơi vào vòng luẩn_quẩn rồi
120 2 636:1.6901960800285136 647:1.591064607026499 693:1.99563519459755 		quy_định thời_gian là chưa phù_hợp
121 2 64:1.5096504624671803 78:0.8653014355156231 220:1.2787536009528289 262:1.2787536009528289 306:1.6901960800285136 452:1.6901960800285136 550:1.591064607026499 595:1.591064607026499 607:1.8173449546226208 612:1.5096504624671803 695:2.298853076409707 696:2.298853076409707 697:1.8173449546226208 		quá nhiều điều phức_tạp kêu_gọi người_dân đóng bảo_hiểm 100 nhưng   làm_khó người_bệnh thất_vọng và không tin nổi vào bảo_hiểm
122 2 78:0.8653014355156231 128:0.9306337316183148 567:1.380211241711606 684:1.6901960800285136 698:1.8173449546226208 699:2.298853076409707 		ôi bảo_hiểm_y_tế ngao_ngán quá đi thôi 
123 2 216:1.99563519459755 219:1.99563519459755 405:1.99563519459755 700:2.298853076409707 701:2.298853076409707 702:2.298853076409707 703:2.298853076409707 704:2.298853076409707 		nói_tóm_lại điều_luật này không sát tình_hình thực_tế không hợp_tình không hợp hoàn_cảnh
124 2 21:0.6297314128125431 136:1.0320021592991393 189:1.6901960800285136 449:1.591064607026499 541:1.8173449546226208 567:1.380211241711606 596:1.6901960800285136 604:1.99563519459755 612:1.5096504624671803 620:1.99563519459755 684:1.6901960800285136 698:1.8173449546226208 705:2.298853076409707 706:1.591064607026499 707:2.298853076409707 709:2.298853076409707 710:2.298853076409707 711:1.591064607026499 		bảo_hiểm_y_tế còn nhiều nhiêu_khê lắm cứ lòng_vòng chuyển tuyến bệnh_viện tuyến dưới không tìm ra bệnh đến khi lên đến tuyến trên thì ôi thôi rồi giai_đoạn cuối chỉ khổ cho người_bệnh thôi 
125 2 136:1.0320021592991393 668:1.99563519459755 712:2.298853076409707 713:2.298853076409707 714:2.298853076409707 715:2.298853076409707 716:2.298853076409707 717:2.298853076409707 		chờ kq xn máu đã 3h rồi còn gì rõ chán
126 2 683:1.8173449546226208 718:1.8173449546226208 		bó_tay cạn_lời
127 2 50:1.591064607026499 706:1.591064607026499 719:2.298853076409707 		thật_sự đau_đầu lắm lắm 
128 2 1:1.1949766120282994 128:0.9306337316183148 459:1.8173449546226208 596:1.6901960800285136 614:1.99563519459755 647:1.591064607026499 667:1.6901960800285136 711:1.591064607026499 720:1.99563519459755 721:1.99563519459755 722:2.298853076409707 723:2.298853076409707 		thật khổ với cái quy_định này đã đi cấp_cứu vì bệnh thì ít có trường_hợp dưới 4 tiếng chỉ có trường_hợp cấp_cứu vì tai_nạn thì may_ra dưới 4 tiếng 
129 2 112:1.2787536009528289 122:1.2787536009528289 126:1.99563519459755 262:1.2787536009528289 278:1.1949766120282994 322:1.5096504624671803 328:1.2350691146322097 423:1.5096504624671803 438:1.2350691146322097 590:1.3267908404607376 595:1.591064607026499 625:1.6901960800285136 667:1.6901960800285136 724:2.298853076409707 725:1.6901960800285136 		  đã là bảo_hiểm cấp_cứu ai mà chọn giờ cấp_cứu được không biết các bác nhà mình nghĩ sao về vấn_đề này nửa 
130 2 78:0.8653014355156231 549:1.4404592647015428 550:1.591064607026499 726:1.99563519459755 727:1.99563519459755 728:2.298853076409707 		không hiểu nổi trung quốc quá vô_lối
131 2 78:0.8653014355156231 222:1.8173449546226208 729:2.298853076409707 730:2.298853076409707 731:2.298853076409707 		quá phẫn_nộ hành_động coi_thường pháp_luật 
132 2 142:1.4404592647015428 528:1.8173449546226208 732:1.99563519459755 733:2.298853076409707 734:2.298853076409707 735:1.99563519459755 		đánh nhau là gây_rối đánh phụ_nữ là không_thể chấp_nhận 
133 2 90:1.99563519459755 142:1.4404592647015428 528:1.8173449546226208 732:1.99563519459755 735:1.99563519459755 		không_thể chấp_nhận việc đánh phụ_nữ như_thế được 
134 2 36:1.6901960800285136 66:0.9789249693398308 132:1.0606978403536116 278:1.1949766120282994 310:1.2787536009528289 317:1.3267908404607376 337:1.5096504624671803 736:2.298853076409707 737:1.99563519459755 738:2.298853076409707 739:1.99563519459755 740:1.6901960800285136 741:1.99563519459755 742:2.298853076409707 743:2.298853076409707 744:2.298853076409707 		ai đồng_ý xóa lịch âm và gộp tết cổ_truyền và tết tây làm một thì kệ chứ em nói thật_là em không đồng_ý như_vậy
135 2 21:0.6297314128125431 49:0.9306337316183148 142:1.4404592647015428 171:1.8173449546226208 189:1.6901960800285136 197:1.3267908404607376 214:1.99563519459755 241:1.99563519459755 317:1.3267908404607376 416:1.5096504624671803 737:1.99563519459755 739:1.99563519459755 740:1.6901960800285136 741:1.99563519459755 745:1.6901960800285136 746:2.298853076409707 747:2.298853076409707 748:1.99563519459755 749:2.298853076409707 750:2.298853076409707 751:2.298853076409707 752:2.298853076409707 754:2.298853076409707 756:2.298853076409707 757:2.298853076409707 758:1.99563519459755 		tôi nói không với việc đổi gộp lịch nét truyền_thống văn_hoá đón tết_âm_lịch không_thể mai_một trong tôi dù tôi đã hơn_nữa đời người nơi đất_khách_quê_người tôi đang cố_gắng dạy cho con tôi nhớ đến ngày tết cổ_truyền đây 
136 2 20:1.8173449546226208 121:1.4404592647015428 308:1.8173449546226208 505:1.8173449546226208 529:1.8173449546226208 555:1.3267908404607376 643:1.5096504624671803 759:2.298853076409707 760:2.298853076409707 761:2.298853076409707 762:2.298853076409707 763:2.298853076409707 764:2.298853076409707 765:2.298853076409707 766:2.298853076409707 767:2.298853076409707 		không cần_thiết muốn nhanh đầu_tư sân_bay tàu_bay là nhanh có quốc_lộ 1 rồi bay gio xe chạy cũng rần_rần xây thêm phí
137 2 42:1.380211241711606 132:1.0606978403536116 430:1.6901960800285136 486:1.591064607026499 549:1.4404592647015428 647:1.591064607026499 718:1.8173449546226208 768:2.298853076409707 769:2.298853076409707 770:2.298853076409707 771:1.99563519459755 		đọc luật một hồi kết_quả chẳng hiểu là quyền_hạn được quy_định ntn nữa bó_tay
138 2 78:0.8653014355156231 549:1.4404592647015428 573:1.4404592647015428 606:1.99563519459755 772:2.298853076409707 		quá rườm_rà và cực_kỳ khó hiểu 
139 2 773:2.298853076409707 		không ổn 
140 2 262:1.2787536009528289 278:1.1949766120282994 281:1.0606978403536116 366:1.591064607026499 697:1.8173449546226208 774:2.298853076409707 775:2.298853076409707 		thất_vọng ai sẽ là trục ở châu_á đây ?  
141 2 262:1.2787536009528289 697:1.8173449546226208 776:2.298853076409707 777:2.298853076409707 		tôi đã bảo rồi mà thất_vọng trum  
142 2 567:1.380211241711606 778:2.298853076409707 		thế_là thôi rồi
143 2 21:0.6297314128125431 49:0.9306337316183148 97:1.380211241711606 128:0.9306337316183148 145:1.5096504624671803 337:1.5096504624671803 779:1.4404592647015428 780:1.99563519459755 781:1.99563519459755 782:2.298853076409707 783:2.298853076409707 		em phản_đối hôn_nhân đồng_tính vì nó đi ngược_lại cái tạo_hóa đã tạo ra cho mỗi người 
144 2 21:0.6297314128125431 33:1.99563519459755 39:1.2787536009528289 49:0.9306337316183148 50:1.591064607026499 67:1.4404592647015428 91:1.1578982409406087 103:1.99563519459755 122:1.2787536009528289 127:1.4404592647015428 136:1.0320021592991393 197:1.3267908404607376 211:1.0047988646762522 253:1.591064607026499 258:1.99563519459755 261:1.591064607026499 270:1.6901960800285136 277:1.3267908404607376 281:1.0606978403536116 301:1.99563519459755 317:1.3267908404607376 323:1.8173449546226208 452:1.6901960800285136 567:1.380211241711606 608:1.8173449546226208 779:1.4404592647015428 780:1.99563519459755 781:1.99563519459755 785:2.298853076409707 786:1.99563519459755 787:1.99563519459755 788:2.298853076409707 789:2.298853076409707 790:2.298853076409707 791:1.99563519459755 792:2.298853076409707 793:2.298853076409707 794:2.298853076409707 795:1.99563519459755 796:2.298853076409707 797:2.298853076409707 798:2.298853076409707 799:2.298853076409707 800:2.298853076409707 801:2.298853076409707 802:1.99563519459755 803:2.298853076409707 804:2.298853076409707 805:2.298853076409707 806:2.298853076409707 807:2.298853076409707 808:2.298853076409707 809:2.298853076409707 810:2.298853076409707 811:2.298853076409707 812:2.298853076409707 813:2.298853076409707 814:2.298853076409707 815:2.298853076409707 816:2.298853076409707 817:2.298853076409707 818:2.298853076409707 819:2.298853076409707 821:2.298853076409707 822:2.298853076409707 823:2.298853076409707 824:2.298853076409707 		nếu phản_đối hôn_nhân đồng_tính tôi là người đầu_tiên làm_việc này thật_sự mà nói 100 người đồng_tính hiện_nay thì được bao_nhiêu người là bị đồng_tính từ nhỏ ? còn bao_nhiêu người là bị dụ_dỗ ? tôi khẳng_định là hơn 95 số người bị đồng_tính là bị dụ_dỗ nhiều người trẻ mới lớn còn bị lơ_mơ về giới_tính hay những người yếu bản_lĩnh bị dụ_dỗ và đã trả thành_đồng tính giới_tính thứ_ba đang gây rất nhiều bức_xúc cho xã_hội hiện_nay nếu_không lên_tiếng cản_ngăn rồi_đây khoảng 10 20 năm nữa thôi giới_tính thứ_ba sẽ chiếm tỉ_lệ rất lớn trong xã_hội chúng_ta mà những người đồng_tính nhiều nhất lại hoạt_động chủ_yếu trong giới nghệ_sĩ như ca_sĩ diễn_viên bọn họ rất dễ khiến cho giới trẻ lầm tưởng và noi theo chúng_ta phải chặn ngay_lập_tức hiện_tượng tệ_hại này 
145 2 83:1.99563519459755 122:1.2787536009528289 779:1.4404592647015428 825:2.298853076409707 826:2.298853076409707 827:2.298853076409707 828:2.298853076409707 829:2.298853076409707 830:2.298853076409707 		tôi phản_đối nếu hợp_pháp_hoá thì sẽ ảnh_hưởng nghiêm_trọng đền sự tồn_vong của giống_nòi về sau_này 
146 2 831:2.298853076409707 832:2.298853076409707 		đang ảo_tưởng à 
147 2 13:1.591064607026499 21:0.6297314128125431 49:0.9306337316183148 145:1.5096504624671803 247:1.8173449546226208 259:1.4404592647015428 310:1.2787536009528289 317:1.3267908404607376 486:1.591064607026499 567:1.380211241711606 680:1.99563519459755 802:1.99563519459755 833:2.298853076409707 834:2.298853076409707 835:2.298853076409707 836:2.298853076409707 837:2.298853076409707 838:2.298853076409707 839:2.298853076409707 		cáu này cần phải tìm_hiểu cho kỹ nếu đã là bảo_vệ vệ thì bảo_vệ khỏi cái gì người bán_dâm có đồng_ý với cách này không nếu_không thì nó là bắt nhốt nói bảo_vệ chỉ là để lách luật thôi tôi không đồng_ý với cách này
148 2 211:1.0047988646762522 259:1.4404592647015428 		cách này không hay
149 2 42:1.380211241711606 49:0.9306337316183148 66:0.9789249693398308 76:1.2787536009528289 78:0.8653014355156231 112:1.2787536009528289 128:0.9306337316183148 145:1.5096504624671803 195:1.5096504624671803 259:1.4404592647015428 455:1.5096504624671803 499:1.99563519459755 521:1.8173449546226208 543:1.591064607026499 555:1.3267908404607376 589:1.6901960800285136 594:1.4404592647015428 725:1.6901960800285136 840:2.298853076409707 841:2.298853076409707 842:1.99563519459755 843:2.298853076409707 844:2.298853076409707 845:2.298853076409707 846:2.298853076409707 847:2.298853076409707 848:1.6901960800285136 849:2.298853076409707 850:2.298853076409707 851:2.298853076409707 852:1.99563519459755 		đọc song thấy buồn quá ước_mơ có được chiếc xe ô_tô của những người trung_lưu việt ngày_càng xa_vời mình dám chắc người đi ô_tô sẽ có cách nghĩ cách làm nhìn xa khác với người đi xe_máy và người đi xe_đạp cứ đà này thấy khả_năng phát_triển nó cứ mờ_mịt quá trời_ơi trời_ơi 
150 2 42:1.380211241711606 50:1.591064607026499 74:1.99563519459755 131:1.4404592647015428 189:1.6901960800285136 277:1.3267908404607376 303:1.99563519459755 333:1.6901960800285136 416:1.5096504624671803 498:1.99563519459755 555:1.3267908404607376 589:1.6901960800285136 643:1.5096504624671803 853:2.298853076409707 854:1.99563519459755 855:2.298853076409707 856:2.298853076409707 857:2.298853076409707 858:2.298853076409707 859:2.298853076409707 860:2.298853076409707 861:1.99563519459755 862:1.99563519459755 863:2.298853076409707 865:2.298853076409707 		ấp_ủ bao năm cố gòng gánh mua 1 con xe tầm 400 trả_góp đọc xog bài báo thật_sự rất nản đến bao_giờ oto được xem như mua chiec xe_máy như bây_giờ thật_sự rất nản 
151 2 21:0.6297314128125431 542:1.8173449546226208 862:1.99563519459755 866:2.298853076409707 867:2.298853076409707 		tin_buồn cho thị_trường oto nước_nhà 
152 2 49:0.9306337316183148 131:1.4404592647015428 195:1.5096504624671803 196:1.5096504624671803 366:1.591064607026499 578:1.99563519459755 594:1.4404592647015428 725:1.6901960800285136 842:1.99563519459755 868:1.99563519459755 869:2.298853076409707 		nghĩ tới việc mua được ô_tô ở việt _ nam mà buồn cả người haiz 
153 2 132:1.0606978403536116 870:2.298853076409707 871:2.298853076409707 		một mớ hỗn_độn 
154 2 96:1.4404592647015428 122:1.2787536009528289 252:1.6901960800285136 302:1.591064607026499 394:1.8173449546226208 404:1.6901960800285136 416:1.5096504624671803 872:1.2350691146322097 873:1.6901960800285136 874:1.4404592647015428 875:1.6901960800285136 876:2.298853076409707 877:2.298853076409707 878:2.298853076409707 879:1.99563519459755 		sinh_viên hết được miễn giảm vé tàu_hỏa nghe mà nghẹn lòng xin_lỗi bố_mẹ đợt lễ này con không về 
155 2 21:0.6297314128125431 43:1.591064607026499 112:1.2787536009528289 122:1.2787536009528289 128:0.9306337316183148 131:1.4404592647015428 136:1.0320021592991393 142:1.4404592647015428 168:1.99563519459755 278:1.1949766120282994 281:1.0606978403536116 302:1.591064607026499 306:1.6901960800285136 423:1.5096504624671803 441:1.6901960800285136 447:1.4404592647015428 514:1.6901960800285136 590:1.3267908404607376 678:1.99563519459755 681:1.6901960800285136 720:1.99563519459755 848:1.6901960800285136 872:1.2350691146322097 874:1.4404592647015428 875:1.6901960800285136 880:1.8173449546226208 881:1.6901960800285136 882:2.298853076409707 883:1.8173449546226208 884:2.298853076409707 885:2.298853076409707 886:1.99563519459755 887:1.4404592647015428 888:2.298853076409707 889:2.298853076409707 890:1.99563519459755 		tại_sao sinh_viên không được miễn_giảm mua vé tàu_hỏa chứ mỗi khi về quê là mình thường đi tàu nhà không có điều_kiện nên vẫn mua vé tàu cho tiết_kiệm mà cũng đâu phải ít sinh_viên đâu bạn_bè mình quê xa khi được về nhà ai cũng mua nếu không_thể giảm nhiều xin hãy giảm ít giờ học_phí tăng cao kinh_khủng tiết_kiệm khoản này khoản kia để còn đóng học chứ ?
156 2 21:0.6297314128125431 97:1.380211241711606 136:1.0320021592991393 337:1.5096504624671803 438:1.2350691146322097 514:1.6901960800285136 706:1.591064607026499 872:1.2350691146322097 891:2.298853076409707 892:2.298853076409707 893:1.99563519459755 894:2.298853076409707 895:2.298853076409707 896:2.298853076409707 		thiết_nghĩ đời_sống sinh_viên của con_em nhà_nông còn vất_vả lắm sao lại không tạo điều_kiện cho các em ấy 
157 2 67:1.4404592647015428 594:1.4404592647015428 711:1.591064607026499 872:1.2350691146322097 897:2.298853076409707 898:1.591064607026499 		buồn vg là sinh_viên nghèo lại càng khổ hơn rồi 
158 2 49:0.9306337316183148 76:1.2787536009528289 91:1.1578982409406087 119:1.6901960800285136 136:1.0320021592991393 211:1.0047988646762522 284:1.591064607026499 551:1.6901960800285136 745:1.6901960800285136 872:1.2350691146322097 880:1.8173449546226208 900:2.298853076409707 901:2.298853076409707 902:2.298853076409707 903:2.298853076409707 		tôi thấy vô_lý khi còn phân_loại khuyết_tật là khuyết_tật nặng mới được sinh_viên và người khuyết_tật là những đối_tượng hợp_lý để được miễn_giảm không nên sữa đổi điều này không hay 
159 2 312:1.8173449546226208 590:1.3267908404607376 872:1.2350691146322097 898:1.591064607026499 		sinh_viên đã nghèo rồi mà giờ không được hỗ_trợ nữa 
160 2 122:1.2787536009528289 310:1.2787536009528289 874:1.4404592647015428 875:1.6901960800285136 		chuyện về vé tàu_hỏa là không đồng_ý
161 2 21:0.6297314128125431 76:1.2787536009528289 152:1.99563519459755 337:1.5096504624671803 514:1.6901960800285136 638:1.99563519459755 848:1.6901960800285136 872:1.2350691146322097 881:1.6901960800285136 893:1.99563519459755 905:2.298853076409707 906:1.99563519459755 907:2.298853076409707 908:1.6901960800285136 909:2.298853076409707 910:2.298853076409707 		sinh_viên phần_lớn xa quê và là con_em nông_dân công_nhân không có điều_kiện thế_mà không giảm_giá cho các em í @ @ thấy tội cho các em
162 2 66:0.9789249693398308 101:1.2787536009528289 136:1.0320021592991393 147:1.8173449546226208 548:1.99563519459755 681:1.6901960800285136 898:1.591064607026499 911:2.298853076409707 912:2.298853076409707 913:2.298853076409707 914:2.298853076409707 915:2.298853076409707 916:2.298853076409707 917:2.298853076409707 918:2.298853076409707 		những mặt_hàng nông_nghiệp như phân thuốc_trừ_sâu bình ỗn được chứ dân đang nghèo mùa_màng thất_bát tại_sao còn đưa gạo làm bình ỗn
