1 1 1:0.36 2:0.33 4:0.51 5:0.37 7:0.56 8:0.56 10:0.56 11:0.56 13:0.47 		thật tuyệt_vời vì chủ_quyền đất_nước tôi sẵn_sàng đóng_góp và hy_sinh xương_máu để bảo_vệ 
103 1 1:0.36 2:0.33 23:0.18 47:0.25 71:0.35 74:0.27 248:0.42 249:0.47 297:0.51 302:0.39 318:0.51 614:0.51 713:0.51 714:0.51 715:0.89 716:0.32 717:0.56 718:0.89 721:0.56 722:0.56 723:0.56 724:0.56 725:0.56 726:0.56 727:0.56 728:0.56 729:0.56 		thật tuyệt_vời khi cả nước ra_quân lập lại trật_tự vỉa_hè dành một phần thông_thoáng cho người đi bộ mong rằng sau đợt sắp_xếp này lãnh_đạo các địa_bàn khu_phố phường quận tiếp_tục chỉ_đạo để duy_trì được trật_tự thông_thoáng của các hè_phố 
104 2 107:0.25 150:0.44 592:0.44 730:0.47 731:0.56 732:0.51 733:0.56 734:0.56 735:0.51 		lương thấp quá xăng thì cứ tăng vù_vù nãn lòng công_chức 
105 1 74:0.27 274:0.35 321:0.51 354:0.27 523:0.35 569:0.47 630:0.47 		đúng hướng rồi làm mạnh đi các bác ơi 
106 2 23:0.18 77:0.33 85:0.37 129:0.42 134:0.3 266:0.37 330:0.36 550:0.51 592:1.03 609:0.47 732:0.51 736:0.56 737:0.56 738:0.56 739:0.56 740:0.89 741:0.56 		trời_ơi tăng cái nọ lại tăng thêm 1 loạt các thứ khác ? xăng tăng điện tăng kêu lỗ cái khổ của người_dân thì ai kêu cho đây 
107 1 43:0.21 742:0.56 		rất ủng_hộ phương_án này
108 2 60:0.42 105:0.35 210:0.37 235:0.51 276:0.44 592:0.44 730:0.47 735:0.51 743:0.56 745:0.56 747:0.56 748:0.56 749:0.42 750:0.51 		nghe lương tăng mà thấy buồn bởi chẳng thấm_tháp gì so với chi_tiêu tối thiếu hàng tháng của các gia_đình công_chức 
109 1 43:0.21 60:0.42 164:0.57 354:0.27 751:0.89 752:0.56 753:0.56 		toàn dân đồng_lòng toàn dân ủng_hộ thì chẳng có_lý gì là không làm được 
110 2 67:0.47 83:0.47 132:0.47 354:0.27 433:0.42 572:0.51 730:0.47 754:0.56 755:0.56 756:0.51 757:0.56 758:0.56 759:0.56 		lương và giá_cả thị_trường làm thế_nào để đủ tiền nuôi hai đứa con mà không phải vay nợ 
111 1 43:0.42 134:0.3 320:0.42 354:0.27 569:0.47 760:0.56 761:0.56 		ủng_hộ ủng_hộ đại ủng_hộ luôn huế ơi có làm không ?
112 2 54:0.44 134:0.47 155:0.74 160:0.44 266:0.37 620:0.51 716:0.32 762:0.56 763:0.56 764:0.81 765:0.89 766:0.89 767:0.56 768:0.56 769:0.56 770:0.51 		vô_lý hình_ảnh rạp công_nhân sau khi đập 2 bậc thềm nhưng thay vào đó là 1 dãy xe_máy đậu trên vỉa_hè ? vậy mục_đích của việc đập 2 bậc thềm là gì ?
113 1 17:0.47 43:0.21 108:0.47 188:0.39 196:0.47 248:0.42 311:0.51 330:0.36 405:0.44 486:0.39 593:0.51 603:0.39 771:0.56 772:0.56 773:0.56 774:0.56 775:0.56 776:0.47 777:0.56 778:0.56 		rất hoan_nghênh các cấp các ngành đã sử lý quyết_liệt mong sao tất_cả người_dân đồng_tình ủng_hộ chính_quyền và chúng_ta nâng cao ý_thức để cs tươi_đẹp hơn 
114 2 129:0.42 130:0.42 158:0.25 343:0.42 473:0.36 716:0.32 779:0.47 		tôi phản_đối lấy vỉa_hè kinh_doanh hay làm_việc khác
115 1 95:0.44 123:0.36 302:0.39 615:0.39 628:0.51 629:0.51 713:0.51 716:0.32 780:0.56 781:0.56 782:0.56 		rất phấn_khởi việc cả nước ra_quân giải_phóng vỉa_hè ông đoàn ngọc hải không cô_đơn nữa đâu 
116 2 1:0.36 40:0.37 113:0.37 341:0.42 473:0.36 783:0.56 784:0.56 785:0.51 786:0.56 787:0.74 		quyết_định thật khó hiểu tôi phản_đối việc này vi_phạm luật giao_thông đường_bộ đã cấm là cấm 
117 1 216:0.44 354:0.27 464:0.47 523:0.35 536:0.42 575:0.42 788:0.56 789:0.42 790:0.51 791:0.56 		cái này hoàn_toàn đúng phải làm gấp nếu có tuyến đường này kinh_tế việt nam sẽ cất_cánh 
118 2 41:0.44 145:0.3 563:0.51 792:0.51 793:0.56 794:0.56 		lại bát_nháo thế_này bao_giờ mới khá nổi 
119 1 5:0.37 23:0.18 43:0.21 201:0.51 248:0.42 353:0.44 433:0.42 548:0.39 795:0.56 796:0.56 797:0.56 		con ủng_hộ 100 cho dự_án này mong sớm triển_khai để đưa đất_nước phát_triển 
120 2 23:0.28 86:0.31 716:0.32 779:0.47 798:0.51 799:0.56 800:0.56 801:0.56 802:0.56 803:0.56 804:0.56 805:0.56 806:0.56 		đã dọn_dẹp vỉa_hè để lấy lại không_gian đi_lại cho rộng_rãi vậy_mà còn đề suất cho thuê gì nữa vậy trời 
121 1 2:0.33 5:0.37 107:0.25 176:0.37 216:0.44 548:0.39 630:0.47 789:0.42 807:0.56 		tin_vui quá đất_nước mình sẽ phát_triển mạnh khi có tuyến đường này tuyệt_vời 
122 2 23:0.18 47:0.25 74:0.27 77:0.33 343:0.66 465:0.42 808:0.56 809:0.51 810:0.56 811:0.42 		cho kinh_doanh rồi ai quản_lý nỗi nếu người kinh_doanh lấn_chiếm dẹp đi không đồng_ý
123 1 405:0.44 812:0.51 813:0.56 		rất hoan_nghênh nhưng đừng để đội_giá
124 2 23:0.18 61:0.51 173:0.39 406:0.47 811:0.66 812:0.51 814:0.56 815:0.56 		dẹp rồi lại cho bán trở_lại bó_tay vậy_thì đừng có dẹp làm_gì 
125 1 2:0.67 107:0.25 216:0.44 248:0.42 302:0.39 308:0.51 333:0.39 449:0.37 548:0.39 789:0.42 790:0.51 816:0.56 817:0.56 818:0.56 		tuyệt_vời quá tuyệt_vời mong rằng 4 6 năm nữa sẽ hoàn_thành có tuyến đường tuyệt_vời nhất kết_nối phát_triển kinh_tế cả nước
126 2 23:0.18 75:0.44 145:0.47 254:0.51 343:0.42 409:0.51 436:0.51 486:0.39 716:0.32 819:0.56 820:0.51 		không biết nói_gì hơn mới được mấy ngày mà đã có đề_xuất mới dứt_khoát không cho kinh_doanh vỉa_hè 
127 1 44:0.36 418:0.39 523:0.35 821:0.56 		bộ_trưởng nói rất đúng không nên manh_động 
128 2 359:0.47 		cạn_lời
129 1 43:0.21 145:0.3 405:0.44 548:0.39 822:0.56 		phải vậy xh mới phát_triển được rất hoan_nghênh và ủng_hộ 
130 2 17:0.47 23:0.18 47:0.5 74:0.27 85:0.37 86:0.49 105:0.35 107:0.4 130:0.42 148:0.51 150:0.44 310:0.47 330:0.36 343:0.42 354:0.27 384:0.42 449:0.37 473:0.36 523:0.35 541:0.44 596:0.74 603:0.39 686:0.51 712:0.51 716:0.51 770:0.51 776:0.47 792:0.51 820:0.51 823:0.56 824:0.56 825:0.56 826:0.56 827:0.51 828:0.56 829:0.56 830:0.56 831:0.51 832:0.56 833:0.56 834:0.56 835:0.56 836:0.56 837:0.56 838:0.51 839:0.56 840:0.56 841:0.51 842:0.56 843:0.56 844:0.56 		phản_đối đề_xuất kinh_doanh trên vỉa_hè khi ý_thức người_dân còn quá kém kèm theo lòng tham tâm_lý số đông khi sử_dụng hộ này chật quá để thêm vật_dụng ra ngoài nghĩ cũng không sao người này thấy người kia để được cũng làm theo người người_làm theo cán_bộ đi kiểm_tra rất mỏng còn rất nhiều vấn_đề phát_sinh vỉa_hè phải dùng đúng mục_đích cho làm_việc này việc kia sẽ sinh_ra tiêu_cực mỹ_quan đô_thị và tất_cả sẽ mất kiểm_soát bát_nháo cho_đến vài chục năm sau 
131 1 845:0.56 846:0.56 		rất chặt_chẽ và nghiêm_khắc
132 2 40:0.37 113:0.37 266:0.37 320:0.42 483:0.47 553:0.51 603:0.39 716:0.32 779:0.47 811:0.66 847:0.56 848:0.56 849:0.51 850:0.56 851:0.51 852:0.56 853:0.56 854:0.56 855:0.56 		không hiểu sao lại nảy ra ý_định này đã dẹp là dẹp hẳn luôn tốn bao công_sức để lấy lại vỉa_hè rồi loanh_quanh sẽ khó mà trở_thành 1 góc nhỏ của singapo 
133 1 43:0.21 		ủng_hộ
134 2 85:0.37 161:0.63 481:0.51 716:0.32 764:0.51 798:0.51 851:0.51 856:0.56 857:0.56 858:0.56 859:0.56 860:0.56 861:0.56 		bao_nhiêu công_sức tiền_của để đập phá dọn_dẹp lại vỉa_hè giờ mà thêm cái qđ này nữa khác_gì bữa giờ ném_tiền_qua_cửa_sổ 
135 1 43:0.21 		phải vậy tôi rất ủng_hộ
136 2 85:0.37 107:0.25 252:0.47 298:0.51 301:0.51 716:0.32 789:0.66 862:0.56 863:0.56 864:0.56 		vỉa_hè rộng quá thì mở_rộng thêm đường giải_quyết ùn ứ tắc đường 
137 1 158:0.25 		hay
138 2 113:0.37 785:0.51 787:0.74 838:0.51 841:0.51 865:0.56 866:0.56 		không nên rất khó kiểm_soát tiêu_cực đã cấm là cấm hẵn lề_đường để giao_thông 
139 1 465:0.42 575:0.42 867:0.56 868:0.56 		tôi là nam nhưng tôi đồng_ý với ý_kiến với bà 
140 2 23:0.36 47:0.25 63:0.35 75:0.44 132:0.47 173:0.39 180:0.74 354:0.43 473:0.36 574:0.51 716:0.32 749:0.42 827:0.51 869:0.56 870:0.89 871:0.44 873:0.56 874:0.51 		phản_đối sử_dụng vỉa_hè 3m kẻ sơn cho bán hàng rong đã làm thì làm cho tới nơi trước kẻ sơn cho để xe rồi kết_cục thế_nào mọi người đều đã biết
141 1 43:0.21 341:0.42 787:0.47 875:0.56 876:0.56 877:0.56 878:0.89 		tôi ủng_hộ luật cấm phá_thai với những thai_nhi bình_thường tội_lỗi tội_lỗi
142 2 23:0.28 47:0.25 63:0.35 86:0.31 95:0.44 206:0.74 303:0.51 354:0.43 394:0.39 465:0.42 879:0.81 880:0.51 881:0.56 882:0.51 883:0.56 884:0.56 885:0.56 886:0.56 		không đồng_ý cách làm này đã buôn_bán thì_phải vào chợ còn nếu có mặt_bằng buôn_bán thì_phải có chỗ cho khách để xe làm nửa_vời thì đâu lại vào đó khó_khăn cho người thực_thi pháp_luật 
143 1 123:0.36 418:0.39 523:0.35 		ông nói đúng 
144 2 23:0.18 35:0.74 47:0.4 60:0.42 84:0.37 97:0.47 129:0.42 134:0.9 158:0.25 173:0.39 180:0.47 206:0.47 236:0.36 237:0.36 266:0.37 276:0.44 330:0.36 341:0.42 473:0.36 523:0.7 536:0.42 672:0.51 714:1.18 749:0.66 776:0.47 811:0.42 849:0.51 871:0.88 874:0.51 880:1.02 882:1.02 887:0.89 888:0.51 889:0.56 890:0.56 891:0.56 892:0.81 893:0.56 894:0.56 895:0.56 896:0.56 897:0.56 898:0.56 899:0.56 900:0.56 901:0.56 902:0.56 903:0.56 904:0.56 905:0.56 906:0.56 		tôi phản_đối việc kẻ vạch hay lập phố hàng rong người_dân việt đã vốn thiếu ý_thức rồi thì việc lập chợ hàng rong chẳng khác_nào xóa chỗ này lập chỗ khác họ ngồi bán đúng chỗ đó nhưng người mua có ngồi đúng vạch không ? có tránh được_việc xả rác tùm_lum không ? lúc đó muốn đuổi dẹp có được nữa không khi mà họ buôn_bán đúng luật ? ? ? ? ? nên_chăng thì lập hẳn cái chợ hàng_hàng rong trên 1 khu đất trống cho mọi người tập_trung tại đó như trong chợ bến thành chứ không phải trên đường_phố nào nữa 
145 1 2:0.33 274:0.35 523:0.35 542:0.51 557:0.51 636:0.47 907:0.56 908:0.56 909:0.56 910:0.56 911:0.56 		đúng là vị lảnh đạo có tầm nhìn chiến_lược rất tuyệt_vời bác trump ạ
146 2 134:0.3 164:0.36 173:0.39 220:0.44 228:0.47 244:0.47 358:0.44 585:0.44 603:0.39 749:0.42 789:0.42 871:0.44 892:0.51 912:0.56 913:0.56 914:0.56 915:0.56 		nhà dân ở đường hàng rong đó thì tính sao không_lẽ ngồi trước cửa_nhà người_ta bày bán ? cực_kỳ bất_hợp_lý 
147 1 23:0.18 71:0.7 106:0.51 151:0.36 227:0.51 237:0.36 252:0.47 281:0.51 291:0.47 323:0.51 330:0.36 333:0.39 440:0.47 586:0.44 916:0.56 917:0.56 918:0.56 919:0.56 920:0.56 921:0.56 922:0.89 923:0.56 924:0.89 925:0.56 926:0.56 927:0.56 		một tín_hiệu đáng mừng hy_vọng đẩy_mạnh và nhanh hơn_nữa công_tác cải_cách thủ_tục hành_chính tthc thực_hiện cơ_chế một cửa một cửa liên_thông tạo điều_kiện thuận_lợi nhất cho người_dân và doanh_nghiệp trong giải_quyết tthc 
148 2 23:0.18 47:0.4 173:0.79 354:0.27 596:0.47 749:0.42 811:0.42 871:0.44 879:0.51 888:0.81 928:0.56 		không nên cho bán hàng rong đã dẹp thì_phải làm đến_cùng phố này có người bán được thì phố kia cũng có người bán được 
149 1 84:0.37 107:0.25 158:0.25 176:0.37 242:0.51 585:0.44 		hay quá mình cũng sắp mua nhà 
150 2 40:0.37 77:0.33 86:0.31 145:0.3 331:0.51 354:0.27 414:0.47 433:0.66 541:0.44 575:0.42 750:0.51 756:0.51 809:0.51 831:0.51 929:0.56 931:0.56 932:0.89 933:0.56 934:0.56 935:0.56 936:0.56 937:0.56 938:0.56 939:0.56 		tôi nghĩ không nên bỏ vì ai có đang nuôi con dưới 12 tháng tuổi mới hiểu nỗi cực của người_làm cha làm mẹ tôi là nam mà đôi_lúc tôi còn mệt_mỏi khi chăm con tuổi đấy nữa_là phụ_nữ 
